cid,SAscore,WiA_D/Dt,J_D/Dt,GATS3m,P_VSA_charge_1,QED,CATS2D_04_LL,JGI8,F04[O-O],HVcpx,nR=Cs,JGI9,Eta_B,CATS2D_02_AL,Eta_B_A,CATS2D_08_DL,GATS2m,minssNH,CATS2D_04_AA,GATS4m,max_conj_path,MATS4e,GGI4,VE2sign_B(p),Eig06_EA(bo),nCconj,P_VSA_ppp_D,MATS1m,CENT,MaxssssC,GATS7m
6245.0,0.1656403904151484,0.3035404532234803,0.1613089677919097,0.0843602234838126,0.005590791886883,0.5281572531466667,0.2363636363636363,0.2885262869114123,0.0,0.412383308844817,0.2,0.2548525282338236,0.2443746381321461,0.15625,0.4301788349974341,0.0476190476190476,0.1736954487383421,0.0,0.0,0.0973309592527964,0.1071428571428571,0.4386127573815749,0.1473522126263644,0.1234241518594222,0.5916798741198377,0.3846153846153846,0.0742021687892592,0.2025370415118059,0.0931467588299755,0.938186363250434,0.0866013293067569
6253.0,0.4173304478041503,0.3465862856246854,0.139795677548681,0.450790615663787,0.3665578576299155,0.2827798799147726,0.0,0.378957169459962,0.0625,0.3813473837225978,0.0,0.1798561151079137,0.1821477787835012,0.15625,0.3443170227883205,0.0,0.6197561347320892,0.0,0.3125,0.4423841683047759,0.1607142857142857,0.4848347662244457,0.2087433889000468,0.20865767107562,0.6895032999971242,0.0,0.454145317755638,0.2751971260617171,0.0238556857455955,0.938186363250434,0.4150433246221426
6763.0,0.4558737498133817,0.1906498463187909,0.3622894904589911,0.3510988199358464,0.005590791886883,0.5863293635387851,0.5454545454545454,0.5220312712903666,0.0,0.2931331902097552,0.4,0.3538502531308286,0.4429609458835715,0.3125,0.496582844165994,0.0,0.3884431640586397,0.0,0.0,0.3777207153006134,0.2142857142857142,0.4350162938110062,0.2252125594162151,0.0168193374162134,0.8564022800189448,0.3846153846153846,0.0,0.8415196439347412,0.1798870437494731,0.9401271830503504,0.1473397457983466
6769.0,0.4110995235508562,0.3367254799629776,0.2823633249838093,0.3156950410176498,0.0196837085021617,0.1680419795267604,0.4909090909090909,0.2531010320992325,0.0,0.3843169360272518,0.0,0.244277305428385,0.3325763664786367,0.28125,0.3001853206866247,0.0,0.4737545636573876,0.0,0.0,0.315164754630226,0.5714285714285714,0.4078762475629692,0.1987012117560424,0.048648637312023,0.8928253599919629,0.0769230769230769,0.0,0.7908605773813007,0.3193121470117171,0.938186363250434,0.2913772252435564
6796.0,0.5227313605685776,0.2636481683150402,0.2118823254953874,0.5367916342274366,0.3645693246961087,0.2462919117227596,0.5636363636363636,0.4758262235851359,0.1875,0.6733770776430384,0.3,0.3635694618908067,0.4536560011556091,0.28125,0.449492443135184,0.3333333333333333,0.685313864797992,0.0,0.1875,0.5324580046311892,0.1071428571428571,0.4493440137392844,0.4607350873669414,0.0669115140714069,0.8220213093722148,0.3846153846153846,0.4000000000000003,0.4544502550008016,0.1070555508724606,0.9352500477674076,0.3912567895042548
6842.0,0.5150250657984933,0.2457444554075472,0.3064555439807612,0.4761376340686861,0.4465396663803971,0.184011085460591,0.1818181818181818,0.4913661757237164,0.375,0.5758575003171752,0.0,0.4017471736896212,0.4713441829067533,0.5625,0.4291913738482124,0.3333333333333333,0.5887849918575282,0.0,0.5,0.4196105007978691,0.2857142857142857,0.517040327082054,0.5971748008301536,0.0643801532976376,0.9081465114669702,0.1538461538461538,0.4999999999999999,0.3882572025167259,0.1314170108741465,0.6314609454663767,0.3923914776643389
7085.0,0.4586715725867759,0.2448164420716911,0.2164702814009921,0.3817811021684208,0.110964104885973,0.5947092764184516,0.2727272727272727,0.3658623558778092,0.0,0.5730701045057177,0.0,0.2987246566383263,0.3840834801645811,0.25,0.4037299143347153,0.0952380952380952,0.5812347186876038,0.978287492775401,0.0,0.3654812403701159,0.1071428571428571,0.475031146801057,0.3711588672424187,0.0293930399599625,0.7864232712469266,0.0,0.0421962043018225,0.3477180825954776,0.3100396189833937,0.938186363250434,0.3138663007534379
7578.0,0.4140531348202475,0.2388569590071906,0.2949714380978756,0.4443882861064367,0.0853877098997586,0.050337217440626,0.3999999999999999,0.2406075418994412,0.0,0.4391239711438771,0.3,0.2590194511057823,0.3398094115853172,0.34375,0.282391490924567,0.0,0.5266035645192164,0.0,0.0,0.5260286200304434,0.3392857142857142,0.2982439901835834,0.167235723371494,0.0011963043629638,0.9172178167198016,0.3076923076923077,0.0,0.7724570567028313,0.4027648992666273,0.938186363250434,0.3033131003881514
8467.0,0.046735028544997,0.2337891509859476,0.1923112563057039,0.4250910093039108,0.1086088206747314,0.5548800191711453,0.1454545454545454,0.4082202713487631,0.0,0.3779547855662238,0.0,0.5395683453237416,0.0472751274576156,0.15625,0.1364347185053815,0.1904761904761904,0.7570859275451411,0.8755980296032028,0.0,0.4530683414149583,0.25,0.5090623329857743,0.1167570462609629,0.1350690170209816,0.6732049241213267,0.0,0.1421962043018225,0.4257723675026669,0.0173649161257691,0.938186363250434,0.4261709453301205
8975.0,0.3866258023016929,0.1456261432105088,0.2280826385398253,0.2492909842962929,0.1054982935008842,0.2719516084145235,0.1818181818181818,0.2578216350526177,0.0,0.4452888590067764,0.0,0.2795680122568613,0.3810668268570863,0.25,0.4571890410653521,0.0,0.2247453089782247,0.0,0.0,0.1713359984442098,0.4821428571428571,0.3453995209266937,0.2584186918390584,0.0148223892716564,0.8574430913335553,0.0,0.0,0.3706729604769995,0.2031526595296299,0.938186363250434,0.1733415578673602
9283.0,0.1767652255103594,0.3914242852949939,0.1266462149607062,0.090682861921002,0.005590791886883,0.4829136238809469,0.2727272727272727,0.2659567039106145,0.0,0.4683619516158032,0.2,0.2343458566480153,0.2443746381321447,0.15625,0.4100593565368397,0.0476190476190476,0.184705482545741,0.0,0.0,0.099049740134735,0.1071428571428571,0.4416844053166819,0.145276829349937,0.1226973833811078,0.6007109167077098,0.3846153846153846,0.0742021687892592,0.2051827183358152,0.1154851218073,0.938186363250434,0.0824784350053681
9444.0,0.2607793645987821,0.3873425950814704,0.1244311467948786,0.5156681553491778,0.1086088206747314,0.5438784016286026,0.0727272727272727,0.3416190847847523,0.0,0.5298039506450513,0.2,0.2864153121946891,0.2354948017455734,0.15625,0.3318645635367633,0.0952380952380952,0.5370861873667794,0.7595221058903062,0.0,0.4273234789305887,0.2142857142857142,0.2969541428944458,0.2294302738166972,0.2383446169057157,0.851500327102978,0.3076923076923077,0.1421962043018225,0.6384756281143995,0.0507460170277332,0.938186363250434,0.3998452115348788
10662.0,0.5220501495113458,0.2899474739692199,0.270458543206199,0.3748143029604689,0.0,0.2918150317733545,0.5272727272727272,0.3883697308278307,0.0,0.3021725174763623,0.0,0.3807415605976753,0.3880053722090789,0.1875,0.3836417295997604,0.0,0.4142767590152207,0.0,0.0,0.2927307423995507,0.5357142857142857,0.5182227250949122,0.2254803508067217,0.0835159644369751,0.8928253599919629,0.0,0.0,0.8175577299635948,0.2377139003624715,0.938186363250434,0.3235681142577353
11293.0,0.1648506005801637,0.5176560558828123,0.0861547304605082,0.5088306925955529,0.1408380915520571,0.5980938631260734,0.0545454545454545,0.2734890807516504,0.0,0.5993400475099825,0.0,0.1965164710336995,0.1012129069852306,0.15625,0.173280403849284,0.0476190476190476,0.580828896363736,0.7809123975112747,0.0,0.3935269521882202,0.2142857142857142,0.4595665055979527,0.0862288277431882,0.0400619993911035,0.7114046217000491,0.0,0.184392408603645,0.3891409464189667,0.0405883840512517,0.938186363250434,0.3877980522159869
11352.0,0.1968251810371311,0.2623311457579286,0.1413806282148959,0.0714143466403742,0.005590791886883,0.6807558424627516,0.1999999999999999,0.398935055865921,0.0,0.3211920082156152,0.2,0.4892530420108357,0.2443746381321455,0.15625,0.5026089574555637,0.0476190476190476,0.1390974168747108,0.0,0.0,0.0843442202855662,0.1071428571428571,0.3996815565404308,0.145276829349937,0.1478932652571513,0.5266531013662972,0.3846153846153846,0.0742021687892592,0.1937128416108281,0.0574896737756048,0.938186363250434,0.0681619189812265
12456.0,0.3776825119304382,0.344727821541715,0.1071453539718728,0.4875679006292874,0.3110884322424105,0.4621716237456214,0.0,0.4315642458100552,0.0625,0.3828459008521403,0.0,0.2697841726618708,0.1395275859834024,0.125,0.3215019544725453,0.0,0.6927231872756359,0.0,0.25,0.5025032035492845,0.1607142857142857,0.4001471926375531,0.1255941621476868,0.2133222070630436,0.6503079746022199,0.0,0.3770726588778182,0.3360346607634504,0.0151310798280367,0.938186363250434,0.4314545191387552
14710.0,0.3719792352740905,0.141172556909717,0.355568771785548,0.3251318362940686,0.0486911159173292,0.1646372960743211,0.2545454545454545,0.3176739461655661,0.0,0.2483068768017461,0.1,0.2740379125271215,0.4566878677801594,0.25,0.4661882040359825,0.0,0.4228929281219062,0.0,0.0,0.3144027713855726,0.4464285714285714,0.550545998019477,0.1963580370891084,0.0703000647613759,0.9132716665747718,0.1538461538461538,0.0,0.7062778562648901,0.1748293011885694,0.1609349324508739,0.2762450797921951
15478.0,0.2429008890195693,0.6297516944815078,0.0561772823773239,0.6451165198348698,0.0588677498677681,0.6635924427612513,0.0363636363636363,0.2198109153416414,0.0,0.5159365416749336,0.0,0.2553956834532379,0.1096426785400501,0.15625,0.245838046752736,0.0952380952380952,0.6365973324527547,0.7438797167243218,0.125,0.4486173294919455,0.1071428571428571,0.7818711534808902,0.0546294436633864,0.585293078228605,0.717007816856525,0.0,0.119268863179641,0.4266023579808856,0.0207367444997049,0.938186363250434,0.6316839978782688
16955.0,0.5658099689580539,0.247344671396056,0.2465640533900775,0.5277343388283146,0.6700875238857323,0.0305244159485446,0.3272727272727272,0.5250851082402246,0.5,0.6342702938997092,0.1,0.3691487061922778,0.5417947567581837,0.53125,0.4946860303866027,0.4285714285714285,0.6775182996820088,0.0,0.5,0.490777350353241,0.0714285714285714,0.4982443865810785,0.6321215772912905,0.1005787892862704,0.8170399236811767,0.2307692307692307,0.8000000000000007,0.3863622563260496,0.1322599679676304,0.8312910370885922,0.3912758581661584
17201.0,0.3614593173310483,0.1289202153055793,0.3730207358590692,0.3328661105504951,0.0486911159173292,0.2994365200754617,0.2181818181818181,0.454376163873369,0.0,0.1664314726127127,0.1,0.4957100985877957,0.4520329331226406,0.25,0.5417181302937347,0.0,0.3778483591084107,0.0,0.0,0.3187237966696072,0.3392857142857142,0.5671377074232336,0.1624824261899989,0.1331948709748211,0.8328581520292273,0.1538461538461538,0.0,0.7254785860730514,0.101154851218073,0.1609349324508739,0.2719797881832554
18283.0,0.5604664813619861,0.2367063022740214,0.2115601625960611,0.6040703427495048,0.296173138338986,0.227489024285312,0.5636363636363636,0.4686412986191615,0.25,0.6790175408208688,0.1,0.3957603148250629,0.533539156753121,0.625,0.4870111789653754,0.0952380952380952,0.6556139003846111,0.0,0.25,0.5143414823057851,0.0714285714285714,0.473249895287709,0.5148289482493144,0.1252633822549161,0.8396512456275413,0.2307692307692307,0.1999999999999999,0.5126277914773087,0.1353367613588468,0.8848244826667403,0.4066692532495119
19103.0,0.676590519872838,0.4099425124491698,0.1521153481198054,0.5722090377852026,0.5960632582995675,0.0593925824836784,0.5272727272727272,0.4407531997832066,0.4375,0.8599656087202566,0.1,0.3443317141158872,0.672998943058167,0.6875,0.4462807352551265,0.1904761904761904,0.7274721556784027,0.0,0.4375,0.5095892991077534,0.0714285714285714,0.471140112520248,0.7007431211086562,0.0237024164789082,0.8792252072326674,0.2307692307692307,0.5999999999999994,0.472084744366622,0.3148866222709264,0.9306910092773544,0.4066891948881978
