cid,JGI4,ChiA_B(e),GATS7m,MATS1i,SpMAD_EA(ri)
36431.0,0.4053571428571437,0.33063922998388,0.4270035491455271,0.6627407041485421,0.6449544120310584
36462.0,0.4089023109243703,0.3129036828130531,0.4030334556267539,0.6130558531289354,0.653741049587957
38777.0,0.2995073891625621,0.2641517833786992,0.366785199048496,0.6030552136168834,0.4320313472663426
40586.0,0.3271008403361348,0.3073901653881741,0.3632567517767721,0.554799806321238,0.5776556538136481
41946.0,0.23448275862069,0.4598109862903299,0.0390598910049663,0.5780484608827245,0.4752074729366273
42640.0,0.3826923076923081,0.4049453032894754,0.4067621664111926,0.5852393433211023,0.5409188110745138
43795.0,0.4444846292947558,0.1704087097271824,0.3832373671605377,0.684613993921674,0.621921405647329
47508.0,0.2357142857142864,0.2272189265165844,0.3077340685149301,0.7073314567029162,0.6241351640997492
47522.0,0.2500000000000009,0.4321844890898831,0.0550185638230777,0.5125588402592611,0.5837561894296499
52167.0,0.2080000000000003,0.5375259651209094,0.0464020767812673,0.4787964319314881,0.402851272287041
54368.0,0.314642857142858,0.1782872337720289,0.2877346972991767,0.5901709146469336,0.615349228448896
60149.0,0.4492063492063496,0.4735016709668547,0.3460742418198279,0.6768221637076469,0.6643961716692832
60699.0,0.3425781250000005,0.5346344929035403,0.0373190542284213,0.5961297442962868,0.5378614145572045
62770.0,0.3182247899159672,0.6854077391761071,0.0900168499067661,0.6225579482880089,0.5079776975132906
63118.0,0.2982142857142866,0.3314029746844267,0.3840518450536566,0.5344141685946779,0.5895421407631551
64983.0,0.3719211822660104,0.3231531791004127,0.7957044396456445,0.580957082780653,0.2402006277071446
65237.0,0.3785714285714292,0.2094685579056783,0.5041090919326902,0.6317066505289108,0.7794993410005069
66541.0,0.460483870967742,0.3461780883326359,0.3991161319086764,0.7053080028833995,0.6518176794206094
67277.0,0.2516399416909621,0.2428563404786712,0.1119633836190542,0.5440447665176137,0.5419010805319409
68094.0,0.2675324675324682,0.218210620059204,0.3656469286741309,0.6861420191982331,0.6444834086721913
70848.0,0.2586904761904768,0.2074603590527894,0.5805492202347938,0.6619773964854929,0.4367556917792505
71821.0,0.3680851063829792,0.1743182804102669,0.5095598922397795,0.644924881332414,0.6052660264980791
72402.0,0.4984126984126977,0.2005795050039371,0.3434274277710881,0.7625456152102748,0.7074405285508782
72438.0,0.2294285714285716,0.2379408552608812,0.2541924936917259,0.7084163650039311,0.5727368656765064
72512.0,0.3512450851900396,0.2846666819933499,0.4248844621015971,0.5086319926439209,0.5940866943334853
72699.0,0.316172506738544,0.2669552082008888,0.4735350206285776,0.4570822340013373,0.5546571617622078
72810.0,0.487187500000001,0.2074688557279955,0.4876145767355441,0.6745923712413485,0.8156720653998875
72908.0,0.2673571428571437,0.332707765863486,0.2910508778486931,0.4295418553929848,0.5605934806296182
73427.0,0.2213010204081638,0.2293720311481966,0.6298800510868798,0.6097210638083462,0.5872925636576505
73549.0,0.2228571428571429,0.1911050334772008,0.3198870510235486,0.7604652865672284,0.5891318950939706
76357.0,0.2391409266409267,0.2745300304489593,0.4469749947819452,0.6252509648100462,0.5725396363261712
77917.0,0.4000000000000004,0.144106699913332,0.4833670884475646,0.7093922708508968,0.6268792524003395
78379.0,0.1823412698412706,0.4441619025218686,0.4050304839665761,0.5164253859587586,0.3798700542300985
79858.0,0.4881336405529954,0.3466859437825151,0.3894857607990756,0.7551824383912177,0.6981286338068156
82498.0,0.3247104247104252,0.2377462142375095,0.0496285124151187,0.539383745837995,0.5293815215979856
83851.0,0.3310000000000009,0.3132944171501131,0.4891899411016717,0.5567893730483311,0.6458762564709009
87372.0,0.3793367346938784,0.3734034783199313,0.233106008350003,0.6755997089804248,0.5880684728875543
91378.0,0.4000000000000004,0.267925168264385,0.5594800301616909,0.513366732621962,0.363305511992968
91467.0,0.218831168831169,0.2131759712042003,0.497788530789252,0.6702099713665928,0.5757385864768225
91754.0,0.366666666666667,0.3264463376264812,0.3779080222271274,0.5147187765485526,0.3705796501061158
93149.0,0.242063492063492,0.2856411377116319,0.469185125599185,0.5107086590643639,0.5040115965835028
93572.0,0.2976190476190479,0.370790300437394,0.477858325280287,0.5528877918869092,0.4291385183452538
96015.0,0.2978021978021982,0.2273251527610331,0.2839181930251099,0.5830684136136869,0.4983956182322209
97662.0,0.3306722689075637,0.258248072516722,0.4799075414140623,0.5405144160348082,0.3888094283172538
97976.0,0.2379152823920265,0.1338048128862179,0.5595520115770842,0.6272296283460318,0.4225285765135487
98614.0,0.4051428571428573,0.3461419567928216,0.3865851593480085,0.5113874014928088,0.3983818412173994
99927.0,0.4311293436293438,0.2217681135505813,0.4273934980552978,0.5578043841917286,0.5480224620037402
99938.0,0.1485714285714285,0.8980011905931957,0.0839995022636488,0.5585335401169087,0.2235491802945577
100158.0,0.4457908163265307,0.2116597932676458,0.2831810025525238,0.5287377843369491,0.5637310852915491
101486.0,0.3037202380952382,0.3928419374576508,0.4223997365736223,0.5279026055612407,0.4234514973035477
104830.0,0.4387537993920976,0.1569315191900884,0.4479302052822381,0.5898935280956068,0.6248274699954384
107346.0,0.1827586206896555,0.68726669570191,0.3136754058161718,0.5644059364955165,0.3013429340798104
108144.0,0.3701785714285718,0.4726541321462814,0.0353709009043513,0.5912788512822307,0.5739144214436456
108155.0,0.3233082706766922,0.3070744619471779,0.4146745313878427,0.5511201941039013,0.5617679010924155
122723.0,0.3250000000000002,0.4614853475164051,0.1469118609973586,0.5631249369546785,0.5278727940582981
122815.0,0.2971428571428571,0.2470082889918949,0.3746119276079058,0.8813003841364776,0.5941304007877939
124496.0,0.3969246031746042,0.1325918022771723,0.4177467252345501,0.7195519708496796,0.7187897593458161
125322.0,0.3605158730158736,0.605430591838203,0.0396335036767787,0.4772940610739871,0.5151831046328668
126941.0,0.2662442396313366,0.3558179479915435,0.4726731879989798,0.5881285477111454,0.3558598190032316
131182.0,0.302472527472528,0.1722722754347008,0.3025753298103106,0.5400538508897917,0.6290029064609541
131673.0,0.4077922077922081,0.2870625349600741,0.4905808069983249,0.6644017500809978,0.5673098605022533
137226.0,0.3507142857142862,0.3179496735295237,0.4381831636225364,0.549687990018949,0.3871032847883571
138252.0,0.312117346938776,0.2397787975897318,0.5780976125800901,0.8180263851567802,0.5229525707795006
140230.0,0.3725840336134455,0.2120803727356675,0.3176097995120377,0.5902101133603742,0.6706345323573664
145758.0,0.1952380952380952,0.4241445356752655,0.1186694528914922,0.5621412291664855,0.4733763336272343
146600.0,0.1824175824175823,0.8636937868728327,0.077145943692391,0.5465060059305918,0.2298438942953846
148471.0,0.3171316964285718,0.2847340055835965,0.2226447349270202,0.5243468815330127,0.4063911770118329
148673.0,0.1981566820276496,0.3778846288516408,0.3286594476793639,0.5394970044475986,0.3172911885004184
148870.0,0.2566233766233766,0.2330927928260928,0.3036354234093857,0.68123620120652,0.5864395482729972
149800.0,0.3094470046082955,0.5586234924087186,0.4058498995240094,0.5360560279530322,0.3757573875363702
150655.0,0.3425781250000005,0.6426094628029584,0.0831129537198608,0.619762429002634,0.5378614145572045
151582.0,0.3922413793103455,0.1830976639302659,0.3296952583598133,0.5039154522173279,0.5441975830744274
152086.0,0.4449878246753249,0.2359899959034872,0.4558871988812958,0.5847472017536363,0.6087454849361644
156816.0,0.5100000000000006,0.4053006424716412,0.3290535045447794,0.6978168417777522,0.6838397039578212
159917.0,0.3564540816326537,0.3379332460850004,0.4018192017106013,0.6056365226756513,0.5934653201542868
160386.0,0.536607142857143,0.232128997631039,0.422905030836255,0.6609867539410375,0.7441074668711098
164754.0,0.4311293436293438,0.2295702765621445,0.4458961014855154,0.5955879674145754,0.4890722116555008
167666.0,0.2594285714285715,0.4056165020810316,0.4154500032395389,0.7315836039102079,0.4944055979147359
170158.0,0.31947004608295,0.2120134965134545,0.5503967779548607,0.5255002001364877,0.5755210113289433
174343.0,0.4778316326530621,0.3098103268175793,0.4259354871326901,0.581714670199533,0.6564074625336107
174572.0,0.3547619047619047,0.2604986200204284,0.4445216649492881,0.6053116736910183,0.4965821231248228
175533.0,0.5254008746355683,0.2151565631044496,0.4187455590213329,0.6617819829804932,0.7391117990370488
179617.0,0.3254658385093173,0.5101970274880139,0.4178938568086833,0.605895863031375,0.5494838617447115
181390.0,0.4016001855287577,0.3498532597531429,0.4275683424165257,0.6366275122012529,0.5877298412104817
182785.0,0.3882779349363514,0.3315170276657917,0.4157209163510146,0.5777246058919877,0.597696511516574
182791.0,0.544419642857143,0.1702608875488138,0.3240582105466377,0.5785495075980429,0.7701519638943037
185146.0,0.3517857142857147,0.4136623286782179,0.3282571775955431,0.7802835180855385,0.261404278977758
188323.0,0.5453416149068335,0.3231929098847401,0.499017441381091,0.727283173251728,0.5315135048935211
188677.0,0.323782467532468,0.2209129129729889,0.426318521527103,0.5508273542506195,0.7643558669204804
198909.0,0.5512605042016812,0.1619921786840792,0.5158372268942739,0.670061007231173,0.7314116551501768
201764.0,0.3300324675324675,0.5615527550110255,0.0895324725587753,0.624164717053815,0.5127500918364238
206388.0,0.3217857142857148,0.1549431206626619,0.4842317424169448,0.6759361179266039,0.4686777770081414
218061.0,0.3376130198915008,0.3898784505811923,0.4112796042096416,0.4971070125777008,0.5975687976475843
219563.0,0.4392857142857151,0.1282773229148324,0.6357387548302132,0.5661729625362592,0.7057555782574925
219642.0,0.3512012987012997,0.3055638255205108,0.3308845648102717,0.4270867229017091,0.4751978940490522
221850.0,0.3791666666666661,0.3256504605649053,0.4065295172023522,0.6245839520447009,0.5575487870839426
223708.0,0.5005494505494509,0.1300966503816925,0.6146122792053026,0.8348936481050229,0.7625164031705363
224618.0,0.3355229591836742,0.1056879011349671,0.2841389714885607,0.8334447703067004,0.4968893038946209
225906.0,0.3992857142857144,0.2205746161778812,0.4302150013010523,0.4349384324966923,0.4292338570069631
228297.0,0.395696721311476,0.3392879152786867,0.403315012264726,0.6072711981894411,0.5803898223601625
228424.0,0.1574468085106382,0.3724976376990296,0.2407581359406044,0.5362079468432268,0.4918761154268125
230487.0,0.2731850117096022,0.5297364933338469,0.4042118035778968,0.686434557928239,0.5365634271048236
230508.0,0.2407857142857146,0.2378618920437518,0.3183364657200009,0.5910241128661408,0.4775418814118177
230794.0,0.5323809523809531,0.2263937828277291,0.5036549793486221,0.7493641769311634,0.653366090937455
231422.0,0.3459627329192543,0.2751672702566257,0.4276266026871495,0.5171213532436194,0.5975133195910249
231435.0,0.3758561643835616,0.2962504235499277,0.3982844812677871,0.5968584169980399,0.6161903130405051
232136.0,0.3171428571428575,0.2372958976713892,0.3313632162086621,0.565479657219636,0.52555551745911
232850.0,0.3164491758241763,0.1479351127576706,0.2928657949627544,0.5802230803295336,0.5722532997704413
233768.0,0.4304120879120869,0.3726835682846223,0.4133378911382033,0.6382089348050253,0.625818108087612
233874.0,0.302857142857143,0.3471191751841473,0.4301801562963235,0.6989394058363512,0.4538160121687347
234265.0,0.4399899396378275,0.4510783207543123,0.405445651787489,0.5968233509430846,0.6382209162933465
235262.0,0.3330927051671738,0.1236051366141688,0.2918334011947821,0.594141360346413,0.5641766715772625
235292.0,0.2634920634920642,0.241106924074995,0.3396451380520487,0.7421539410400381,0.5449385458644045
237305.0,0.5405172413793099,0.1814874403646058,0.4447775879210988,0.753685257115285,0.9087348733038834
237586.0,0.2785714285714288,0.2730872588963091,0.3882753900127084,0.4874641887468512,0.4537963994856047
240688.0,0.3273809523809524,0.3198619693561264,0.4550105834991732,0.719356468956061,0.5889101060385102
240739.0,0.265041208791209,0.3288010328363637,0.3672357813363708,0.8079986031658024,0.3812350772343968
240980.0,0.2035714285714285,0.8430257889625588,0.0736997235777115,0.5392821789157056,0.2207855043950197
241689.0,0.2714285714285721,0.4510059432110664,0.049889547779995,0.4305942033179013,0.3480454445816114
243725.0,0.2287244897959183,0.4805479223375273,0.4545577209206219,0.5109452057773244,0.231403907224422
244087.0,0.3565476190476192,0.389552229929925,0.3657448967130223,0.6642324801621675,0.5408764990905524
244159.0,0.2885368663594477,0.4590988014045787,0.3120771259919076,0.4511265491616825,0.4516023656465004
245940.0,0.2240601503759403,0.3839290539122793,0.4711546586317297,0.6678295011831247,0.3701030918906651
247955.0,0.2394531249999999,0.2935986617778696,0.5299559018832944,0.7117743244023144,0.3640364158922122
252116.0,0.2977443609022564,0.3516916369522183,0.2692245099872934,0.5929844021153718,0.4384704436834812
252247.0,0.3265306122448985,0.3134124789487265,0.6313861788962792,0.631212061518601,0.4350780370415017
253602.0,0.4092602040816335,0.3354986165743931,0.5098674667939411,0.590867767432314,0.6526404419555649
254021.0,0.4328125000000008,0.2628677703963977,0.1868774626352349,0.6032205964649027,0.5283459342395087
254722.0,0.2509236453201976,0.3082439979518061,0.2333952390669673,0.6041074331650456,0.4691882133215408
255761.0,0.3519917582417584,0.3211628296649769,0.4718833066235735,0.6661363476542458,0.5718473312047414
255762.0,0.4690281030444971,0.3259562352301812,0.4296971517717869,0.7509689123627201,0.7689669507226555
256444.0,0.4215029761904763,0.3171814319579638,0.411464702715114,0.5902503286191682,0.6153236294732798
257278.0,0.262111801242236,0.2195639930741078,0.4656136244335178,0.659137414860482,0.4870223283433272
260168.0,0.6596638655462193,0.2088064370641471,0.6206797125803706,0.1454856163364177,0.5382760322874942
260743.0,1.0,0.4370979217639097,0.0,0.7144003448860698,0.2337176679005392
260976.0,0.4006887755102039,0.3354986165743931,0.462923399229287,0.590867767432314,0.6532762960139809
261711.0,0.2842857142857147,0.304255145381596,0.4630333688327665,0.7208203238948456,0.6178977167376005
262093.0,0.2068558673469391,0.3172214377204567,0.1316640438362583,0.5274964602358807,0.4709665241899841
262537.0,0.2875000000000001,0.2487336521026661,0.070231399916409,0.5231613433249813,0.4912717749424145
263261.0,0.2517857142857144,0.4484431891665452,0.0484491881301917,0.4713882380412228,0.4815162127040016
263609.0,0.3832142857142866,0.6489360464150677,0.0393355966641259,0.4515046900998853,0.4799367293262491
263866.0,0.2110221674876849,0.374750349348607,0.420847470931826,0.6621460153633937,0.3998258333600719
264160.0,0.5565137987012992,0.2405319026445798,0.4828378605573659,0.7165439451194123,0.7936376383949528
264201.0,0.3687651331719133,0.3703803642348879,0.315435292792195,0.5294610782025566,0.3888088219537238
264732.0,0.3828571428571431,0.2241231774669398,0.4076950245341528,0.6660244029756999,0.5207442409035443
265001.0,0.487605042016807,0.3723551892938608,0.4177037570348956,0.7332853485656115,0.7850718842951019
265037.0,0.3694155844155856,0.0956898112802386,0.4261597042914452,0.6382757569792026,0.4897005517763384
265439.0,0.4754797441364614,0.1098538880862975,0.6932116417518926,0.5344393467017241,0.532373974078256
265898.0,0.4321428571428574,0.4153779029086855,0.4158344169795428,0.700091753827753,0.6815992131781288
265940.0,0.3695557491289205,0.2653746449965601,0.3709493310467641,0.5985280076012881,0.5392127806026172
266923.0,0.4220982142857132,0.3621786912547473,0.4096285970483004,0.6450076025070814,0.622177584333647
266926.0,0.2750871080139376,0.2466845745476473,0.5912469794388093,0.7784126699455818,0.5656250462296173
268748.0,0.3445378151260508,0.5578455952673589,0.49095909853935,0.78191260766491,0.0948543098673577
268760.0,0.3834101382488482,0.1809719750152054,0.4770093183308171,0.6391956171497744,0.6357207307585928
268761.0,0.3748214285714292,0.2039248833423936,0.4612046158570905,0.6261121070739507,0.631915566670314
268762.0,0.3680714285714291,0.2799347825359484,0.4072404652937713,0.3802940907944785,0.5598104318844102
268975.0,0.3340306122448987,0.2109796314560519,0.5599879424888842,0.5820060036598022,0.4353432303939044
269869.0,0.3018272425249171,0.2267993201811822,0.6004604238694937,0.7932082312826358,0.560764629797057
270861.0,0.3056318681318684,0.2727172778812385,0.0638357818702473,0.5433502091902105,0.4965728437297296
272334.0,0.3510017421602794,0.2617660087906195,0.0659793596950772,0.5470889980476492,0.5198767282438999
274159.0,0.3171428571428575,0.3060875380474086,0.0377387600655621,0.4997555258069439,0.5285192606296718
275684.0,0.3602040816326538,0.0987797968567334,0.3997830717266721,0.6753371763090634,0.6402302761690812
275781.0,0.3214285714285723,0.595431653111262,0.4823135043531508,0.7709446674686393,0.0930539236620222
276294.0,0.3260714285714287,0.3023073826226827,0.5127802777506135,0.6617044648617779,0.4864312133072426
277067.0,0.3469924812030081,0.3098209386003723,0.4496776903803383,0.6592000260236095,0.5523356427397021
277475.0,0.328571428571429,0.1541706140528265,0.3910798172240494,0.7593290132159158,0.5123664287108611
279596.0,0.2679300291545189,0.193654462202355,0.2897650280794749,0.578923211010964,0.6068308650794334
279924.0,0.4328869047619054,0.4562816737657642,0.3898511697524275,0.5968233509430846,0.6212274448952617
280101.0,0.2512605042016809,0.3338355146126415,0.4868336813566555,0.7623743307198672,0.4510645759445011
280522.0,0.3173469387755103,0.2305219820877346,0.4251315526494849,0.7344169317909517,0.5565922220677506
280899.0,0.4757812500000006,0.1659872055185789,0.4466113221387316,0.6162083054884421,0.6574985156867537
282415.0,0.3480357142857145,0.1392235646573856,0.3707762551541248,0.475830139320229,0.6778652285027746
283138.0,0.2845238095238099,0.366351417275796,0.4252448513355825,0.7136056854107082,0.5715250391547371
284638.0,0.3834101382488482,0.1809719750152054,0.4770093183308171,0.6391956171497744,0.6357207307585928
284708.0,0.2909937888198767,0.3437408568846014,0.4386045556028744,0.5779914634088792,0.5384682479196226
284995.0,0.3838095238095244,0.1740993497910521,0.1013258147237074,0.7494493928760353,0.6204383569050389
285026.0,0.4529974489795919,0.4506582987087992,0.3747591538432326,0.5895887090454776,0.6581093790691903
285027.0,0.3457046332046339,0.1579205162749528,0.4315571111018902,0.5036952038633398,0.6392252710073869
285249.0,0.2835801393728228,0.1226545757864601,0.2704259770064828,0.6345392166670905,0.5995522122649413
285758.0,0.3878881987577643,0.1569588793036245,0.4130357293198314,0.7031691633289812,0.606876718976249
285812.0,0.4191820276497705,0.0593192436957763,0.0311338778111817,0.5857552130249536,0.7182577055283241
286034.0,0.3274350649350656,0.1840723340449925,0.1516060521846387,0.5682471160439362,0.6000543442249957
286326.0,0.4089023109243703,0.3207175025972035,0.4822599193823659,0.615603236220715,0.7089667088187648
286354.0,0.3043956043956048,0.3817727027988953,0.0500630131617539,0.4902282803278927,0.4257130006141496
286440.0,0.3031746031746034,0.2637356744911465,0.0351742391160993,0.4934617005387077,0.5524664030830428
286483.0,0.3007518796992486,0.6286647380991348,0.4917319237373752,0.7617221167697161,0.1032232775437473
288047.0,0.4482142857142863,0.405897616862116,0.3589140315237679,0.6034872578938222,0.6783879765737169
288101.0,0.2931919642857146,0.227158831826697,0.1084289540564622,0.5280652451667603,0.591404100437928
288282.0,0.3453571428571429,0.1690939071380017,0.4122871210985273,0.7291330067607972,0.6107606983435789
288336.0,0.3204081632653071,0.354528927681994,0.3651008551914292,0.6718858226253538,0.3110680939386769
288760.0,0.3461538461538465,0.283898163306941,0.469199853402391,0.6264463702014951,0.5553381082231028
289159.0,0.2250000000000007,0.4407739209785055,0.3508799670015731,0.4961627439269277,0.3981210175709311
291128.0,0.2991709183673474,0.2340500109026924,0.3622214031270825,0.5488926147578402,0.6597367952285924
291920.0,0.4766917293233088,0.1426434920291255,0.2039964772167301,0.8233204681666546,0.6014295870538531
292444.0,0.6807142857142864,0.196063315075849,0.6619419095216394,0.200309604698211,0.5859221654021503
294349.0,0.4480897009966785,0.242563623431244,0.3800704950243408,0.4363891407453809,0.6432359515109178
295538.0,0.418005952380953,0.3499077923456357,0.206074919609921,0.6765518989679148,0.5383024305659987
296527.0,0.3231527093596066,0.3702149156092198,0.4805344172348807,0.5999392678815927,0.520898403252823
297252.0,0.3966165413533844,0.2349566974997983,0.400910577149512,0.5438745649891368,0.5867376033300933
297268.0,0.4483630952380965,0.2672010552070589,0.2506159970847134,0.6352941505690402,0.6843898256819378
299645.0,0.3269132653061227,0.1870073496413757,0.4162389444525447,0.5550965034048803,0.2888921141944172
300567.0,0.3205952380952381,0.1685864922023463,0.2874164923503819,0.5591782581395188,0.5560673590149348
302560.0,0.3650862068965523,0.0854080713579952,0.3983862806010977,0.6390621433346876,0.4469689840940813
303610.0,0.3114010989010992,0.1930212190716558,0.4091937599494866,0.5122345460609659,0.5981019403145473
308437.0,0.3210459183673473,0.3817444407336419,0.1048942758819936,0.4799617895454433,0.4433163568034444
309417.0,0.22,0.2591429754466365,0.4451664111440256,0.4572674145289298,0.5269612977134264
310860.0,0.2995073891625621,0.2530719446838856,0.4491930845186571,0.5800463466275185,0.3962253840959753
310867.0,0.3019756838905783,0.228972191343753,0.104895276317425,0.5615698836926288,0.664553759341036
310900.0,0.2967719780219784,0.1583394641424198,0.1604428417313483,0.6267612735820237,0.7049829065918787
313562.0,0.2598214285714292,0.4349390340150827,0.3073864998636311,0.544828718104018,0.418166800092989
313582.0,0.3162790697674428,0.2506964653887142,0.0707535800453341,0.5231613433249813,0.4913983671706026
313619.0,0.3719537815126059,0.2200703467692064,0.4442151446760847,0.520055360235282,0.4681864274041549
314146.0,0.2785714285714288,0.306206678297114,0.0380455176472383,0.4997555258069439,0.531807832532706
315391.0,0.4221198156682039,0.4767094105060852,0.0349922312760844,0.4991619091373037,0.5550097480045384
316507.0,0.4330790568654641,0.4213062319861005,0.3826238564568202,0.6250846011316507,0.647731300860726
321946.0,0.5638655462184883,0.1391672689290688,0.5255379270800514,0.7599933433283558,0.6074805860804027
324294.0,0.2205927051671733,0.2670130700388125,0.3275758954481689,0.5157592747671849,0.4688005708377978
325517.0,0.608695652173914,0.1151044522646871,0.1626679971080376,0.7607800072339459,0.6279891880595612
327044.0,0.5050000000000007,0.1540908863449521,0.3840156620494778,0.6861724537282163,0.6907980990355904
327045.0,0.2247448979591837,0.2368195937388648,0.3010988093265587,0.6405362967924986,0.6131710785550792
