Method,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression
Model,Model 1,Model 1,Model 2,Model 2,Model 3,Model 3,Model 4,Model 4
Values,Mean,Se,Mean,Se,Mean,Se,Mean,Se
Accuracy_test,0.6578110872793269,0.001103343723140297,0.6742112852664576,0.000699270247366498,0.6749010064345816,0.0005495604112350175,0.6750282131661441,0.0005676188077709546
Accuracy_train,0.6926565770709591,0.00039568072855994103,0.677808065161107,0.00010086281648995468,0.6769080257425791,7.858248621966776e-05,0.6767768581478668,7.238883879773957e-05
F1 Score,0.1240383397358988,0.003381749054720973,0.07672307001863186,0.0024716674431148064,0.056606333590536295,0.002118664859531441,0.05603986578687401,0.0021385262054994187
Precision,0.39077277143003436,0.007851134396015728,0.5510770171595653,0.014654608091613591,0.5933383838383838,0.01728667451065757,0.598056152181152,0.018198406446315697
Recall,0.07442326580724369,0.0022633993793899944,0.04139686924493554,0.0013771013891111079,0.029829343155310002,0.0011415839473025951,0.02949723756906077,0.0011473813782001967
Roc_auc,0.5039774995214862,0.00240249355587401,0.5457153813158261,0.0024380446449399082,0.5469645828957916,0.0024097294610730697,0.5506140667887939,0.002380051859221957
