,coef
CATS2D_07_PL,-0.017400257643803783
CATS2D_05_LL,0.007162989834096992
CATS2D_08_LL,0.012904582198576256
CATS2D_09_LL,-0.0038585637422779676
SHED_DL,0.005056345081661845
SHED_AP,0.0007961218198184522
SHED_AL,0.006477844406081158
SHED_PL,-0.0016490488728732255
SHED_NL,0.005624368522948382
SHED_LL,0.0005699220688542705
T(N..N),0.0012777997282967047
T(N..O),-0.001012186097925318
T(N..S),0.00020871764133560802
T(N..P),0.003075099032345865
T(N..F),-0.0008047565414050878
T(N..Cl),-0.0006150032342886588
T(N..Br),0.0063438238130917686
T(O..O),-0.0002820894611823553
T(O..S),-0.0041313530749707604
T(O..P),0.0009861687335061414
T(O..F),0.0008584385302059964
T(O..Cl),-0.0005696009494039428
T(O..I),0.0009666928644748232
T(S..S),-0.013137823534079147
T(S..F),-0.001563620468360219
T(S..Cl),-0.00095525528603629
T(F..F),0.0039080988330054195
F02[C-C],0.0006654291666565069
F02[C-N],-0.00195728977832421
F03[C-C],-0.0015327338386266738
F03[C-N],0.02286549725569205
F03[C-O],0.0008279956771009239
F03[N-N],-0.006483559369318574
F04[C-O],0.004256523711727903
F04[N-O],0.02487988005175755
F05[C-N],-0.006314771672280974
F05[C-O],0.0014829102630213292
F05[C-S],-0.007688411163872349
F06[C-C],-0.0003139647099693438
F06[C-N],0.00292453376661225
F06[C-O],0.01831630916277901
F07[C-N],-0.008245913258212246
F07[C-O],0.004655400606567695
F08[C-C],-0.01683050060424547
F09[C-C],0.020088340244848853
F09[C-N],-0.0027975228586211934
F09[C-O],-0.007352883357125278
F09[N-P],0.03563644854874565
F10[C-C],0.004840201864691986
F10[C-N],0.0010522881524379349
F10[C-O],-0.00024379468919541496
F10[C-S],0.024755094120731985
TPSA(NO),-0.0012489439907625761
SAacc,-0.0039241901711116
SAdon,0.0018311956209596776
Vx,-5.23120783492749e-05
ringChiralCenter,0.01201375045437564
maxDistfromCC,0.024889149667105977
nLevel4,-0.019461246398918466
nLevel6,-0.005499436752042945
nLevel10,0.002070800577713647
phLevel3,0.08754683655227354
arLevel3,0.03528583849389902
s3_size,-0.005047866421041329
s4_size,0.005054685288873216
s3_pathLength,-0.005462787257603915
s4_pathLength,0.0015437777236444255
s3_numSharedNeighbors,-0.005680589421951802
s3_numAroBonds,0.00700668420293969
s4_numAroBonds,0.00011246379340294706
s34_phSize,-0.024000215196672753
chiralPhMoment,-0.010850793863231045
