cid,GATS5m,GATS8p,MATS7i,nCt,nRCOOR
60167463,0.5111512131942217,0.2969849641783653,0.4042475037704439,0.0,0.0
11495737,0.4840764968822961,0.3329009196315646,0.5737980942036682,0.0,0.0
51041062,0.5392042565750026,0.3006553276450696,0.512243270845374,0.0,0.0
145982558,0.5788009523888422,0.2996712164783356,0.6190182509493682,0.0,0.0
16072395,0.6311453540448161,0.3886649535693004,0.1803188145085942,0.1428571428571428,0.0
511675,0.4973218197654201,0.3215814231816064,0.6108460201803121,0.0,0.0
5271151,0.3968010300506834,0.2959365849927939,0.5958766443585641,0.0,0.0
60613,0.6439960629449746,0.2768602620055705,0.554052818542703,0.0,0.0
145959823,0.5441432641118242,0.2666442266666309,0.3755847870741491,0.0,0.0
51040642,0.5766345063025895,0.3210653088218695,0.417732909959596,0.0,0.0
25257681,0.6916653168829496,0.2755846670302996,0.5681820177479103,0.1428571428571428,0.0
137656288,0.7555685247933317,0.4515213515137202,0.8013240116534995,0.1428571428571428,0.25
11647092,0.4880264557914026,0.3381307450315421,0.5702586820498283,0.0,0.0
493477,0.4856777802874013,0.3294856321166071,0.5942767945283848,0.0,0.0
51357423,0.5627323188665546,0.2721487282398837,0.511149998467554,0.1428571428571428,0.25
9979184,0.4926836914726843,0.4114232979314775,0.5585745013398196,0.0,0.0
493476,0.5139586652314906,0.3303816279504791,0.5934952427302393,0.0,0.0
492115,0.5083572009126697,0.3292653096050744,0.5943448901792578,0.0,0.0
51356862,0.6174728809197237,0.2876079633942979,0.5179249318726858,0.2857142857142857,0.25
51357968,0.5941628598894411,0.3249097904445195,0.6551716757766273,0.1428571428571428,0.25
493473,0.5101969514762776,0.3310394349272575,0.5945867473844059,0.0,0.0
513140,0.5273798378242385,0.3258109256463572,0.5939146305998058,0.0,0.0
493481,0.4987877232812098,0.3541725193435049,0.6214424171022044,0.0,0.0
45102702,0.4888780703837955,0.337916412007082,0.5706822795986857,0.0,0.0
9870496,0.5726137782633404,0.3468636332078106,0.6714475178031689,0.0,0.0
492114,0.5127096132602595,0.3331630239554355,0.594867737215453,0.0,0.0
493482,0.5263247206849119,0.3540952598382606,0.6334724607200731,0.0,0.0
51357146,0.5864229620286394,0.2717449448931279,0.4685203753679556,0.2857142857142857,0.25
513141,0.5217681819047558,0.3248939638970625,0.5721665340467615,0.0,0.0
90662954,0.4982388350662204,0.4206505019411299,0.6065001567233578,0.0,0.0
135972447,0.6166541034053076,0.3235344975220606,0.4477332135298476,0.2857142857142857,0.0
136002157,0.6166541034053076,0.3235344975220606,0.4477332135298476,0.2857142857142857,0.0
15958371,0.5901617428619423,0.3037090017163238,0.6631934373724232,0.0,0.0
493478,0.4156033544723114,0.3216360695129218,0.5933301232639298,0.0,0.0
