cid,Activite,IsomericSMILES,Canonical_smiles
16756530,1,CCCCCCC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)cn1
6479195,1,C1[C@H](O[C@H](O1)CO)N2C=C(C(=O)NC2=O)/C=C/Cl,O=c1[nH]c(=O)n([C@@H]2CO[C@H](CO)O2)cc1/C=C/Cl
454239,1,C1[C@H]2[C@H]([C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C3=CC4=C(C=C23)OCO4,O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@@H]2c2cc3c(cc21)OCO3
25190991,1,CCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)COC(=O)[C@H](C(C)C)NC(=O)[C@@H]5CCCN5C(=O)[C@H](C(C)C)N)O,CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](COC(=O)[C@@H](NC(=O)[C@@H]5CCCN5C(=O)[C@@H](N)C(C)C)C(C)C)O4)c(=O)nc3o2)cc1
137659149,1,CC(C)C(=O)OCOP(=O)(COCCOC1=NC(=NC(=C1)N)N)OCOC(=O)C(C)C,CC(C)C(=O)OCOP(=O)(COCCOc1cc(N)nc(N)n1)OCOC(=O)C(C)C
44378784,1,C1CC1C2=CN(C(=O)NC2=O)[C@H]3CC(C(S3)CO)O,O=c1[nH]c(=O)n([C@H]2CC(O)C(CO)S2)cc1C1CC1
71460121,1,CC(C)(C)C(=O)OCOP(=O)(C/C=C/CN1C=NC2=C1N=C(N=C2OC)N)OCOC(=O)C(C)(C)C,COc1nc(N)nc2c1ncn2C/C=C/CP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C
122192834,1,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CN3C(=O)C=CN(C3=O)CCCCCCOC4=CC=C(C=C4)Br,O=C(Cn1c(=O)ccn(CCCCCCOc2ccc(Br)cc2)c1=O)Nc1ccc(Oc2ccccc2)cc1
65049,1,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
9955646,1,CCOC1=C(C=CC(=C1)NC(=S)NC(C)C2=CC=C(C=C2)F)NC(=O)C3=CC=CC=C3F,CCOc1cc(NC(=S)NC(C)c2ccc(F)cc2)ccc1NC(=O)c1ccccc1F
16756757,1,CCCCCC1=CN=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)nc1
5271138,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1)c1ccc(F)cc1
53248687,1,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)OCCOCCOCCOCCOCCOCCO,Nc1ccn(C[C@@H](CO)OCP(=O)(O)OCCOCCOCCOCCOCCOCCO)c(=O)n1
11253110,1,CC1=CN(C(=O)NC1=O)/C=C\2/CC2(CO)F,Cc1cn(/C=C2/CC2(F)CO)c(=O)[nH]c1=O
44591202,1,C1/C(=C/N2C=CC(NC2=O)N)/C1(CO)F,NC1C=CN(/C=C2/CC2(F)CO)C(=O)N1
11206609,1,C1/C(=C/N2C=CC(=NC2=O)N)/C1(CO)F,Nc1ccn(/C=C2/CC2(F)CO)c(=O)n1
45269251,1,C1C(C1(CN2C=NC3=C2N=C4NC(=CN4C3=O)C5=CC=CO5)CO)CO,O=c1c2ncn(CC3(CO)CC3CO)c2nc2[nH]c(-c3ccco3)cn12
53249145,1,CCOCCOCCOCCOCCOCCOCCOP(=O)(CO[C@@H](CN1C=CC(=NC1=O)N)CO)O,CCOCCOCCOCCOCCOCCOCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
484046,1,C1=CC(=CC=C1CNC(=O)C2=CNC3=C(C2=O)C=C(C=C3)C#CCO)Cl,O=C(NCc1ccc(Cl)cc1)c1c[nH]c2ccc(C#CCO)cc2c1=O
164614303,1,CCCCCCCCCCOC1=CC2=C(C=C1)OC3=CN(C(=O)N=C3N2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCCCCCCOc1ccc2c(c1)Nc1nc(=O)n([C@H]3C[C@H](O)[C@@H](CO)O3)cc1O2
507244,1,C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)C4=CC=C(C=C4)Br)CO)O,O=c1nc2oc(-c3ccc(Br)cc3)cc2cn1[C@H]1C[C@H](O)[C@@H](CO)O1
15958370,1,CCCCCCCCCCCCCCCCOCCCOP(=O)(COCCN1C=NC2=C(N=C(N=C21)N)N)O,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)COCCn1cnc2c(N)nc(N)nc21
45270933,1,C1C(C1(CN2C=NC3=C2N=C4NC(=CN4C3=O)C5=CC=CS5)CO)CO,O=c1c2ncn(CC3(CO)CC3CO)c2nc2[nH]c(-c3cccs3)cn12
16735236,1,C[Si](C)(C)C#CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C[Si](C)(C)C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
145965077,1,CC1=CN(C(=O)NC1=O)C/C=C/C[P@](=O)(N[C@@H](C)C(=O)OCC2=CC=CC=C2)OC3=CC=CC=C3,Cc1cn(C/C=C/C[P@](=O)(N[C@@H](C)C(=O)OCc2ccccc2)Oc2ccccc2)c(=O)[nH]c1=O
134382709,1,CCCCCOC(=O)C[C@@H](C(=O)OCCCCC)NP(=O)(CO[C@H](COC1=NC=CC(=N1)N)CF)OC2=CC=CC=C2,CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)COc1nccc(N)n1)Oc1ccccc1)C(=O)OCCCCC
145972873,1,CC1=CN(C(=O)NC1=O)C/C=C/C[P@@](=O)(N[C@@H](C)C(=O)OCC2=CC=CC=C2)OC3=CC=CC=C3,Cc1cn(C/C=C/C[P@@](=O)(N[C@@H](C)C(=O)OCc2ccccc2)Oc2ccccc2)c(=O)[nH]c1=O
472370,1,C1[C@H]([C@@H]([C@H](O1)CO)CO)N2C=CC(=NC2=O)N,Nc1ccn([C@@H]2CO[C@H](CO)[C@H]2CO)c(=O)n1
5272226,1,CC(C1=CC=C(C=C1)Br)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1)c1ccc(Br)cc1
164616264,1,CCCCCCCCOC1=CC2=C(C=C1)OC3=CN(C(=O)N=C3N2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCCCCOc1ccc2c(c1)Nc1nc(=O)n([C@H]3C[C@H](O)[C@@H](CO)O3)cc1O2
145976238,1,CC1=CN(C(=O)NC1=O)C/C=C/CP(=O)(OCOC(=O)C(C)C)OCOC(=O)C(C)C,Cc1cn(C/C=C/CP(=O)(OCOC(=O)C(C)C)OCOC(=O)C(C)C)c(=O)[nH]c1=O
44378906,1,C/C=C/C1=CN(C(=O)NC1=O)[C@H]2CC(C(S2)CO)O,C/C=C/c1cn([C@H]2CC(O)C(CO)S2)c(=O)[nH]c1=O
493474,1,CCCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCCCCCCc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
22012706,1,CC(C1=CC2=CC=CC=C2O1)NC(=O)NC3=CC(=C(C=C3)NC(=O)C4=CC=CC=C4F)C#N,CC(NC(=O)Nc1ccc(NC(=O)c2ccccc2F)c(C#N)c1)c1cc2ccccc2o1
5272242,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3OC,COc1ccccc1C(=O)Nc1ccc(NC(=S)NC(C)c2ccc(F)cc2)cc1
137291676,1,CCCCCOC(=O)C[C@@H](C(=O)OCCCCC)NP(=O)(CO[C@@H](CN1C=NC2=C1N=C(NC2=O)N)CF)OC3=CC=CC=C3,CCCCCOC(=O)C[C@H](NP(=O)(CO[C@H](CF)Cn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCCCCC
11169170,1,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@H]2[C@H](C([C@@H](O2)N3C=CC(=NC3=O)N)(F)F)O)OC4=CC=CC=C4,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1
493483,1,CCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)cc1
492106,1,C=CCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C=CCCCCCCCCc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
513143,1,C1CCC(C1)COCCCCCCCCCC2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,O=c1nc2oc(CCCCCCCCCOCC3CCCC3)cc2cn1[C@H]1C[C@H](O)[C@@H](CO)O1
90662950,1,CCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3S2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3s2)cc1
10195634,1,CN1C=C(C(=O)C2=C1OC(=C2)CN(C)C[C@H](C3=CC=CC=N3)O)C(=O)NCC4=CC=C(C=C4)Cl,CN(Cc1cc2c(=O)c(C(=O)NCc3ccc(Cl)cc3)cn(C)c2o1)C[C@@H](O)c1ccccn1
16756864,1,CCCC#CC1=NC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCC#Cc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)cn1
5272234,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3F)OC,COc1cc(NC(=S)NC(C)c2ccc(F)cc2)ccc1NC(=O)c1ccccc1F
6474951,1,C1[C@H](O[C@H](O1)CO)N2C=C(C(=O)NC2=O)/C=C/Br,O=c1[nH]c(=O)n([C@@H]2CO[C@H](CO)O2)cc1/C=C/Br
5272232,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3F)C(F)(F)F,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)c(C(F)(F)F)c1)c1ccc(F)cc1
145980504,1,CCCCCOC(=O)C[C@H](C(=O)OCCCCC)NP1(=O)COC(CO1)CN2C=NC3=C(N=CN=C32)N,CCCCCOC(=O)C[C@@H](NP1(=O)COC(Cn2cnc3c(N)ncnc32)CO1)C(=O)OCCCCC
5272222,1,C[C@H](C1=CC=CC=C1)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,C[C@@H](NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1)c1ccccc1
5272233,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=CC(=C(C(=C2)Br)NC(=O)C3=CC=CC=C3F)Br,CC(NC(=S)Nc1cc(Br)c(NC(=O)c2ccccc2F)c(Br)c1)c1ccc(F)cc1
10072152,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,CC(NC(=S)Nc1ccc(NC(=O)c2ccc3ccccc3n2)cc1)c1ccc(F)cc1
10066295,1,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)C(CCl)N=[N+]=[N-],[N-]=[N+]=NC(CCl)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
507243,1,C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)C4=CC=C(C=C4)Cl)CO)O,O=c1nc2oc(-c3ccc(Cl)cc3)cc2cn1[C@H]1C[C@H](O)[C@@H](CO)O1
10185854,1,C1COCCN1CC2=CC3=C4C(=C2)C(=O)C(=CN4C(=C3)COCCO)C(=O)NCC5=CC=C(C=C5)Cl,O=C(NCc1ccc(Cl)cc1)c1cn2c(COCCO)cc3cc(CN4CCOCC4)cc(c1=O)c32
493633,0,C1=CC=C(C=C1)COCN2C3=CC=CC=C3C(=O)NS2(=O)=O,O=C1NS(=O)(=O)N(COCc2ccccc2)c2ccccc21
493628,0,C1=CC=C2C(=C1)C(=O)N(S(=O)(=O)N2)COCCO,O=C1c2ccccc2NS(=O)(=O)N1COCCO
493632,0,CCCOCN1C2=CC=CC=C2C(=O)NS1(=O)=O,CCCOCN1c2ccccc2C(=O)NS1(=O)=O
493627,0,C#CCOCN1C(=O)C2=CC=CC=C2NS1(=O)=O,C#CCOCN1C(=O)c2ccccc2NS1(=O)=O
493636,0,C1=CC=C2C(=C1)C(=O)NS(=O)(=O)N2COCCO,O=C1NS(=O)(=O)N(COCCO)c2ccccc21
466143,0,C#CCOCN1C2=CC=CC=C2C(=O)N(S1(=O)=O)CC3=CC=CC=C3,C#CCOCN1c2ccccc2C(=O)N(Cc2ccccc2)S1(=O)=O
135976849,0,C1C(C=CC(C1O)CO)N2C=NC3=C2N=C(NC3=O)N,Nc1nc2c(ncn2C2C=CC(CO)C(O)C2)c(=O)[nH]1
466142,0,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3N(S2(=O)=O)COCC4=CC=CC=C4,O=C1c2ccccc2N(COCc2ccccc2)S(=O)(=O)N1Cc1ccccc1
44276333,0,C1=C(C(=O)NC(=O)N1C2C(C(C(S2)O)O)O)Cl,O=c1[nH]c(=O)n(C2SC(O)C(O)C2O)cc1Cl
493062,0,CSC1=NC(=CC(=N1)OCCOCP(=O)(O)O)N,CSc1nc(N)cc(OCCOCP(=O)(O)O)n1
493625,0,CC(=O)OCCOCN1C(=O)C2=CC=CC=C2NS1(=O)=O,CC(=O)OCCOCN1C(=O)c2ccccc2NS1(=O)=O
493631,0,CC(=O)OCCOCN1C2=CC=CC=C2C(=O)N(S1(=O)=O)CC3=CC=CC=C3,CC(=O)OCCOCN1c2ccccc2C(=O)N(Cc2ccccc2)S1(=O)=O
513266,0,C1=NC(=C2C(=N1)N(N=N2)C[C@@H](CF)OCP(=O)(O)O)N,Nc1ncnc2c1nnn2C[C@@H](CF)OCP(=O)(O)O
135435074,0,C(COCP(=O)(O)O)N1C2=C(C(=O)NC(=N2)N)N=N1,Nc1nc2c(nnn2CCOCP(=O)(O)O)c(=O)[nH]1
135483761,0,C(COCP(=O)(O)O)N1N=C2C(=O)NC(=NC2=N1)N,Nc1nc2nn(CCOCP(=O)(O)O)nc2c(=O)[nH]1
493052,0,CN(C)C1=CC(=O)N(C(=N1)N)CCOCP(=O)(O)O,CN(C)c1cc(=O)n(CCOCP(=O)(O)O)c(N)n1
455705,0,C1=NC2=NN(N=C2C(=N1)N)CCOCP(=O)(O)O,Nc1ncnc2nn(CCOCP(=O)(O)O)nc12
513272,0,C([C@@H](CO)O)N1C2=NC(=NC(=C2N=N1)N)N,Nc1nc(N)c2nnn(C[C@H](O)CO)c2n1
493047,0,CC1=CC(=NC(=N1)N)OCCOCP(=O)(O)O,Cc1cc(OCCOCP(=O)(O)O)nc(N)n1
493629,0,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3NS2(=O)=O,O=C1c2ccccc2NS(=O)(=O)N1Cc1ccccc1
72828,0,C1=CN(C(=O)N=C1N)[C@@H]2C=C([C@H]([C@H]2O)O)CO,Nc1ccn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)c(=O)n1
493044,0,C1=C(N=C(N(C1=O)CCOCP(=O)(O)O)N)N,Nc1cc(=O)n(CCOCP(=O)(O)O)c(N)n1
135509791,0,C1CC1NC2=CC(=O)NC(=N2)N,Nc1nc(NC2CC2)cc(=O)[nH]1
493046,0,CC1=CC(=O)N(C(=N1)N)CCOCP(=O)(O)O,Cc1cc(=O)n(CCOCP(=O)(O)O)c(N)n1
44276345,0,C1=C(C(=O)NC(=O)N1C2C(C(C(S2)O)O)O)F,O=c1[nH]c(=O)n(C2SC(O)C(O)C2O)cc1F
135668177,0,C1=NC2=C(N1COC(CCO)O)N=C(NC2=O)N,Nc1nc2c(ncn2COC(O)CCO)c(=O)[nH]1
44276267,0,C1=C(C(=O)NC(=O)N1C2C(C(C(S2)O)O)O)Br,O=c1[nH]c(=O)n(C2SC(O)C(O)C2O)cc1Br
493043,0,C1=C(N=CN=C1OCCOCP(=O)(O)O)N,Nc1cc(OCCOCP(=O)(O)O)ncn1
493060,0,C[C@H](COC1=NC(=NC(=C1)N)N)OCP(=O)(O)O,C[C@H](COc1cc(N)nc(N)n1)OCP(=O)(O)O
6312482,0,C\1C(/C1=C\N2C=NC3=C(N=CN=C32)N)CO,Nc1ncnc2c1ncn2/C=C1/CC1CO
6531437,0,C\1C(/C1=C/N2C=NC3=C(N=CN=C32)N)CO,Nc1ncnc2c1ncn2/C=C1\CC1CO
493061,0,C[C@@H](COC1=NC(=NC(=C1)N)N)OCP(=O)(O)O,C[C@@H](COc1cc(N)nc(N)n1)OCP(=O)(O)O
513270,0,C1=NC(=C2C(=N1)N(N=N2)C[C@@H](CO)O)N,Nc1ncnc2c1nnn2C[C@H](O)CO
135431272,0,C1=C(N=CNC1=O)N,Nc1cc(=O)[nH]cn1
493637,0,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3N(S2(=O)=O)COCCOC(=O)C4=CC=CC=C4,O=C(OCCOCN1c2ccccc2C(=O)N(Cc2ccccc2)S1(=O)=O)c1ccccc1
44337954,0,CC(C)(C)C1=CN2C(=O)C3=C(N=C2N1)N(CN3)COC(CO)CO,CC(C)(C)c1cn2c(=O)c3c(nc2[nH]1)N(COC(CO)CO)CN3
493634,0,CC(=O)OCCOCN1C2=CC=CC=C2C(=O)NS1(=O)=O,CC(=O)OCCOCN1c2ccccc2C(=O)NS1(=O)=O
493626,0,C1=CC=C(C=C1)COCN2C(=O)C3=CC=CC=C3NS2(=O)=O,O=C1c2ccccc2NS(=O)(=O)N1COCc1ccccc1
493635,0,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3N(S2(=O)=O)COCCO,O=C1c2ccccc2N(COCCO)S(=O)(=O)N1Cc1ccccc1
512367,0,CC1=CC2=NC(=C(N2C=C1)CSCC3=CC=CC=C3)C,Cc1ccn2c(CSCc3ccccc3)c(C)nc2c1
491419,0,CC1=CC=CN2C1=NC=C2CSCC3=CC=CC=C3,Cc1cccn2c(CSCc3ccccc3)cnc12
512358,0,CC1=CC2=NC=C(N2C=C1)CSCC3=CC=CC=C3Cl,Cc1ccn2c(CSCc3ccccc3Cl)cnc2c1
512366,0,CC1=CC=CN2C1=NC(=C2CSCC3=CC=CC=C3)C4=CC=CC=C4,Cc1cccn2c(CSCc3ccccc3)c(-c3ccccc3)nc12
512361,0,C1=CC=C(C=C1)CSCC2=CN=C3N2C=C(C=C3Cl)C(F)(F)F,FC(F)(F)c1cc(Cl)c2ncc(CSCc3ccccc3)n2c1
512362,0,CC1=CN2C(=NC=C2CSCC3=CC=CC=C3)C=C1,Cc1ccc2ncc(CSCc3ccccc3)n2c1
501927,0,CC1=C(C=C(C2=NC=C(N12)CSCC3=CC=CC=C3)Br)Br,Cc1c(Br)cc(Br)c2ncc(CSCc3ccccc3)n12
491418,0,CC1=CC2=NC=C(N2C=C1)CSCC3=CC=CC=C3,Cc1ccn2c(CSCc3ccccc3)cnc2c1
513267,0,C1=NC2=NN(N=C2C(=N1)N)C[C@@H](CF)OCP(=O)(O)O,Nc1ncnc2nn(C[C@@H](CF)OCP(=O)(O)O)nc12
5496275,0,C[C@H](CN1N=C2C(=NC(=NC2=N1)N)N)OCP(=O)(O)O,C[C@H](Cn1nc2nc(N)nc(N)c2n1)OCP(=O)(O)O
513258,0,C([C@@H](CO)OCP(=O)(O)O)N1C2=NC(=NC(=C2N=N1)N)N,Nc1nc(N)c2nnn(C[C@@H](CO)OCP(=O)(O)O)c2n1
5496273,0,C[C@H](CN1C2=NC=NC(=C2N=N1)N)OCP(=O)(O)O,C[C@H](Cn1nnc2c(N)ncnc21)OCP(=O)(O)O
455703,0,C1=NC(=C2C(=N1)N(N=N2)CCOCP(=O)(O)O)N,Nc1ncnc2c1nnn2CCOCP(=O)(O)O
513256,0,C(COCP(=O)(O)O)N1C2=NC(=NC(=C2N=N1)N)N,Nc1nc(N)c2nnn(CCOCP(=O)(O)O)c2n1
5496274,0,C[C@H](CN1N=C2C(=NC=NC2=N1)N)OCP(=O)(O)O,C[C@H](Cn1nc2ncnc(N)c2n1)OCP(=O)(O)O
512363,0,CC1=CC=C(N2C1=NC=C2CSCC3=CC=CC=C3)C,Cc1ccc(C)n2c(CSCc3ccccc3)cnc12
512368,0,CC1=C(N2C=CC=CC2=N1)CSCC3=CC=CC=C3,Cc1nc2ccccn2c1CSCc1ccccc1
512355,0,CC1=CC2=NC=C(N2C=C1)CSCCC3=CC=CC=C3,Cc1ccn2c(CSCCc3ccccc3)cnc2c1
512365,0,CC1=CC2=NC(=C(N2C=C1)CSCC3=CC=CC=C3)C4=CC=CC=C4,Cc1ccn2c(CSCc3ccccc3)c(-c3ccccc3)nc2c1
491420,0,CC1=CC(=CN2C1=NC=C2CSCC3=CC=CC=C3)Br,Cc1cc(Br)cn2c(CSCc3ccccc3)cnc12
512364,0,CC1=CN2C(=CN=C2C(=C1)Br)CSCC3=CC=CC=C3,Cc1cc(Br)c2ncc(CSCc3ccccc3)n2c1
512359,0,CC1=CC2=NC=C(N2C=C1)CSCC3=CC=C(C=C3)Cl,Cc1ccn2c(CSCc3ccc(Cl)cc3)cnc2c1
44338098,0,C1NC2=C(N1COC(CO)CO)N=C3NC(=CN3C2=O)C4=CC=C(C=C4)C5=CC=CC=C5,O=c1c2c(nc3[nH]c(-c4ccc(-c5ccccc5)cc4)cn13)N(COC(CO)CO)CN2
54729986,0,C1=CN(C(=O)C(=C1O)F)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,O=c1c(F)c(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
489670,0,C1[C@@H]([C@H](O[C@H]1N2C(C(C(=O)NC2=O)Cl)N=[N+]=[N-])CO)O,[N-]=[N+]=NC1C(Cl)C(=O)NC(=O)N1[C@H]1C[C@H](O)[C@@H](CO)O1
65510,0,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Cl
3385,0,C1=C(C(=O)NC(=O)N1)F,O=c1[nH]cc(F)c(=O)[nH]1
482497,0,CC1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@@H]([C@H](S2)CO)O)O,Cc1cn([C@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
5282192,0,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)/C=C/Br,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br
21704,0,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
10715151,0,C1=C(C(=O)NC(=O)N1[C@@H]2[C@H]([C@@H]([C@H](S2)CO)O)O)I,O=c1[nH]c(=O)n([C@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)cc1I
482505,0,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](S3)CO)O)O)N,Nc1ncnc2c1ncn2[C@@H]1S[C@H](CO)[C@@H](O)[C@@H]1O
6475799,0,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](S2)CO)O)O)/C=C/Br,O=c1[nH]c(=O)n([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br
5274348,0,CCC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](S2)CO)O)O,CCc1cn([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
489672,0,CC1(C(N(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)N=[N+]=[N-])Cl,CC1(Cl)C(=O)NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C1N=[N+]=[N-]
3011377,0,C1CC1C2=C(N=C(N(C2=O)CCOCP(=O)(O)O)N)N,Nc1nc(N)n(CCOCP(=O)(O)O)c(=O)c1C1CC1
512356,0,CC1=CC2=NC=C(N2C=C1)CSC3CCCC3,Cc1ccn2c(CSC3CCCC3)cnc2c1
3011373,0,CC1=C(N=C(N(C1=O)CCOCP(=O)(O)O)N)N,Cc1c(N)nc(N)n(CCOCP(=O)(O)O)c1=O
3011382,0,C(COC1=NC(=NC(=C1Cl)N)N)OCP(=O)(O)O,Nc1nc(N)c(Cl)c(OCCOCP(=O)(O)O)n1
135499552,0,C1=NC2=C(N1OCC/C=C\P(=O)(O)O)N=C(NC2=O)N,Nc1nc2c(ncn2OCC/C=C\P(=O)(O)O)c(=O)[nH]1
6474330,0,C1=NC2=C(N=C(N=C2N1CC/C=C/P(=O)(O)O)N)N,Nc1nc(N)c2ncn(CC/C=C/P(=O)(O)O)c2n1
6474323,0,C1=NC(=C2C(=N1)N(C=N2)OCC/C=C/P(=O)(O)O)N,Nc1ncnc2c1ncn2OCC/C=C/P(=O)(O)O
6474311,0,C1=NC(=C2C(=N1)N(C=N2)CC/C=C/P(=O)(O)O)N,Nc1ncnc2c1ncn2CC/C=C/P(=O)(O)O
482507,0,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](S3)CO)O)O)N)N,Nc1nc(N)c2ncn([C@@H]3S[C@H](CO)[C@@H](O)[C@@H]3O)c2n1
482506,0,C1=NC2=C(N=C(N=C2N1[C@@H]3[C@H]([C@@H]([C@H](S3)CO)O)O)N)N,Nc1nc(N)c2ncn([C@H]3S[C@H](CO)[C@@H](O)[C@@H]3O)c2n1
135398592,0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
54729987,0,C1[C@@H]([C@H](O[C@H]1N2C=CC(=C(C2=O)F)O)CO)O,O=c1c(F)c(O)ccn1[C@H]1C[C@H](O)[C@@H](CO)O1
42637244,0,C1=CC=C(C=C1)C2(C=CN(C(=O)C2(F)F)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O,O=C1N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC(O)(c2ccccc2)C1(F)F
