cid,Activite,IsomericSMILES,Canonical_smiles
3011383,1,C1=C(N=C(N=C1OC[C@H](CO)OCP(=O)(O)O)N)N,Nc1cc(OC[C@H](CO)OCP(=O)(O)O)nc(N)n1
53357718,1,C1=CC=C(C=C1)CC(CP(=O)(O)O)OCCN2C=NC3=C(N=CN=C32)N,Nc1ncnc2c1ncn2CCOC(Cc1ccccc1)CP(=O)(O)O
135398513,1,C1=NC2=C(N1COCCO)N=C(NC2=O)N,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
446727,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br
168280858,1,CCN(CC)CC.CC(CN1C=NC2=C1N=C(NC2=O)N)(CO)OCP(=O)(O)O,CC(CO)(Cn1cnc2c(=O)[nH]c(N)nc21)OCP(=O)(O)O.CCN(CC)CC
5271150,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CCCCCCCCCCBr)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C#CCCCCCCCCCBr
11517272,1,CCCCCCCCCCC#CC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCCCCCC#Cc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
135398740,1,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
11513676,1,CC[C@H]1C(=O)N([C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
137641103,1,CC(C)(C)C(=O)OCOP(=O)(COCCOC1=NC(=NC(=C1)N)N)[O-].[Na+],CC(C)(C)C(=O)OCOP(=O)([O-])COCCOc1cc(N)nc(N)n1.[Na+]
490385,1,C1=C(C(=O)NC(=O)N1COC(CO)CO)C(CI)N=[N+]=[N-],[N-]=[N+]=NC(CI)c1cn(COC(CO)CO)c(=O)[nH]c1=O
480974,1,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=O)N(S2(=O)=O)CC4=CC=C(C=C4)Cl,O=C1c2ccccc2N(Cc2ccccc2)S(=O)(=O)N1Cc1ccc(Cl)cc1
11752151,1,C[C@H]1CC[C@@H]2[C@H](C[C@H](C3=C(C(=C(C1=C23)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)OC(=O)C)O)O)C)C=C(C)C)C,CC(=O)O[C@@H]1[C@H](C)O[C@@H](Oc2c(C)c3c4c(c2O)[C@@H](C)CC[C@@H]4[C@@H](C)C[C@H]3C=C(C)C)[C@@H](O)[C@@H]1O
10099039,1,CCCCCCCCCCCCCCCCOCCCOP(=O)(COCCN1C=C(C(=NC1=O)N)F)O,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)COCCn1cc(F)c(N)nc1=O
54728126,1,CC1=CC(=C(C(=O)O1)C(C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O)C4=C(C=C(OC4=O)C)O)O,Cc1cc(O)c(C(c2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c2=O)c2c(O)cc(C)oc2=O)c(=O)o1
11675456,1,CCCCCCCCC#CC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCCCC#Cc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
60167178,1,CCCC1=CC=C(C=C1)C#CC#CC2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCc1ccc(C#CC#Cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c2=O)cc1
490383,1,C1=C(C(=O)NC(=O)N1COC(CO)CO)C(CBr)N=[N+]=[N-],[N-]=[N+]=NC(CBr)c1cn(COC(CO)CO)c(=O)[nH]c1=O
490381,1,C1=C(C(=O)NC(=O)N1COCCO)C(CCl)N=[N+]=[N-],[N-]=[N+]=NC(CCl)c1cn(COCCO)c(=O)[nH]c1=O
6479050,1,CC/C=C/C1=CC(=CC=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CC/C=C/c1cccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)c1
136266873,1,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@@H](CN1C=NC2=C1N=C(NC2=O)N)CO)OCCCOCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@H](CO)Cn1cnc2c(=O)[nH]c(N)nc21)OCCCOCCCCCCCCCCCCCCCC
60167321,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CC#CC3=CC=CC=N3)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C#CC#Cc1ccccn1
493045,1,C1=C(N=C(N=C1OCCOCP(=O)(O)O)N)N,Nc1cc(OCCOCP(=O)(O)O)nc(N)n1
162661376,1,CCN(CC)CC.C1=NC2=C(N1CC(CO)(C#N)OCP(=O)(O)O)N=C(NC2=O)N,CCN(CC)CC.N#CC(CO)(Cn1cnc2c(=O)[nH]c(N)nc21)OCP(=O)(O)O
6482436,1,CC(C)(C)[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OC[C@H]3C[C@H](C4=CN(N=C34)CC5=CC=CC=C5)CN6C=NC7=C6N=C(N=C7Cl)N,CC(C)(C)[Si](OC[C@H]1C[C@@H](Cn2cnc3c(Cl)nc(N)nc32)c2cn(Cc3ccccc3)nc21)(c1ccccc1)c1ccccc1
54728124,1,CC1=CC(=C(C(=O)N1C)C(C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O)C4=C(C=C(N(C4=O)C)C)O)O,Cc1cc(O)c(C(c2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c2=O)c2c(O)cc(C)n(C)c2=O)c(=O)n1C
71452912,1,CC(C)(C)C(=O)OCOP(=O)(C/C=C/CN1C=NC2=C1N=C(N=C2Cl)N)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(C/C=C/Cn1cnc2c(Cl)nc(N)nc21)OCOC(=O)C(C)(C)C
145981055,1,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C3=C(C=CN=C32)Cl)Br)CO)O,C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(Br)c3c(Cl)ccnc32)[C@@H]1O
490387,1,C1=C(C(=O)NC(=O)N1CCC(CO)CO)C(CCl)N=[N+]=[N-],[N-]=[N+]=NC(CCl)c1cn(CCC(CO)CO)c(=O)[nH]c1=O
162652514,1,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@]2([C@H](C([C@@H](O2)N3C=CC(=NC3=O)N)(F)F)O)F)OC4=CC=CC=C4,C[C@H](NP(=O)(OC[C@@]1(F)O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1
122192828,1,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CN3C(=O)C=CN(C3=O)CCCCCOC4=CC=C(C=C4)Br,O=C(Cn1c(=O)ccn(CCCCCOc2ccc(Br)cc2)c1=O)Nc1ccc(Oc2ccccc2)cc1
480975,1,C1=CC=C2C(=C1)C(=O)N(S(=O)(=O)N2CC3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)Cl,O=C1c2ccccc2N(Cc2ccc(Cl)cc2)S(=O)(=O)N1Cc1ccc(Cl)cc1
480979,1,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3N(S2(=O)=O)CC4=CC=C(C=C4)Cl,O=C1c2ccccc2N(Cc2ccc(Cl)cc2)S(=O)(=O)N1Cc1ccccc1
490384,1,C1=C(C(=O)NC(=O)N1COC(CO)CO)C(CCl)N=[N+]=[N-],[N-]=[N+]=NC(CCl)c1cn(COC(CO)CO)c(=O)[nH]c1=O
490382,1,C1=C(C(=O)NC(=O)N1COCCO)C(CI)N=[N+]=[N-],[N-]=[N+]=NC(CI)c1cn(COCCO)c(=O)[nH]c1=O
490380,1,C1=C(C(=O)NC(=O)N1COCCO)C(CBr)N=[N+]=[N-],[N-]=[N+]=NC(CBr)c1cn(COCCO)c(=O)[nH]c1=O
490386,1,C1=C(C(=O)NC(=O)N1CCC(CO)CO)C(CBr)N=[N+]=[N-],[N-]=[N+]=NC(CBr)c1cn(CCC(CO)CO)c(=O)[nH]c1=O
490388,1,C1=C(C(=O)NC(=O)N1CCC(CO)CO)C(CI)N=[N+]=[N-],[N-]=[N+]=NC(CI)c1cn(CCC(CO)CO)c(=O)[nH]c1=O
492112,1,CCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
16756531,1,CCCCCCC1=CN=C(N=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCCc1cnc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)nc1
145977385,1,C(COC1=NC(=NC(=N1)N)N)OCP(=O)(O)O,Nc1nc(N)nc(OCCOCP(=O)(O)O)n1
137631493,1,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OCC(CO)OCN2C=NC3=C2N=C(NC3=O)N)OC4=CC=CC=C4,C[C@H](NP(=O)(OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCc1ccccc1
135908417,1,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OCCOCN2C=NC3=C2N=C(NC3=O)N)OC4=CC=CC5=CC=CC=C54,C[C@H](NP(=O)(OCCOCn1cnc2c(=O)[nH]c(N)nc21)Oc1cccc2ccccc12)C(=O)OCc1ccccc1
44427747,1,CCCCCC1=CC=C(C=C1)C#CC2=CN(C(=O)NC2=O)C/C=C\3/C(=C(C(=O)O3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,CCCCCc1ccc(C#Cc2cn(C/C=C3\OC(=O)C(OCc4ccccc4)=C3OCc3ccccc3)c(=O)[nH]c2=O)cc1
5284373,1,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
137654983,1,CC(C)(C(=O)OCC1=CC=CC=C1)NP(=O)(OCC(CO)OCN2C=NC3=C2N=C(NC3=O)N)OC4=CC=CC=C4,CC(C)(NP(=O)(OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCc1ccccc1
90662952,1,CCCCCCCCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3S2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3s2)cc1
44378805,1,C1[C@@H](SC(C1O)CO)N2C=C(C(=O)NC2=O)I,O=c1[nH]c(=O)n([C@H]2CC(O)C(CO)S2)cc1I
145987204,1,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C3=C(C=CN=C32)Cl)Cl)CO)O,C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(Cl)c3c(Cl)ccnc32)[C@@H]1O
11568210,1,CCCCCCCCCCC#CC1=CC2=CN(C(=O)N=C2O1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,CCCCCCCCCCC#Cc1cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(=O)nc2o1
135398748,1,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1
5272229,1,CC(C1=CSC2=CC=CC=C21)NC(=S)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4F,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1)c1csc2ccccc12
5271149,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CCCCCCCCCCCl)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C#CCCCCCCCCCCl
25258113,1,CCC1(C(=CS(=O)(=O)O1)OCC2=CC=CC=C2)CC3=CC=CC=C3,CCC1(Cc2ccccc2)OS(=O)(=O)C=C1OCc1ccccc1
137632270,1,CCOP(=O)(C1CC(ON1CC2=CC=CC=C2)CN3C4=CC=CC=C4C(=O)N(C3=O)CC5=CC=C(C=C5)F)OCC,CCOP(=O)(OCC)C1CC(Cn2c(=O)n(Cc3ccc(F)cc3)c(=O)c3ccccc32)ON1Cc1ccccc1
16735489,1,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C#CI)OC(=O)C)OC(=O)C,CC(=O)OC[C@H]1O[C@@H](n2cc(C#CI)c(=O)[nH]c2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
15986984,1,CCCCCCCCCCCCCCCCOCCCOP(=O)(CC/C=C\CN1C=C(C(=O)NC1=O)C)O,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CC/C=C\Cn1cc(C)c(=O)[nH]c1=O
136123436,1,C1/C(=C/N2C=NC3=C2N=C(NC3=O)N)/C1(CCP(=O)(O)O)CO,Nc1nc2c(ncn2/C=C2/CC2(CO)CCP(=O)(O)O)c(=O)[nH]1
122192833,1,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CN3C(=O)C=CN(C3=O)CCCCOC4=CC=C(C=C4)Br,O=C(Cn1c(=O)ccn(CCCCOc2ccc(Br)cc2)c1=O)Nc1ccc(Oc2ccccc2)cc1
64988,1,C1=NC2=C(N=C(N=C2N1CCOCP(=O)(O)O)N)N,Nc1nc(N)c2ncn(CCOCP(=O)(O)O)c2n1
3006050,1,COC1=NC(=NC2=C1N=CN2/C=C\3/CC3(CO)CO)N,COc1nc(N)nc2c1ncn2/C=C1/CC1(CO)CO
11779856,1,CCCOC1=NC(=NC2=C1N=CN2/C=C\3/CC3(CO)CO)N,CCCOc1nc(N)nc2c1ncn2/C=C1/CC1(CO)CO
156015813,1,CCCCCOC(=O)[C@H](C(C)C)NP(=O)(CO[C@H](COC1=NC=C(C(=N1)N)F)CF)OC2=CC=CC=C2,CCCCCOC(=O)[C@@H](NP(=O)(CO[C@@H](CF)COc1ncc(F)c(N)n1)Oc1ccccc1)C(C)C
492111,1,CCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
10406438,1,C1[C@@H]([C@H]2C[C@]2([C@H]1O)CO)N3C=C(C(=O)NC3=O)I,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@]3(CO)C[C@H]23)cc1I
44379067,1,CCCC1=CN(C(=O)NC1=O)[C@H]2CC(C(S2)CO)O,CCCc1cn([C@H]2CC(O)C(CO)S2)c(=O)[nH]c1=O
6475209,1,C1[C@H]([C@@H]([C@H](O1)CO)CO)N2C=C(C(=O)NC2=O)/C=C/Br,O=c1[nH]c(=O)n([C@@H]2CO[C@H](CO)[C@H]2CO)cc1/C=C/Br
483947,1,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)S2)cc1I
16756867,1,CCCCCC1=CN=C(N=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCCCCc1cnc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)nc1
60167325,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CC#CC3=CC=C(C=C3)OC(F)(F)F)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C#CC#Cc1ccc(OC(F)(F)F)cc1
46876177,1,CC1=CN(C(=O)N=C1OC(F)F)C2[C@H]([C@@H]([C@H](O2)CO)O)O,Cc1cn(C2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)nc1OC(F)F
135908419,1,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OCCOCN2C=NC3=C2N=C(NC3=O)N)OC4=CC=CC=C4,C[C@H](NP(=O)(OCCOCn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCc1ccccc1
14885958,1,C#CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
456214,1,CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC=C3)Cl,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
145966378,1,CC1=CN(C(=O)NC1=O)C/C=C/CP(=O)(N[C@@H](C)C(=O)OC(C)C)OC2=CC=CC=C2,Cc1cn(C/C=C/CP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)c(=O)[nH]c1=O
493475,1,CCCCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCCCCCCCc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
44378742,1,C=CC1=CN(C(=O)NC1=O)[C@H]2CC(C(S2)CO)O,C=Cc1cn([C@H]2CC(O)C(CO)S2)c(=O)[nH]c1=O
6479051,1,CCC/C=C/C1=CC(=CC=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,CCC/C=C/c1cccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)c1
137633694,1,C[C@@H](C(=O)OC(C)C)NP(=O)(OCC(COP(=O)(N[C@@H](C)C(=O)OC(C)C)OC1=CC=CC2=CC=CC=C21)OCN3C=NC4=C3N=C(NC4=O)N)OC5=CC=CC6=CC=CC=C65,CC(C)OC(=O)[C@H](C)NP(=O)(OCC(COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc1cccc2ccccc12)OCn1cnc2c(=O)[nH]c(N)nc21)Oc1cccc2ccccc12
484044,1,C1=CC2=C(C(=C1)F)NC=C(C2=O)C(=O)NCC3=CC=C(C=C3)Cl,O=C(NCc1ccc(Cl)cc1)c1c[nH]c2c(F)cccc2c1=O
71452911,1,CC(C)(C)C(=O)OCOP(=O)(C/C=C/CN1C=NC2=C(N=C(N=C21)N)NC3CC3)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(C/C=C/Cn1cnc2c(NC3CC3)nc(N)nc21)OCOC(=O)C(C)(C)C
16756643,1,CCCCCCCC/C=C/C1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCCC/C=C/c1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
472172,1,C#CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
456904,1,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
9953786,1,C1COCCN1CC2=CC3=C(S2)NC=C(C3=O)C(=O)NCC4=CC=C(C=C4)Cl,O=C(NCc1ccc(Cl)cc1)c1c[nH]c2sc(CN3CCOCC3)cc2c1=O
11588933,1,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CI)CO)O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C#CI
137656328,1,CCCCCCCCCCCCCCCCCCOCCOP(=O)(COCCN1C=NC(=NC1=O)N)O,CCCCCCCCCCCCCCCCCCOCCOP(=O)(O)COCCn1cnc(N)nc1=O
476082,1,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)CCOCP(=O)(O)O,Nc1nc(NC2CC2)c2ncn(CCOCP(=O)(O)O)c2n1
136238816,1,CC(C)(C)C(=O)OCOP(=O)(C/C=C/CN1C=NC2=C1N=C(NC2=O)N)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(C/C=C/Cn1cnc2c(=O)[nH]c(N)nc21)OCOC(=O)C(C)(C)C
45272643,1,C1C(C1(CN2C=NC3=C2N=C4NC(=CN4C3=O)C5=CC=C(S5)Br)CO)CO,O=c1c2ncn(CC3(CO)CC3CO)c2nc2[nH]c(-c3ccc(Br)s3)cn12
16735488,1,C[Si](C)(C)C#CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,C[Si](C)(C)C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
5272227,1,CC(C1=CC=C(C=C1)C#N)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1)c1ccc(C#N)cc1
44379068,1,CCC1=CN(C(=O)NC1=O)[C@H]2CC(C(S2)CO)O,CCc1cn([C@H]2CC(O)C(CO)S2)c(=O)[nH]c1=O
5272239,1,CC1=C(C=CC(=C1)NC(=O)C2=CC=CC=C2F)NC(=S)NC(C)C3=CC=C(C=C3)F,Cc1cc(NC(=O)c2ccccc2F)ccc1NC(=S)NC(C)c1ccc(F)cc1
137656437,1,CC(C)(C)C(=O)OCOP(=O)(COCCOC1=NC(=NC(=C1)N)N)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(COCCOc1cc(N)nc(N)n1)OCOC(=O)C(C)(C)C
11779021,1,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO)O,C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O
54728125,1,CC1=CC(=C(C(=O)N1)C(C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O)C4=C(C=C(NC4=O)C)O)O,Cc1cc(O)c(C(c2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c2=O)c2c(O)cc(C)[nH]c2=O)c(=O)[nH]1
54768471,1,CCOC(=O)[C@H](C)NP(=O)(COCCOC1=NC(=NC(=C1)N)N)N[C@@H](C)C(=O)OCC,CCOC(=O)[C@H](C)NP(=O)(COCCOc1cc(N)nc(N)n1)N[C@@H](C)C(=O)OCC
135972443,1,C1=NC2=C(N1[C@H]3C([C@H](C3F)CO)CO)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2C(F)[C@H](CO)C2CO)c(=O)[nH]1
46232069,1,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CN(C(=O)NC3=O)[C@H]4C[C@@H]([C@H](O4)CO)O)C(=O)O1,Cc1cc2c(c(=O)o1)C(c1cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c1=O)C(C#N)=C(N)O2
145964624,1,CC1=CN(C(=O)NC1=O)C/C=C/CP(=O)(N[C@@H](C)C(=O)OC)OC2=CC=CC=C2,COC(=O)[C@H](C)NP(=O)(C/C=C/Cn1cc(C)c(=O)[nH]c1=O)Oc1ccccc1
122100,1,C1C(C(C1N2C=NC3=C(N=CN=C32)N)CO)CO,Nc1ncnc2c1ncn2C1CC(CO)C1CO
14378496,1,C1[C@H]([C@@H](C1N2C=NC3=C(N=CN=C32)N)CO)CO,Nc1ncnc2c1ncn2C1C[C@@H](CO)[C@@H]1CO
90665344,1,C1C(C=CC1O)N2C=C(C(=O)NC2=O)C3=CC=CS3,O=c1[nH]c(=O)n(C2C=CC(O)C2)cc1-c1cccs1
5272241,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=C(C=C(C=C2)NC(=O)C3=CC=CC=C3F)OC,COc1cc(NC(=O)c2ccccc2F)ccc1NC(=S)NC(C)c1ccc(F)cc1
5272218,1,CC(C1=CC=CC=C1)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1)c1ccccc1
162662244,1,CC1=CC=C(C=C1)C2=C(C3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)COC(=O)C)OC(=O)C)C#CC5(C6=CC=CC=C6C7=CC=CC=C75)O,CC(=O)OC[C@H]1O[C@@H](n2cc3c(C#CC4(O)c5ccccc5-c5ccccc54)c(-c4ccc(C)cc4)oc3nc2=O)C[C@@H]1OC(C)=O
134382946,1,CCCCCOC(=O)C[C@@H](C(=O)OCCCCC)NP(=O)(CO[C@@H](CN1C=CC(=NC1=O)N)CF)OC2=CC=CC=C2,CCCCCOC(=O)C[C@H](NP(=O)(CO[C@H](CF)Cn1ccc(N)nc1=O)Oc1ccccc1)C(=O)OCCCCC
137638251,1,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC(=NC1=O)N)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc(N)nc1=O)OCOC(=O)C(C)(C)C
5272240,1,CC(C1=CC=C(C=C1)F)NC(=S)NC2=C(C=C(C=C2)NC(=O)C3=CC=CC=C3F)Cl,CC(NC(=S)Nc1ccc(NC(=O)c2ccccc2F)cc1Cl)c1ccc(F)cc1
44379245,1,C#CCC1=CN(C(=O)NC1=O)[C@H]2CC(C(S2)CO)O,C#CCc1cn([C@H]2CC(O)C(CO)S2)c(=O)[nH]c1=O
11581278,1,CCCCCCC#CC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,CCCCCCC#Cc1cc2cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)nc2o1
