cid,s4_pathLength,SHED_DL,phLevel3,minssCH2,F04[N-O],P_VSA_LogP_6,SM12_AEA(dm),P_VSA_e_5,nR=Ct,VE1sign_B(p),VE2sign_Dt,SpMaxA_EA(dm),CATS2D_07_LL,NssCH2,MaxdssC,CATS2D_07_DL,F03[C-N],LOC,CATS2D_07_DA,CATS2D_02_AL,D/Dtr09,Eig03_EA(dm),gmin,s3_numAroBonds,CATS2D_02_DL,P_VSA_charge_12,F10[N-O],nCp,GATS4m,F02[C-N],MaxsCH3,arLevel2,CATS2D_07_AP,CATS2D_03_AA,F09[N-P],SpDiam_AEA(dm),SpMax_AEA(bo),VE1sign_A
493045,0.0,0.1540179269526665,0.0,0.3013705696870105,0.3,0.269119987137068,0.4362861672128959,0.3649699075934432,0.0,0.5564971693812881,0.3869773221300487,0.1205555949765979,0.0,0.05,0.5935494198144018,0.0,0.2058823529411764,0.4900757913164054,0.25,0.1428571428571428,0.0,0.1708897730440585,0.2558850947034717,0.0,0.0833333333333333,0.1073221027165344,0.6,0.0,0.3288386533760607,0.088235294117647,0.0,0.0,0.25,0.2222222222222222,0.75,0.2071067834980076,0.4562282457027828,0.6396511062903728
162661376,0.1875,0.0,0.0,0.1693704788231521,0.5,0.210127663293557,0.6827232497191105,0.5429604490315252,0.0,0.3346329351440507,0.6675195280075583,0.2064909713135755,0.0,0.1,0.5465941617415468,0.0,0.3823529411764705,0.4028849385263759,0.25,0.1428571428571428,0.1547158183536213,0.4732231544411611,0.1977814860614792,0.0,0.0,0.0303580479927306,0.4,0.2105263157894736,0.3107993370111822,0.2941176470588235,0.8846511731873049,0.25,0.125,0.4444444444444444,0.5,0.6305373564027892,0.609621044588117,0.1025770019174634
6482436,0.25,0.3447627458242095,0.375,0.7015300324966537,0.1,0.4616181739721105,0.733880801541607,0.0,0.0,0.2717633785330336,0.4590179444935207,0.0239011583550004,0.9705882352941176,0.0666666666666666,0.5935494198144018,0.1538461538461538,0.5588235294117647,0.1308795359568568,0.0,0.3333333333333333,0.3052733196517724,0.1708897730440585,0.4587635167399624,0.5555555555555556,0.0,0.0303580479927306,0.1333333333333333,0.1578947368421052,0.3862885448347038,0.3823529411764705,0.9378231771555182,0.625,0.0,0.1111111111111111,0.0,0.4916239718472954,0.9074582758867872,0.3193722886648656
54728124,0.3229166666666656,0.4815800491687778,0.5,0.3472859944806763,0.5,0.2297578212824886,0.7078440141535537,0.8842243278476803,0.375,0.5441749948987896,0.1872560022072077,0.1025787862987421,0.0,0.0333333333333333,0.7004891303531977,0.1538461538461538,0.3235294117647059,0.1799006093436146,0.25,0.8095238095238095,0.0,0.5612959804600269,0.6211908978551801,0.0,0.5,0.0,0.1333333333333333,0.1578947368421052,0.4361321383930601,0.2647058823529412,0.6385493218879946,0.0,0.0,0.1111111111111111,0.0,0.4857076942259588,0.6992884863279332,0.3660104544198464
71452912,0.0,0.1987193244886884,0.0,0.3211394709400812,0.0,0.7532818632507324,0.7629642611590504,0.3332401897378642,0.0,0.2840112780154112,0.8056465702362298,0.1626627864640885,0.088235294117647,0.0666666666666666,0.4488974574540352,0.0769230769230769,0.2941176470588235,0.5749828953682027,0.0,0.2857142857142857,0.2894236523684461,0.4600927632704555,0.2985222974364345,0.0,0.0,0.2429735131578604,0.8,0.3157894736842105,0.3623102947777594,0.1764705882352941,0.676281734411565,0.0,0.0,0.1111111111111111,0.5,0.5270450864220597,0.6458961985141851,0.3245155153686359
145981055,0.1953125,0.4080830725244341,0.375,0.3417663352598664,0.2,0.6249420494237002,0.6295316070184863,0.4355142461476744,0.0,0.1954082500628444,0.5740498454147702,0.112022866775788,0.0588235294117647,0.0166666666666666,0.5935494198144018,0.3076923076923077,0.2352941176470588,0.2288470630929275,0.125,0.1904761904761904,0.1284508841184451,0.1708897730440585,0.564374358849415,0.0,0.0833333333333333,0.0,0.0,0.0526315789473684,0.2073862273564646,0.1470588235294117,0.0,0.1875,0.0,0.2777777777777778,0.0,0.5853522959585662,0.752016757144244,0.2668719703636399
490387,0.25,0.3127811331482832,1.0,0.446868742130396,0.2,0.2701616052860907,0.4934813886729171,0.4248859477143061,0.125,0.3958794894985463,0.0777290560881076,0.1944244011377204,0.0294117647058823,0.0833333333333333,0.6177556066998683,0.1538461538461538,0.3235294117647059,0.4531791386964207,0.5,0.2857142857142857,0.0,0.3364090114453477,0.7233453203369812,0.0,0.25,0.0,0.1333333333333333,0.1578947368421052,0.2990896847819076,0.1764705882352941,0.0,0.0,0.125,0.0,0.0,0.3824916125345112,0.4343781597935114,0.1923118199649359
162652514,0.3984375,0.8151740456673733,0.5625,0.0,0.3,0.2297578212824886,0.7683212042528763,0.4669274609807351,0.0,0.2996952332755191,0.0317160128000132,0.1343948726550669,0.1176470588235294,0.0333333333333333,0.5160086340521923,0.1538461538461538,0.2647058823529412,0.1359362341580776,0.125,0.238095238095238,0.0,0.6501164376941829,0.1691014497062113,0.0833333333333333,0.1666666666666666,0.0,0.1333333333333333,0.0526315789473684,0.641684831457477,0.1764705882352941,0.508935099459792,0.0,0.0,0.1111111111111111,0.0,0.6740690005710552,0.764417076907268,0.0022522536172856
122192828,0.0,0.4624017621726871,0.0,0.3914437310752159,0.1,0.1325365915229482,0.5372261551063842,0.3051719726809923,0.0,0.2134551098283058,0.0343432030639754,0.1143565639870735,0.2058823529411764,0.1,0.4671509724600082,0.2307692307692307,0.2058823529411764,0.1068095144742881,0.0,0.5238095238095237,0.0,0.5145101797368318,0.7747369498334898,0.0,0.1666666666666666,0.0752064309833027,0.0666666666666666,0.0,0.305611544421456,0.2058823529411764,0.0,0.0,0.0,0.0555555555555555,0.0,0.5009508733016437,0.3932777820743287,0.0095237018497538
480975,0.0,0.0,0.0,0.4875541528783679,0.1,0.0,0.6123443559807749,0.2175470250428959,0.0,0.5216350555691873,0.0017409028422174,0.0805026241415115,0.5,0.0333333333333333,0.444464093648138,0.0,0.3235294117647059,0.1345753382794066,0.0,0.2857142857142857,0.0,0.3209141808578327,0.2622663115167838,0.0,0.0,0.0,0.0,0.0,0.4137896923163029,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.4903731642931903,0.9175130302367412,0.2469370151893883
480979,0.0,0.0,0.0,0.5069302335642932,0.1,0.0,0.6122103728998223,0.2175470250428959,0.0,0.5115683383154541,0.0440746331767675,0.083099482984786,0.5294117647058824,0.0333333333333333,0.4529291761598172,0.0,0.3235294117647059,0.1274489691842623,0.0,0.2857142857142857,0.0,0.3209141808578327,0.2684466014568262,0.0,0.0,0.0,0.0,0.0,0.4341970623138744,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.4903615142402142,0.9175006084355072,0.2311272921092262
490384,0.25,0.2058215605391445,1.0,0.3741326728193102,0.3,0.4646040648051714,0.4934813886729171,0.4593383801333741,0.125,0.4055560541442675,0.0777290560881076,0.1953881643785564,0.0,0.0666666666666666,0.596182831186583,0.1538461538461538,0.3235294117647059,0.4531791386964207,0.5,0.1428571428571428,0.0,0.4791950998842732,0.7153809113573336,0.0,0.0833333333333333,0.0,0.1333333333333333,0.1578947368421052,0.3245763025578115,0.1470588235294117,0.0,0.0,0.25,0.1111111111111111,0.0,0.3736799721077657,0.4343781597935114,0.1923118199649359
490382,0.25,0.2178142411450496,1.0,0.4590683993555979,0.3,0.4646040648051714,0.4390991265969305,0.3256511088905064,0.125,0.4136271564469486,0.2889896416426148,0.2159553395762993,0.0,0.0666666666666666,0.6458330560751377,0.0769230769230769,0.3235294117647059,0.4580070949533321,0.25,0.1428571428571428,0.0,0.4791950998842732,0.7552420596675735,0.0,0.0833333333333333,0.0,0.0666666666666666,0.1052631578947368,0.1906576408282397,0.1470588235294117,0.0,0.0,0.25,0.0555555555555555,0.0,0.3733469220086116,0.4341532844943319,0.1727787676537979
490380,0.25,0.2178142411450496,1.0,0.4570063317906286,0.3,0.4646040648051714,0.4390991265969305,0.3256511088905064,0.125,0.4051656252481011,0.2889896416426148,0.2159553395762993,0.0,0.0666666666666666,0.6352152056271926,0.0769230769230769,0.3235294117647059,0.4580070949533321,0.25,0.1428571428571428,0.0,0.4791950998842732,0.7452069043532176,0.0,0.0833333333333333,0.0,0.0666666666666666,0.1052631578947368,0.2020638499523886,0.1470588235294117,0.0,0.0,0.25,0.0555555555555555,0.0,0.3734438891153775,0.4341532844943319,0.1727787676537979
490386,0.25,0.3127811331482832,1.0,0.4513238263757,0.2,0.2701616052860907,0.4934813886729171,0.4248859477143061,0.125,0.4014309787841671,0.0777290560881076,0.1944244011377204,0.0294117647058823,0.0833333333333333,0.6406954070503669,0.1538461538461538,0.3235294117647059,0.4531791386964207,0.5,0.2857142857142857,0.0,0.3364090114453477,0.7450262114482442,0.0,0.25,0.0,0.1333333333333333,0.1578947368421052,0.1466708413079129,0.1764705882352941,0.0,0.0,0.125,0.0,0.0,0.382444953834079,0.4343781597935114,0.1923118199649359
490388,0.25,0.3127811331482832,1.0,0.4533858939406693,0.2,0.2701616052860907,0.4934813886729171,0.4248859477143061,0.125,0.4099736717891107,0.0777290560881076,0.1944244011377204,0.0294117647058823,0.0833333333333333,0.651313257498312,0.1538461538461538,0.3235294117647059,0.4531791386964207,0.5,0.2857142857142857,0.0,0.3364090114453477,0.7550613667626003,0.0,0.25,0.0,0.1333333333333333,0.1578947368421052,0.1143046335946592,0.1764705882352941,0.0,0.0,0.125,0.0,0.0,0.3823485897149525,0.4343781597935114,0.1923118199649359
492112,0.3854166666666656,0.6174646816174358,0.5,0.4212866560124425,0.3,0.2297578212824886,0.5877524412055126,0.41503510993816,0.125,0.3473431275882998,0.0226971494907283,0.1622641770009673,0.088235294117647,0.1166666666666666,0.8161092559216504,0.1538461538461538,0.2352941176470588,0.3749031663947787,0.25,0.3809523809523809,0.1567426534181072,0.5091444582849086,0.7356006977188387,0.0,0.0833333333333333,0.0769640547238038,0.0,0.1052631578947368,0.376351451737755,0.088235294117647,0.8774353929808362,0.0,0.0,0.1111111111111111,0.0,0.4014129198879035,0.5108612711535443,0.1928746983240619
16756531,0.5104166666666656,0.6704019653317277,0.5,0.410304178373757,0.3,0.2297578212824886,0.6064865635722919,0.41503510993816,0.125,0.3475274192200286,0.0441682767850053,0.1276263168144086,0.0588235294117647,0.1166666666666666,0.7551905347245396,0.1538461538461538,0.4117647058823529,0.3261893618917834,0.25,0.4285714285714285,0.2059365584127448,0.5050806509393819,0.7290063624885579,0.0,0.0833333333333333,0.0769640547238038,0.1333333333333333,0.1052631578947368,0.3663487066277546,0.2058823529411764,0.8847863088547956,0.0,0.0,0.2222222222222222,0.0,0.4536344328593216,0.5395506773599292,0.1920793173374336
145977385,0.0,0.0,0.0,0.2946907265870128,0.3,0.2620363467227887,0.4362861672128965,0.3649699075934432,0.0,0.573612962198721,0.3869773221300478,0.1205555949765979,0.0,0.05,0.5935494198144018,0.0,0.2647058823529412,0.4900757913164054,0.25,0.0,0.0,0.1708897730440585,0.2536451046779443,0.0,0.0,0.0607160959854614,0.6,0.0,0.3586892957929886,0.0,0.0,0.0,0.25,0.2222222222222222,0.75,0.2071067834980076,0.4562282457027753,0.6396511062903775
137631493,0.375,0.7870232713208046,0.5,0.3463035219057538,0.5,0.210127663293557,0.5648925549852729,0.4669274609807351,0.0,0.3656721018777739,0.4552337331452263,0.1375203348098358,0.1176470588235294,0.0666666666666666,0.5680266687063896,0.1538461538461538,0.3529411764705882,0.1505690808633378,0.375,0.1428571428571428,0.3300760054779953,0.501258192439637,0.2489467397358969,0.3055555555555555,0.0833333333333333,0.0303580479927306,0.1333333333333333,0.1052631578947368,0.6841049945581736,0.2058823529411764,0.5906797130314245,0.0,0.0,0.2222222222222222,0.0,0.4554601741595856,0.5916547145938442,0.3797061427877241
135908417,0.375,0.6266987781192458,0.75,0.4602195677211659,0.5,0.210127663293557,0.6921711954734082,0.3332401897378642,0.0,0.2377444848969938,0.3053040636166009,0.1285516173222375,0.1470588235294117,0.0666666666666666,0.5802152209308157,0.2307692307692307,0.3529411764705882,0.1099071825212697,0.125,0.1428571428571428,0.3378664551043602,0.501258192439637,0.2571620456582876,0.3333333333333333,0.0833333333333333,0.0303580479927306,0.1333333333333333,0.0526315789473684,0.6837663471687394,0.2058823529411764,0.610973069002762,0.0,0.0,0.1666666666666666,0.0,0.4555082926259615,0.629848466414769,0.4388215834343247
44427747,0.0,0.5598483698651869,0.0,0.5056531694270345,0.2,0.4138583108329002,0.5500307854382981,0.3396244051000631,0.125,0.3047302061816583,0.0688640625788604,0.0835527614861954,0.3529411764705882,0.1166666666666666,0.6298570750244666,0.1538461538461538,0.1764705882352941,0.2048542255562165,0.125,0.2857142857142857,0.0,0.536125802950025,0.7489972163849203,0.0,0.0833333333333333,0.0838190978189365,0.0,0.0526315789473684,0.3979167557035245,0.088235294117647,0.8813223641780732,0.0,0.0,0.2222222222222222,0.0,0.463506578422143,0.5687341600223852,0.1389971565031376
5284373,0.5703125,0.9774822796499122,0.2708333333333325,0.3380751812981821,0.1,0.0,0.728232563700266,1.0,0.0,0.0224201170392064,0.0111048982160469,0.057459816186189,0.8235294117647058,0.1166666666666666,0.4371966163029683,1.0,0.5882352941176471,0.3088395101556231,0.25,0.2857142857142857,0.0,0.8144017860823378,0.6181511403579848,0.0,0.4166666666666666,0.8272707408163303,0.0666666666666666,0.894736842105263,0.4315631834699197,0.9411764705882352,0.7584981944778663,0.0,0.0,0.6666666666666666,0.0,0.4661392385517382,0.4688188120894128,0.0567338319567738
137654983,0.375,0.7673666882142355,0.25,0.3443030480607025,0.5,0.210127663293557,0.7350454232893161,0.4669274609807351,0.0,0.3638082972867006,0.5032071334744247,0.1343948726550669,0.2352941176470588,0.0666666666666666,0.5676508486064559,0.1538461538461538,0.3529411764705882,0.1550423206730438,0.375,0.1428571428571428,0.3404995092921182,0.501258192439637,0.2395719666661031,0.2777777777777778,0.1666666666666666,0.0303580479927306,0.1333333333333333,0.1578947368421052,0.7224451378806553,0.2352941176470588,0.5991049622998778,0.0,0.0,0.2222222222222222,0.0,0.5538555871160835,0.6627823972148597,0.7091627741294463
