Method,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression,LogisticRegression
Model,Model 1,Model 1,Model 2,Model 2,Model 3,Model 3,Model 4,Model 4
Values,Mean,Se,Mean,Se,Mean,Se,Mean,Se
Accuracy_test,0.7261200826496017,0.002063786932380738,0.7484400138418024,0.001312519488265549,0.7493428905293987,0.0012792143797447902,0.7507688218419628,0.001306256629014215
Accuracy_train,0.7349420891476376,0.0019236965675917916,0.7584719286659292,0.00022072763556097702,0.7621697788332277,0.00024341656055815313,0.7625024335922537,0.0002510553066715789
F1 Score,0.41494412776325534,0.008510829992207635,0.5039386059377464,0.0030676374718258278,0.5144101694358196,0.0030274083714877066,0.5166780475147141,0.003114476680967632
Precision,0.6574324421057607,0.005621236232088059,0.6913095243019347,0.0036349586220723873,0.6847450349467766,0.003413693866570969,0.6887679529665468,0.0034288409047898484
Recall,0.30906742007147686,0.008209180181629961,0.39734811165845657,0.003180066208916385,0.41298101999420467,0.0033432903575579672,0.41440693518786836,0.0034005264487783466
Roc_auc,0.7186931537122225,0.003241074445947398,0.7419812567308584,0.002042281263941282,0.7432565355385933,0.0020657157167569234,0.7460892265236478,0.0021044022793999303
