cid,Probability of nontox,Probability of tox
502229,0.3136072338593673,0.6863927661406327
10850803,0.3136879940972326,0.6863120059027674
49784137,0.31375970549792265,0.6862402945020774
10469813,0.3138031648223545,0.6861968351776455
121487874,0.31384261298984417,0.6861573870101558
493439,0.31403234815193837,0.6859676518480616
353671,0.31464023640342575,0.6853597635965742
14430355,0.31480800938287457,0.6851919906171254
331904,0.3148080093828748,0.6851919906171252
118989478,0.3148584164673358,0.6851415835326642
54101612,0.3148584164673358,0.6851415835326642
14803093,0.3148584164673358,0.6851415835326642
6441200,0.3148584164673358,0.6851415835326642
10220985,0.3148584164673358,0.6851415835326642
54101611,0.3148584164673358,0.6851415835326642
69527463,0.3150600174285496,0.6849399825714504
12777819,0.3156429440948574,0.6843570559051426
93515751,0.3156429440948574,0.6843570559051426
91810866,0.31586411573449846,0.6841358842655015
94001662,0.31586411573449846,0.6841358842655015
13108018,0.31586411573449846,0.6841358842655015
13463,0.31586411573449846,0.6841358842655015
5327118,0.31586411573449846,0.6841358842655015
1268279,0.31586411573449846,0.6841358842655015
24206417,0.31586411573449846,0.6841358842655015
134695307,0.31586411573449846,0.6841358842655015
10966430,0.31616089913483325,0.6838391008651667
57346774,0.31637340835368943,0.6836265916463106
129653012,0.3167110080366947,0.6832889919633053
23629091,0.31762914134528475,0.6823708586547153
492117,0.31811164166100103,0.681888358338999
492116,0.31811164166100103,0.681888358338999
