cid,Probability of nonactivity,Probability of activity
135618021,0.2576831,0.7423169
72195,0.25811082,0.7418892
22027846,0.25811082,0.7418892
3012227,0.2584287,0.7415713
14159235,0.2584678,0.7415322
72212335,0.2584678,0.7415322
29982346,0.25866324,0.74133676
11697766,0.25866324,0.74133676
45039581,0.25866324,0.74133676
452093,0.2592805,0.7407195
14430333,0.2592805,0.7407195
44401919,0.25936395,0.74063605
15172876,0.2594567,0.7405433
71435310,0.26047975,0.73952025
370629,0.2605458,0.7394542
10704791,0.2605458,0.7394542
250899,0.26073623,0.7392638
604832,0.2610476,0.7389524
3004988,0.2615835,0.7384165
490623,0.26215333,0.7378467
490621,0.26215333,0.7378467
11196791,0.2624324,0.7375676
125493863,0.26260167,0.7373983
125493861,0.26260167,0.7373983
135497097,0.2633404,0.7366596
131885200,0.2643602,0.7356398
70928815,0.26466846,0.73533154
121486895,0.26467234,0.73532766
6334197,0.26524413,0.7347559
11723585,0.26525557,0.7347444
87150598,0.2656752,0.7343248
515214,0.26644272,0.7335573
490627,0.26669353,0.73330647
21634250,0.26732785,0.73267215
121228751,0.26827127,0.73172873
136226316,0.2685616,0.7314384
178714,0.2685616,0.7314384
128650,0.2685616,0.7314384
131885345,0.2690465,0.7309535
57368268,0.26998508,0.7300149
21854434,0.27007383,0.72992617
10041129,0.27017176,0.72982824
131885132,0.27018672,0.7298133
11034553,0.27118832,0.7288117
135511113,0.2713104,0.7286896
25182693,0.27216363,0.7278364
46741359,0.2730115,0.7269885
14191021,0.27315187,0.7268481
92231367,0.27320224,0.72679776
18661222,0.27320224,0.72679776
21854257,0.27338815,0.72661185
98519907,0.27338815,0.72661185
14806063,0.27409536,0.72590464
196710,0.27409536,0.72590464
10424703,0.27452385,0.72547615
472636,0.27486956,0.72513044
513477,0.27511162,0.7248884
131881445,0.27521187,0.7247881
92233380,0.27521187,0.7247881
136219930,0.27566183,0.7243382
3011894,0.2760049,0.7239951
14430336,0.27643955,0.72356045
129570363,0.27650964,0.72349036
6509778,0.27674502,0.723255
