OPTUM_LAB_ID,ESOL,MRcons,SHED_LL,QED,MaxaaCH,SpMax1_Bh(p),Eta_D_psiA,O%,SpMaxA_EA(dm),VE1_H2,VE1_B(m),P_VSA_charge_6,IC4,H-047,VE2sign_B(v),SpMAD_EA(dm),VE2sign_B(m),CATS2D_04_LL,CATS2D_03_AL,J_D/Dt,F04[C-N],Chi1_EA(dm),VE2sign_H2,MATS3e,SHED_DL,P_VSA_s_3,SssCH2,RPCG,GATS4m,F04[O-O],GATS3e,GATS3m,SpMAD_AEA(dm),qnmax,P_VSA_charge_2,P_VSA_charge_13,F05[O-O],MATS3m,GATS7i,max_conj_path,F02[N-O],SaaaC,MaxaaN,CATS2D_05_DA,MATS1v,Eta_D_epsiD,CATS2D_09_DL,P_VSA_charge_3,MaxssNH,GATS2i,GATS7p,MDEC-12,C-028,P_VSA_charge_12,F02[C-N],nROR,O-058,F03[N-O],nN(CO)2,H-046,P_VSA_MR_7,MATS8e,CATS2D_08_DL,ChiA_X,CATS2D_06_DL,s34_phRelSize,CATS2D_04_AA,C-002,nRNR2,nRCONHR,P_VSA_charge_14,GATS2p,P_VSA_ppp_hal,s2_numAroBonds,B09[O-O],SM1_Dz(Z),B02[N-O],H-051,C-033,Eig08_EA(dm),B10[C-O],F09[N-N],GATS7e,F06[N-N]
53300413.0,0.3749719185631984,0.8381022006675891,0.9473707301107998,0.3829939353048156,0.8915863518609135,0.5723762255370612,0.4142022288385475,0.2358370831891086,0.0956478810420619,0.7221181944736099,0.3516136321620813,0.3862594721514925,0.8149067442814009,0.7222222222222222,0.0115244842171539,0.2426726605756457,0.0047440151112699,0.0789473684210526,0.5,0.2330626858437149,0.696969696969697,0.5556407036497446,0.0094050736563416,0.6348662310320992,0.9308579162077002,0.5609244734291963,0.4542846623870974,0.1114566712476145,0.5652079258822725,0.0,0.4182804498222376,0.6316882366972185,0.5208283777790434,0.6555809936701538,0.8248504510668638,0.0,0.0,0.3872155445734538,0.7224793380631981,0.2307692307692307,0.5714285714285714,0.0108734296071402,0.0,0.0,0.4887865610588291,0.1034012840865987,0.1,0.0,0.7145812930661185,0.6983836520264944,0.5179498023463078,0.6404327956966201,0.0,0.0,0.6666666666666666,0.0,0.5714285714285714,0.5,0.0,0.4375,0.0,0.5002714831555355,0.0,0.745918897815244,0.3333333333333333,0.5208333333333325,0.0,0.375,0.5,0.3333333333333333,0.6542113383171048,0.6862757876579227,0.0,0.0,1.0,0.5728276458984453,1.0,0.0,0.0,0.5498573992282151,1.0,0.4,0.4868715959468677,0.3
49795501.0,0.483465401215494,0.3056268381314162,0.6134795659850216,0.9274283257866844,0.7056900911022732,0.5563410100454353,0.5435940652228313,0.2541689573025475,0.1859565523447079,0.422646967688197,0.2757595229477754,0.1533985066086444,0.5715529178993732,0.2222222222222222,0.0314603231038003,0.1796915972626935,0.0214396011086187,0.0789473684210526,0.3636363636363636,0.1676230705401015,0.2121212121212121,0.2517533851672268,0.0272187083026186,0.4394498217868736,0.436271708077851,0.36262961881063,0.2137100014132597,0.3482003485189998,0.5102878993622623,0.0833333333333333,0.5078559217886824,0.5691410122572327,0.5251302282392212,0.8549206906979897,0.3999999999999992,0.500000000000001,0.125,0.4566056195867284,0.7124759464322722,0.3076923076923077,0.2857142857142857,0.0108734296071402,0.7527357754240737,0.0,0.5110738060535305,0.1055309449924685,0.2,0.1513859328438601,0.7176972289821151,0.5996081904499427,0.4995994395128647,0.1805473482070367,0.25,0.0,0.3703703703703703,0.0,0.2857142857142857,0.25,0.0,0.15625,0.1190013769039864,0.5641749386826762,0.1333333333333333,0.6547537862790023,0.1111111111111111,0.5555555555555549,0.1666666666666666,0.1875,0.0,0.0,0.0,0.6854221204830201,0.095534044853529,0.0,0.0,0.3816054029001181,1.0,0.0,0.0,0.3174603174603174,1.0,0.0,0.5063512930904078,0.1
9551212.0,0.5436008475915737,0.5060360364636475,0.8431876220143495,0.5613559282726035,0.0,0.7827820758207844,0.3842742035919217,0.1612186096851101,0.2323258988897013,0.2898734357185997,0.2840545172941926,0.0465648680378732,0.7280687583154066,0.3333333333333333,0.0965831596370402,0.3642460347704551,0.0288700505564538,0.131578947368421,0.2272727272727273,0.179085619512083,0.3333333333333333,0.4184954342734125,0.0272469477021896,0.4448387569866363,0.622571133310868,0.8242752795953319,0.662400268534773,0.2148002854215941,0.6607856047254684,0.0,0.5081449097049582,0.5878332835080513,0.4153928868848942,0.8561048098119837,0.6248504510668647,0.2500000000000005,0.125,0.4900705322723268,0.6053148415531823,0.3461538461538461,0.4285714285714285,0.0108734296071402,0.0,0.375,0.543059709559463,0.1536392022037758,0.1,0.1698578749297064,0.7720901291156291,0.5607919793820174,0.3986723755019767,0.1057484011812098,0.0,0.4351756708558053,0.3703703703703703,0.0,0.4285714285714285,0.125,0.0,0.3125,0.0,0.4987630163825555,0.2,0.825177113499592,0.3333333333333333,0.0,0.0833333333333333,0.5625,0.5,0.6666666666666666,0.0,0.5916341498537964,0.0,0.0,0.0,0.5420653096944343,1.0,0.4444444444444444,0.0,0.407042990320219,1.0,0.2,0.4026791486779781,0.0
53300217.0,0.3574069312362432,0.5035966948193765,0.7335848341137099,0.5620620117199863,0.848486191190385,0.6477445865636104,0.3915779798549845,0.2803573488931749,0.2876875658939077,0.4070650038234122,0.6050202505068143,0.7631239097707017,0.7513705473039425,0.4166666666666666,0.1249456603744363,0.4142073769985759,0.0032130549151027,0.2894736842105263,0.5454545454545454,0.2259713176003377,0.2121212121212121,0.2926512868366731,0.1349597692100642,0.3490411240722896,0.4644830834801657,0.4502061351340181,0.1769504979991468,0.3216823916100405,0.5849561511667708,0.0,0.5848055416464567,0.5237702897476606,0.5075086722258035,0.7120795934977271,0.3999999999999992,0.0,0.125,0.404326716594009,0.6253376336016331,0.2307692307692307,0.2857142857142857,0.0108734296071402,0.0,0.25,0.5685775384629315,0.0790259532473717,0.4,0.2544491586483645,0.7519223514707671,0.5406080718059288,0.4228799702986963,0.1146642705486078,0.0,0.4351756708558053,0.2222222222222222,0.0,0.4285714285714285,0.0,0.0,0.1875,0.5497499636942953,0.5591774705239871,0.0666666666666666,0.6446914409739861,0.1111111111111111,0.285714285714285,0.1666666666666666,0.25,0.0,0.3333333333333333,0.2500000000000004,0.4732830700539666,0.4999999999999999,0.0,0.0,0.6563625288736096,1.0,0.3333333333333333,0.0,0.3174603174603174,1.0,0.0,0.3987321507734613,0.0
1254489.0,0.3912900845413617,0.4872766525140771,0.8257534033546476,0.6216627017652966,0.87345480274962,0.5727971377497427,0.4223376570257434,0.3110609804132205,0.1384377225608794,0.8907318588943112,0.4838934722869112,0.2065619548853509,0.5661906307587123,0.6388888888888888,0.0803608773141314,0.2474952080124369,0.0309600670560516,0.0789473684210526,0.5454545454545454,0.1010224753102366,0.2424242424242424,0.3861094502400007,0.0973682689627412,0.35799265559779,0.3524719199454518,0.4622451972238277,0.2445677253267088,0.1849432820907419,0.6509169434807898,0.0,0.6450362582755619,0.5964806354755339,0.4748879507344625,0.6845956156774707,0.3999999999999992,0.500000000000001,0.125,0.3131825757257521,0.6013862619454821,0.3076923076923077,0.2857142857142857,0.0108734296071402,0.0,0.25,0.506029527173351,0.0806920799262042,0.0,0.0,0.7586995756116599,0.5606817116049464,0.3890630677381968,0.0,0.0,0.0,0.3703703703703703,0.0,0.2857142857142857,0.0,0.0,0.0,0.2377322250927052,0.4690493339809446,0.0,0.8035563840874147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4697887529871901,0.2499999999999999,0.0,0.0,0.5386295799311436,1.0,0.0,0.0,0.3174603174603174,1.0,0.0,0.3043469966368067,0.0
49790973.0,0.3820833192578472,0.4573603766834839,0.7625632269995068,0.610022108328284,0.8911582031416786,0.6846206153856924,0.3448810183627336,0.209426756076527,0.2543200523043036,0.5855557765404877,0.3810000724012696,0.293129736075746,0.6384503117089977,0.25,0.0872243066306786,0.2712688706085464,0.1508502637327534,0.3157894736842105,0.2272727272727273,0.1831339311308482,0.2424242424242424,0.2699059966138995,0.2664429863865273,0.3911870196824198,0.6403964673750026,0.2854691014748198,0.0945630537168459,0.2803236694363243,0.6104961921886938,0.0,0.787464341041417,0.7014918500529794,0.5100849404526633,0.7179693313822879,0.3999999999999992,0.2500000000000005,0.0,0.1698527880404127,0.6101160924659508,0.4615384615384615,0.4285714285714285,0.0108734296071402,0.8508116690686666,0.125,0.6149733008794896,0.1550839745180774,0.1,0.1698578749297064,0.772444799274266,0.5185701862791471,0.4403581689993773,0.3394364653274953,0.0,0.4402608416343151,0.2962962962962963,0.0,0.2857142857142857,0.125,0.0,0.21875,0.1019310217370201,0.5201038187148187,0.1333333333333333,0.791823603077745,0.5555555555555556,0.3125,0.0,0.0625,0.0,0.6666666666666666,0.0,0.5651050904468521,0.0,0.1818181818181818,1.0,0.2711890049576416,1.0,0.3333333333333333,0.0,0.3174603174603174,1.0,0.2,0.4838496627790277,0.0
49795509.0,0.4192033603444232,0.3388249946380683,0.5635200704772777,0.7535600706691804,0.8559077428893607,0.6678260719768367,0.4665892005266391,0.4460141515129567,0.2781625572078322,0.338554108562952,0.3127845119896244,0.3065619548853504,0.5974452154178487,0.25,0.0980508857593183,0.2889921937695104,0.0248996472567291,0.1842105263157894,0.3181818181818182,0.1563647199270017,0.1515151515151515,0.2235836883671464,0.1058980236671881,0.3950213081639678,0.4401941686994211,0.384274411383581,0.1050582863342701,0.2640662444650752,0.6440197461875218,0.0,0.5553496234949193,0.6292535095501905,0.5050032451640769,0.7139705080939727,0.2,0.2500000000000005,0.0,0.1934618559321733,0.5961473605710397,0.4615384615384615,0.2857142857142857,0.0108734296071402,0.8361616926122427,0.25,0.5617769325666105,0.1004080180983592,0.0,0.1698578749297064,0.7450110634807822,0.4355283763348861,0.3895562038776844,0.0,0.0,0.5302433711267228,0.1851851851851851,0.0,0.1428571428571428,0.125,0.0,0.0,0.3396632468297247,0.5118207850281636,0.1333333333333333,0.8615065872354535,0.2222222222222222,0.3571428571428575,0.0,0.0625,0.0,0.3333333333333333,0.0,0.4206674503040882,0.2499999999999999,0.1818181818181818,0.0,0.5017433914955676,1.0,0.0,0.0,0.3174603174603174,1.0,0.0,0.4475579240724287,0.0
135476841.0,0.4087396582476185,0.3078635245675218,0.4311383152867243,0.7188384531706066,0.8410737566196077,0.6975512528891485,0.1638722181414994,0.0546499553237222,0.0649460920655975,0.3920060611477902,0.3530987361835331,0.2825891206659593,0.5091466966083287,0.1111111111111111,0.0976399084107443,0.0274753136068104,0.0376912812301797,0.0,0.1818181818181818,0.1939834018598881,0.4545454545454546,0.149985206894359,0.1276121687572585,0.513962538464134,0.4136404161739867,0.1934858699494517,0.3525788198928996,0.4426259331687245,0.3156888476206622,0.0,0.4955580863410835,0.465016818019248,0.3325952602163733,0.6564607744055031,0.1437428051906945,0.0,0.0,0.4327505088908555,0.6620361453183843,0.576923076923077,0.0,0.1226050214738215,0.9185861977254028,0.375,0.6069572055242329,0.1996225371752793,0.1,0.1698578749297064,0.9509618808570508,0.6721978218043153,0.481134162647991,0.0,0.25,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.1875,0.3132332857758058,0.4910192986453385,0.1333333333333333,0.8647337908087991,0.2222222222222222,0.0,0.0833333333333333,0.3125,0.0,0.0,0.0,0.4649187081943965,0.2934590373326273,0.0,0.0,0.4231114525882681,0.0,0.0,0.3333333333333333,0.3174603174603174,0.0,0.0,0.4512697731401083,0.0
49795494.0,0.465266768585975,0.4097624319823646,0.6960448593965276,0.3732562752267111,0.888433904909075,0.5696717975536201,0.399792774455019,0.1399472801341965,0.1142460801335742,0.6560671655173802,0.2920672824346668,0.0999999999999999,0.6705623416124211,0.3611111111111111,0.2950872810552214,0.1370595363400082,0.037743963417808,0.0526315789473684,0.1363636363636363,0.0841542893241021,0.2727272727272727,0.5304124315365425,0.1226722133522888,0.2793292750821691,0.622611804604853,0.5099144172999709,0.1324715985619598,0.0926544225203069,0.6295281076454139,0.0,0.7151001523962408,0.6226047483287549,0.1385540444110047,0.6710760675021169,0.0,0.0,0.0,0.2025552282283881,0.7027574022582118,0.2307692307692307,0.0,0.0108734296071402,0.9002548810587698,0.0,0.6171114350250013,0.3288160833953838,0.1,0.5095736247891183,0.8337929696381055,0.5155848571990739,0.5212050972628295,0.0770968399526979,0.25,0.0,0.3333333333333333,0.0,0.0,0.125,0.0,0.0,0.4151643075128259,0.4719935174842774,0.2,0.8897546173536455,0.2222222222222222,0.5833333333333325,0.0833333333333333,0.0625,0.0,0.0,0.0,0.603108328155214,0.0,0.0,0.0,0.5146901623137915,0.0,0.0,0.6666666666666666,0.3174603174603174,1.0,0.4,0.3201932168099186,0.2
49792675.0,0.2893158118235781,0.4856283943473916,0.7300632591440643,0.3450153844479687,0.8241438361981724,0.6884523814841934,0.3813743095729713,0.224707016763092,0.1461287071475945,0.5045985591605755,0.5823160059650592,0.509688777808575,0.6700210217037157,0.4722222222222222,0.0059866443193365,0.1804945795040579,0.0836062524964458,0.1052631578947368,0.6363636363636364,0.2149601830849122,0.3636363636363636,0.2475081688037969,0.1460949543139579,0.4307470543900714,0.0,0.3594098006205519,0.1184436344065922,0.2498849516981696,0.418056908490744,0.0,0.616435691377762,0.5758774494436736,0.428117206151799,0.6711036770101114,0.235082989741457,0.2500000000000005,0.125,0.3310061417313024,0.5251306444248866,0.3461538461538461,0.1428571428571428,0.1020916720166485,0.9320781473331314,0.0,0.4129123245077968,0.0,0.0,0.1698578749297064,0.0,0.3900595610071514,0.3208203835625469,0.2980979076168291,0.25,0.0,0.2962962962962963,0.0,0.1428571428571428,0.25,0.0,0.09375,0.57739547192243,0.6324539080580195,0.0,0.5904000337034176,0.0,0.0,0.0833333333333333,0.0625,0.0,0.0,0.0,0.2533180725137577,0.4999999999999999,0.0,0.0,0.6327962347245896,1.0,0.2222222222222222,0.3333333333333333,0.3174603174603174,1.0,0.0,0.5037111243764298,0.0
