cid,Probability of non-cal27,Probability of cal27
5274310,0.4020913808282237,0.5979086191717763
9796227,0.40213271065440825,0.5978672893455917
101039156,0.4023012861756057,0.5976987138243943
14409039,0.4023631521722809,0.5976368478277191
452061,0.4023631521722809,0.5976368478277191
10735437,0.4023731875681348,0.5976268124318652
136663945,0.402393208001096,0.597606791998904
135600340,0.402393208001096,0.597606791998904
92268298,0.40251454572075573,0.5974854542792443
3012563,0.4026798194977741,0.5973201805022259
14367012,0.40281037967305156,0.5971896203269484
273017,0.40285663667962734,0.5971433633203727
5271817,0.40287457063800947,0.5971254293619905
136842861,0.40301250041644243,0.5969874995835576
135854977,0.40301250041644243,0.5969874995835576
122130429,0.4030518282540777,0.5969481717459223
15928623,0.4033390007643243,0.5966609992356757
135618594,0.4033602398903321,0.5966397601096679
121487053,0.4034228530625702,0.5965771469374298
3012551,0.4035374526697254,0.5964625473302746
124301793,0.40373716637074664,0.5962628336292534
228966,0.40373716637074664,0.5962628336292534
124528039,0.4037857101092739,0.5962142898907261
96312,0.4042138450976652,0.5957861549023348
92231360,0.4042138450976652,0.5957861549023348
490622,0.4042506664804265,0.5957493335195735
136257804,0.4045544154927262,0.5954455845072738
137090331,0.4045544154927262,0.5954455845072738
135511868,0.4045544154927262,0.5954455845072738
136843263,0.4045544154927262,0.5954455845072738
135509485,0.4045544154927262,0.5954455845072738
172391,0.4046079193064266,0.5953920806935734
5276640,0.4046079193064266,0.5953920806935734
10708101,0.40475222824934864,0.5952477717506514
135742141,0.4048993469770973,0.5951006530229027
136629981,0.404951062576565,0.595048937423435
136232705,0.404951062576565,0.595048937423435
136065188,0.40495714588396603,0.595042854116034
135465599,0.40495714588396603,0.595042854116034
135622951,0.40495714588396603,0.595042854116034
135933068,0.40495714588396603,0.595042854116034
136062166,0.40495714588396603,0.595042854116034
136826947,0.40495714588396603,0.595042854116034
135627705,0.40495714588396603,0.595042854116034
99678,0.4051089821455466,0.5948910178544534
131849184,0.4051192144747624,0.5948807855252376
354624,0.4051511223434373,0.5948488776565627
9882903,0.4051511223434373,0.5948488776565627
121012732,0.40517975666340833,0.5948202433365917
9883997,0.40523553419852376,0.5947644658014762
137138632,0.40525697758034573,0.5947430224196543
135789978,0.40525697758034573,0.5947430224196543
135959545,0.40525697758034573,0.5947430224196543
137138689,0.40525697758034573,0.5947430224196543
136084225,0.40529149817020604,0.594708501829794
135429682,0.4052927161533719,0.5947072838466281
136737001,0.4052927161533719,0.5947072838466281
135409288,0.4053764116025925,0.5946235883974075
136472445,0.4053764116025925,0.5946235883974075
135410907,0.4053764116025925,0.5946235883974075
136062187,0.4053764116025925,0.5946235883974075
489880,0.4053850650784453,0.5946149349215547
14842848,0.4054522110683557,0.5945477889316443
73545,0.40562139600432634,0.5943786039956737
92261995,0.40562139600432634,0.5943786039956737
155906292,0.4056287194465996,0.5943712805534004
136088501,0.40566407118457704,0.594335928815423
135718453,0.40566407118457704,0.594335928815423
22875360,0.4057466829162206,0.5942533170837794
492201,0.40575422977028186,0.5942457702297181
172392,0.40576673574146094,0.5942332642585391
5276641,0.40576673574146094,0.5942332642585391
25728863,0.40579415505084193,0.5942058449491581
11276944,0.40579415505084193,0.5942058449491581
7272023,0.40579415505084193,0.5942058449491581
126968805,0.40579415505084204,0.594205844949158
139024751,0.40579415505084204,0.594205844949158
251784,0.40579415505084215,0.5942058449491578
