cid,MATS3e,CATS2D_04_DL,MATS1i,SHED_DA,O-056,nRNHO,CATS2D_00_DA,P_VSA_charge_3,MATS1m,GATS3e,QED,GATS6v,CATS2D_03_DL,minsssN,MATS2e,F07[N-O],P_VSA_charge_4,VE2sign_H2,B08[N-O],GATS8v,CATS2D_07_LL,GATS1p,C-030
444795,0.5211533760902397,0.1428571428571428,0.8196449870366198,0.0598198582706338,0.0,0.0,0.125,0.2305339090484761,0.2204148017729899,0.1933706417148645,0.564142955992157,0.4245616291899335,0.0769230769230769,0.0,0.7097798162568807,0.0,0.0,0.8841765088712641,0.0,0.4175277281198509,0.3,0.5181808572527622,0.0
446378,0.6846219467050674,0.2857142857142857,0.7222860675551157,0.3941270317691753,0.25,0.0,0.25,0.4610678180969513,0.3611369228645404,0.7040873384532321,0.0792196729829773,0.6881609444591044,0.2307692307692307,0.0,0.599269930769496,0.0,0.0,0.1486926187941528,0.0,0.58608999958791,0.45,0.6833982096538795,0.0
448013,0.4294136634062397,0.2142857142857142,0.7725810240832434,0.2945663818789464,0.25,0.0,0.25,0.1538932181903053,0.426587382843008,0.8701950350555153,0.3924523688625708,0.5813880086188657,0.3846153846153846,0.0,0.447561277862904,0.1666666666666666,0.0,0.1717347232389335,0.0,0.5505432390848153,0.475,0.5234170916498735,0.0
479503,0.5032721245413898,0.2857142857142857,0.9441519505734084,0.2015882675615083,0.125,0.0,0.375,0.0,0.1117712310499118,0.5418245517319306,0.5898879253986653,0.7080412766460806,0.4615384615384615,0.0,0.3353079738126341,0.0,0.0,0.016490783415051,0.0,0.6250877970116544,0.125,0.3313242136243655,0.0
521106,0.7422446475405392,0.2857142857142857,0.9628521396226156,0.0598198582706338,0.0,0.0,0.25,0.0,0.9019920192117692,0.3589420738997706,0.4280524777562741,0.683844450226472,0.3076923076923077,0.0,0.3339588090147717,0.0,0.0,0.0,0.0,0.6550883850746807,0.375,0.0554020947992475,0.0
560326,0.968922875833144,0.0,0.2568370808920582,0.0986659702617684,0.0,0.0,0.0,0.4610678180969513,0.2936105791179949,0.3230721870327629,0.4168816213030805,0.6798654666044308,0.0,0.0,0.3351857529585715,0.0,0.0,0.1591503086417564,0.0,0.5646773312237958,0.0,0.9999999999999998,0.0
644241,0.4982715528613283,0.3571428571428571,0.6594265287956775,0.3856837261414134,0.0,0.0,0.0,0.461679654570915,0.3552699012788938,0.2965930886081934,0.2631414611707807,0.6796622429132959,0.4615384615384615,0.0,0.8659220914624002,0.1666666666666666,0.3612802754529961,0.1202305020164603,1.0,0.6848740493190708,0.35,0.3912186769407702,0.0
984170,0.5607403197718964,0.5,0.897567612585248,0.5075883291934001,0.0,0.0,0.25,0.0,0.3488858135097444,0.6599479006720196,0.694068898013013,0.675907153083852,0.3846153846153846,0.0,0.2297405339398064,0.25,0.1341348113882462,0.3211208853617369,0.0,0.7225980483035768,0.15,0.3715466151536348,0.0
2314623,0.6283327503262819,0.0,0.8545634547655944,0.0,0.0,0.0,0.0,0.0,0.46611593310362,0.5115864985904431,0.791919687575986,0.8000585174390478,0.0,0.0,0.3242290150753211,0.0,0.0,0.4277501695246404,0.0,0.430337794890552,0.05,0.163275364981543,0.0
3005532,0.7306308058648663,0.4285714285714285,0.8097162877472885,0.2743192986501771,0.0,0.0,0.0,0.2305339090484761,0.219772198084413,0.3997869377008806,0.3761185280426148,0.6760762655936815,0.3076923076923077,0.0,0.4474145654567989,0.0,0.5697943312653415,0.1253307974883892,0.0,0.6720675936106548,0.125,0.3818297235882906,0.0
3463933,0.3675518575682176,0.1428571428571428,0.8586046780936226,0.1717874319790822,0.0,0.0,0.0,0.0,0.540919188179166,0.5263278472951082,0.8197780917010761,0.5752950795354592,0.3076923076923077,0.0,0.6716180634758426,0.1666666666666666,0.3567128857923595,0.5575682010206096,0.0,0.7944433955810817,0.25,0.3927624310118219,0.0
5278396,0.446301424941196,0.0,0.7242050618788349,0.0,0.0,0.0,0.0,0.0,0.4925930946462364,0.8058291167344119,0.7766768070931968,0.7024925456750809,0.0,0.8494038499026361,0.2154940786303135,0.0,0.0,0.1220220287162718,0.0,0.6848666145934137,0.15,0.251126768811836,0.0
5280757,0.4517085991858165,0.5714285714285714,0.7177536275809145,0.7365595283643168,0.5,0.0,0.5,0.6916017271454274,0.3575322268062332,0.8103267820757561,0.0285988593274764,0.7374700923169584,0.5384615384615385,0.0,0.5118131597576064,0.0,0.0,0.0711806161644801,0.0,0.6746235387171156,0.775,0.674563425331103,0.0
5280953,0.4545154800418206,0.0714285714285714,0.6964980505927496,0.1196397165412676,0.0,0.0,0.0,0.0,0.4636639007873587,0.7295486919655315,0.7606316610399083,0.6930023657073777,0.2307692307692307,0.0,0.1655855598341809,0.0833333333333333,0.0,0.3866889952612807,0.0,0.6756776052895197,0.0,0.3791392401923386,0.0
5311497,0.7541171687897481,0.5,0.6596061884754179,0.4820325220996176,0.125,0.0,0.125,0.4610678180969513,0.5052742599141058,0.325411755024248,0.1742332137890672,0.6514297378979362,0.4615384615384615,0.8046576089236082,0.3854118341511139,0.3333333333333333,0.0,0.2006399851474437,1.0,0.6666106907929785,0.775,0.5258236790681121,0.0
5328940,0.6839002345777525,0.0714285714285714,0.5299186200481261,0.2614946946070994,0.0,0.0,0.0,0.0,0.3640068603392316,0.5309432762931524,0.4650771281236444,0.6104813646274898,0.2307692307692307,0.9622175235902892,0.0380194294443764,0.25,0.2500233432861791,0.017612894992968,1.0,0.6326533032477835,0.1,0.4630301801143656,0.0
5330286,0.5394329343908181,0.0714285714285714,0.5286030339612727,0.5429059187552562,0.0,0.0,0.0,0.3077864363806097,0.4805200579275237,0.6182726561236972,0.6914088867477038,0.725882635730678,0.0769230769230769,0.7064906787074051,0.5086810036608146,0.0,0.1351210967661009,0.3487555385659849,1.0,0.5703964666233188,0.15,0.532007855799737,0.0
5460769,0.7172657245556152,0.3571428571428571,0.7423834934715334,1.0,1.0,0.0,1.0,1.0,0.3154022451242712,0.5980631779276545,0.0,0.6389279754276044,0.5384615384615385,0.0,0.3626777196955562,1.0,0.0,0.0100032180857822,1.0,0.6218417534536917,0.025,0.4774900210097797,0.0
6450551,0.5345711231050554,0.4285714285714285,0.870045821117926,0.3589191496238029,0.0,0.0,0.0,0.0,0.4360086604137213,0.5476926053835128,0.553429534265569,0.6973211957915911,0.2307692307692307,0.0,0.3805675538092053,0.0,0.1341348113882462,0.3112883111903435,1.0,0.6461097272624544,0.2,0.2318639309818357,0.0
6505803,0.6993916760593327,0.4285714285714285,0.7460331971569426,0.666358220657813,0.125,0.0,0.125,0.2305339090484761,0.2996847988647129,0.4873957244999488,0.20587395634282,0.7369361451511346,0.6923076923076923,0.0,0.4128498177650631,0.25,0.0,0.1796709244416315,1.0,0.6210244251484743,0.45,0.5918031548582605,0.0
6857681,0.6302003198632959,0.0714285714285714,0.8608213380103583,0.0,0.125,0.0,0.125,0.0,0.3239441658142018,0.0,0.7129879578781803,0.43818797594105,0.1538461538461538,0.0,0.2664729832057833,0.0,0.0,0.5285842443528612,0.0,0.7558544167396681,0.125,0.5433737832346606,0.0
6918289,0.7796054559138683,0.2857142857142857,0.7166665577489725,0.8405575051983593,0.5,0.0,0.5,0.2305339090484761,0.3502808400387209,0.4695643107172048,0.0598680890483428,0.7043275600329408,0.4615384615384615,0.4760413352702299,0.3744920091823228,0.0833333333333333,0.0,0.080839034182179,1.0,0.6455718337637987,0.95,0.6822156100952117,0.0
6918454,0.8710101959244894,0.2857142857142857,0.8274492568976436,0.2392794330825352,0.0,0.5,0.0,0.4634098875052814,0.2529617488971876,0.3590531384116531,0.4983671907661289,0.560319479556763,0.4615384615384615,0.0,0.2871946315129695,0.0,0.0,0.0807310570829695,0.0,0.6557545104109481,0.175,0.0591999190612235,0.0
6918837,0.7415649993599971,0.4285714285714285,0.8986377885964802,0.4187390078944367,0.125,0.5,0.125,0.1326886992823538,0.3056595341086442,0.2378905112073737,0.2413653968196106,0.6834131455220852,0.6153846153846154,0.0,0.3542564715564713,0.0,0.0,0.0442650152428796,0.0,0.526566074512968,0.175,0.3308068999828035,0.0
9826528,0.7745468229170493,0.1428571428571428,0.8130125444679419,0.4875949657817716,0.25,0.5,0.25,0.6005673104609389,0.2343938530632125,0.4104252492263858,0.3915802897169581,0.6002680252138985,0.3076923076923077,0.0,0.1702911200164982,0.0,0.0,0.0843165910796217,1.0,0.6297959466673767,0.075,0.0798518938355648,0.0
9829523,0.6643151734296249,0.1428571428571428,0.6558078114451719,0.3435064131153675,0.0,0.0,0.0,0.0,0.5274551559855543,0.7058689139481952,0.2764715737112501,0.7141607547356738,0.1538461538461538,0.7490699945924699,0.4126819650221731,0.0833333333333333,0.0,0.2385419264869964,1.0,0.6930079034378852,0.375,0.381363423374251,0.0
9914412,0.5806644627579232,0.2142857142857142,0.5990687517202893,0.6222437743700021,0.0,0.0,0.0,0.3077864363806097,0.4767425830842372,0.6755218382020868,0.3611415926324743,0.6641036180344981,0.5384615384615385,0.9798163914605064,0.1862743471601859,0.1666666666666666,0.0,0.1209917588657139,0.0,0.6614057754773593,0.2,0.5053054524689553,1.0
9931954,0.5653246651384113,0.3571428571428571,0.7985313312340818,0.1794595748119014,0.0,0.0,0.0,0.1371574229556584,0.3467483053472273,0.3985772782300272,0.7267731382889683,0.7147414679994117,0.6923076923076923,0.0,0.3381700801896032,0.0,0.0,0.2168456567681603,0.0,0.6587393706354457,0.1,0.32168844466646,0.0
9938203,0.6926218054597829,0.0,0.6936579468896493,0.0,0.0,0.0,0.0,0.0,0.4575924415064203,0.2611328827651404,0.4058626782833993,0.7485618028309258,0.0,0.8924919766419834,0.5379349423861577,0.0,0.3612802754529961,0.1547967920314291,0.0,0.6317089654151289,0.125,0.4654351395472685,0.0
9943465,0.6279853481219935,0.0714285714285714,0.6702360314003546,0.1794595748119014,0.0,0.0,0.0,0.0,0.4364207729611136,0.4549923463420472,0.795144409919437,0.5245167882761222,0.1538461538461538,0.0,0.3806997837027771,0.0,0.0,0.0393523768511472,0.0,0.7133574353300692,0.05,0.3142655174181899,0.0
9956119,0.3628614817226707,0.2857142857142857,0.6188729124084239,0.3771820864511904,0.0,0.0,0.0,0.6155728727612194,0.271233306871571,0.7428992326487566,0.3540466284989779,0.7244225193427931,0.0769230769230769,0.0,0.4261955423903295,0.0,0.2500233432861791,0.291984536774101,0.0,0.7690007608748318,0.025,0.2772873761922848,0.0
10033008,0.3866849492461489,0.7142857142857142,0.7835105462531465,0.4304406873792569,0.0,0.0,0.5,0.0,0.3072129967733092,0.8175430934952025,0.1295126200214219,0.682016939027862,0.1538461538461538,0.0,0.4307372760029785,0.0,0.0,0.0,0.0,0.6813021001066899,0.7000000000000001,0.4916192250562658,0.0
10077147,0.5563016345242342,0.3571428571428571,0.6394253122991609,0.2936623357271988,0.0,0.0,0.0,0.3844271272387805,0.2646754970476017,0.6097424788488243,0.2010857773385676,0.7605792847801773,0.3846153846153846,0.7496584790851314,0.6541931858806284,0.0,0.1351210967661009,0.3284715363724869,1.0,0.6561257792746524,0.1,0.149388567476954,0.0
10113978,0.2512914383512399,0.2857142857142857,0.6401052609566696,0.4187390078944367,0.0,0.0,0.0,0.8470499210621734,0.9083343217533816,0.8116149646498741,0.4562352349394547,0.5754024746432617,0.2307692307692307,0.7925230584431031,0.747341843999683,0.3333333333333333,0.2692559081543463,0.2254317259320093,0.0,0.7188793046678951,0.025,0.5471417805444208,0.0
10127622,0.7367393522333815,0.0,0.7039630297424517,0.4736838659702262,0.125,0.5,0.125,0.4801456827399283,0.2372119254368228,0.4193955896441995,0.409727270329917,0.6465914250565374,0.3846153846153846,0.0,0.1506412071893567,0.0833333333333333,0.0,0.0137805543936183,1.0,0.5540451426051801,0.025,0.2115203409013319,0.0
10184653,0.5938854618739834,0.1428571428571428,0.6019005748833813,0.4329153452442825,0.0,0.0,0.0,0.4449438593362681,0.3583023500860305,0.652256904150082,0.5352056527981923,0.638564211530716,0.3846153846153846,0.799932363123269,0.2165943620145312,0.3333333333333333,0.0,0.1232520907590117,1.0,0.6327351654166826,0.075,0.4590881673263471,1.0
10200390,0.4707088272292996,0.2857142857142857,0.5709958520893765,0.365348590316973,0.0,0.0,0.0,0.461679654570915,0.3976377138382713,0.6665327029819051,0.52051247735862,0.5898042980992705,0.1538461538461538,0.0,0.3176424621923903,0.25,0.0,0.2398844792475472,1.0,0.7333191397431968,0.1,0.4525335779965891,0.0
10341154,0.3556878064601146,0.2142857142857142,0.7736327056129852,0.2241299521322477,0.0,0.0,0.0,0.961701177191726,0.1597576161816564,0.6740593341414282,0.6493351276768153,0.7621421289626727,0.0769230769230769,0.1710902369917994,0.419132111903738,0.0,0.0,0.2048104895138727,1.0,0.6357871117944581,0.125,0.2792854043260325,0.0
10384072,0.4489594912537096,0.4285714285714285,0.9136783536553428,0.2845528042955681,0.0,0.0,0.125,0.0,0.190067307300953,0.5120934293235498,0.4881716722379838,0.6906095983657989,0.6153846153846154,0.0,0.47022082298202,0.0833333333333333,0.0,0.2218691238544397,0.0,0.7022809412270403,0.175,0.1106404922244936,0.0
10459196,0.4852810494129279,0.2142857142857142,0.7734962201704456,0.6745399728266518,0.125,0.0,0.5,0.0,0.24646726717593,0.8527065592815645,0.3035913135030864,0.6841068636123625,0.1538461538461538,0.0,0.3462197222279242,0.0,0.0,0.1630337161902842,0.0,0.6482047772956246,0.125,0.4838465503898508,0.0
11085337,0.6060056329562502,0.0714285714285714,0.8943405163984285,0.0,0.125,0.0,0.125,0.0,0.4296659108518172,0.0107123327969803,0.71694681022858,0.4856308938698416,0.1538461538461538,0.0,0.2790020593820364,0.0,0.0,0.2595164074601818,0.0,0.8400151014746212,0.125,0.5220141699675394,0.0
11152667,0.5192653119056145,0.2142857142857142,0.8279954186094156,0.2665369337608884,0.0,0.0,0.0,0.3676913320041336,0.3394019455262385,0.5102943494033715,0.6260387303215506,0.7783872730947796,0.3076923076923077,0.0,0.5076295541816765,0.0,0.0,0.5451556274991585,0.0,0.6779562529057204,0.05,0.283883942368442,0.0
11327430,0.5448931469051439,0.0,0.730747163224513,0.0,0.0,0.0,0.0,0.0,0.5096711127736296,0.7039587634413381,0.4583917926203574,0.6747609509955557,0.0,0.8551668118497913,0.2415714459626857,0.0,0.0,0.1012084210232822,0.0,0.6957447586112099,0.275,0.2761249038050746,0.0
11368318,0.416649211476399,0.0,0.7672347390140603,0.0,0.0,0.0,0.0,0.0,0.409289834879742,0.897441545002298,0.7134065629463504,0.8586899702610318,0.0,0.0,0.3944973835030803,0.0,0.0,1.0,0.0,0.0246340324559516,0.0,0.5851938816413444,0.0
11422035,0.5002967323817991,0.3571428571428571,0.7027579833285799,0.2845528042955681,0.0,0.0,0.0,0.3077864363806097,0.4295738832352112,0.609002826450454,0.6443716177848968,0.6416854634476962,0.2307692307692307,0.0,0.502494343624047,0.0,0.2500233432861791,0.3872365099531939,0.0,0.6891731271876702,0.1,0.2600916634936986,0.0
11433190,0.4121079161756409,0.0,0.6046685274929913,0.3435064131153675,0.0,0.0,0.0,0.2305339090484761,0.3527400908979012,0.8060506823655224,0.4131214143678759,0.6518676544390732,0.0,0.6357407515410772,0.3906994027542336,0.0833333333333333,0.0,0.0588652207240077,1.0,0.6951722215656561,0.45,0.4015710166457621,0.0
11455910,0.8098434197015209,0.4285714285714285,0.8747987182649932,0.4482989070452933,0.0,0.0,0.375,0.4062703402975132,0.6574376251309355,0.2469719500156086,0.1514536470021607,0.5983463385854398,0.6153846153846154,0.0,0.5401205179130162,0.0,0.0,0.0211335634112451,0.0,0.6330639924366873,0.375,0.4188347934298448,0.0
11609586,0.4160043960993794,0.1428571428571428,0.7645248299046372,0.1794595748119014,0.0,0.0,0.0,0.0,0.4030020528011055,0.8325253362999524,0.5322930713647817,0.6481999760345926,0.6153846153846154,0.0,0.2049816163786288,0.0,0.0,0.0790099487751558,0.0,0.5841529539431027,0.1,0.3159493362757851,0.0
