cid,SAdon,MATS3e,F03[O-O],CATS2D_04_DL,MATS1i,SHED_DA,O-056,CATS2D_05_DL,P_VSA_charge_3,SpMAD_X,MATS1m,P_VSA_p_2,GATS3e,LOC,P_VSA_LogP_3,ATSC1e,BIC3,SdssC,QED,SHED_DL,CATS2D_09_DD,GATS6v,P_VSA_charge_2,CATS2D_03_DL,MaxdssC,RBF,MDEN-23,GATS8m,MDEO-12,GATS7m,JGI3,minsssN,MATS1v,DECC,MATS4e,MATS2e,F07[N-O],MATS2m,SpDiam_AEA(ed),Qmean,P_VSA_s_6,MATS3m,CATS2D_04_AA,Chi_Dz(p),ATSC3e,VE2sign_B(v),P_VSA_charge_4,CATS2D_08_DD,Eig04_AEA(dm),GATS1i,CATS2D_07_DA,CATS2D_06_DL,PW4,GATS2v,JGI6,Eig02_EA(dm),minaaaC,VE1sign_Dz(p),minsCH3,F06[C-O],GATS8v,CATS2D_07_LL,GATS1p,VE2sign_Dz(i),C-030
13342,0.1619400380361729,0.7120746737610557,0.25,0.5714285714285714,0.6726552086746993,0.5996115673572114,0.25,0.9090909090909092,0.4610678180969513,0.4658287758584905,0.4813959147834626,0.217621787153189,0.4063597103462809,0.3016440527879356,0.3662403906586556,0.0688671170266395,0.7989408722746938,0.4401798604017897,0.1387452595799796,0.6982619135535882,0.0833333333333333,0.6498988289880688,0.1783577872383803,0.6923076923076923,0.3090510277654428,0.2886956521739128,0.127145910699503,0.4515894131742009,0.3428041908784607,0.6987785206854787,0.612470725995317,0.797388533610677,0.6980491126248213,0.315126765314128,0.6292830100272196,0.3816396730255729,0.4166666666666666,0.6842648465124925,0.924355162985102,0.261613812682318,0.2267285624116721,0.6883816802923005,0.6666666666666666,0.1001569296307087,0.1962965857515506,0.0277526286767733,0.0,0.0,0.9129921129537676,0.4225977898659833,0.2631578947368421,0.3076923076923077,0.94239402628234,0.2190082399221943,0.7338097385488872,0.6547067587487017,0.735731700241373,0.311310611950826,0.5415378236657168,0.6527777777777778,0.6692334078582495,0.7000000000000001,0.540282043304618,0.0143296848066254,0.0
24360,0.0676651226419688,0.8370897302603078,0.1666666666666666,0.0,0.7066140093162657,0.1717874319790822,0.125,0.0,0.3844271272387805,0.4652827120637317,0.3933200969185471,0.1044024291610829,0.3182372957711031,0.2091015047582463,0.2261857911184109,0.0911141195320136,0.8183172931400482,0.6074464102248817,0.8927979763270157,0.3836193980830856,0.0,0.6480069105889412,0.1428571428571433,0.2307692307692307,0.6895953978001407,0.0784499054820414,0.0924228233260868,0.4764100260484243,0.108586786440437,0.7331762998365198,0.3940497874924102,0.6742444534771116,0.733515580152099,0.2572089353085222,0.3751497320595049,0.4550871705358992,0.1666666666666666,0.653224627873128,0.703064304056441,0.3460555301348741,0.1253815214363777,0.8063936208067221,0.1666666666666666,0.2025554811552822,0.0926266541047323,0.0422260833592445,0.0,0.0,0.74031899843461,0.2859308826395043,0.0,0.0769230769230769,0.770860280775843,0.1737663894483917,0.7004387533681475,0.3215807055648284,0.6834391584459699,0.1306039751632825,0.7317839195581959,0.1111111111111111,0.6797491485352288,0.175,0.3556504027660394,0.148248895383982,0.0
31703,0.3904769223629473,0.5480302555967734,0.25,0.5714285714285714,0.9243174994668274,0.6093241237058719,0.375,0.5454545454545454,0.0,0.4402200352818157,0.1955051328454609,0.348512196741338,0.5945168123882144,0.2706737042829144,0.3563824426256557,0.4116802522146108,0.8764768860160927,0.3972658121041913,0.1687337874994866,0.7007023469068783,0.25,0.6534815666927979,0.4285714285714294,0.6153846153846154,0.1942075853176578,0.2506038647342992,0.0,0.4424202440705574,0.3916376976898031,0.6838755463898579,0.5116531700572791,0.0,0.966697508038232,0.299228936611047,0.6035529476786008,0.2271291250936448,0.0,0.5298528814558825,0.587747768518939,0.5340983303696714,0.4075505918173702,0.6989613173060514,0.5,0.1031024267839584,0.3187224557530925,0.0725297958850887,0.0,0.2,0.8367469070909106,0.2385766636641759,0.2631578947368421,0.6923076923076923,0.7726398948402114,0.3032197415721523,0.7913317344437696,0.3829088282223797,0.0502183877558932,0.8972548677026335,0.5707113784845556,0.4166666666666666,0.6702095097435218,0.15,0.4051434536283769,0.2947851966753159,0.0
36314,0.2315474813169906,0.6036035417090305,0.4166666666666666,0.5714285714285714,0.7930770543890289,0.6748424742022985,0.375,1.0,0.4610678180969513,0.3389356943088097,0.3544922317837213,0.3455319342537206,0.6287291029839331,0.245148803511142,0.6139589796716098,0.2687256360141818,0.6116375947522577,0.2070980750262645,0.0746259183590647,0.83247248284958,0.0,0.6321322211282707,0.5714285714285722,0.8461538461538463,0.5252974589988837,0.4245524296675173,0.0,0.43387305401444,0.7879673923222913,0.7671638624904229,0.5661456347693483,0.0,0.7473625976038716,0.3812357133466145,0.5266292267984984,0.4695507863296271,0.0,0.6190425529153163,0.9390431946286372,0.3776622858859443,0.3824324427959823,0.5556798821434242,0.3333333333333333,0.0502541309204001,0.3786204482359286,0.075573034932885,0.0,0.0666666666666666,0.9618738345285632,0.3029329322642615,0.3157894736842105,1.0,0.7071995863607673,0.4063999081233941,0.7845807172296875,0.6574327376379907,0.0502183877558932,0.5231473324684813,0.4688972308135654,1.0,0.5768411938420969,1.0,0.4809747845517214,0.3111228730411871,0.0
36462,0.2029953679259072,0.6881499825115756,0.6666666666666666,0.0714285714285714,0.691565199868721,0.5962875187771198,0.25,0.3636363636363636,0.0,0.4607903707789713,0.4315396840362638,0.2400744283881559,0.5097852019131605,0.2067734781399079,0.2817432744575783,0.4468592871955454,0.7682094160358548,0.5487166974224976,0.3432851835579495,0.4259412213913361,0.0,0.6881489831131039,0.1428571428571433,0.1538461538461538,0.3129809061713801,0.2255434782608693,0.0,0.418582633211337,0.555282614843584,0.5908199318638315,0.3269800513529535,0.0,0.6778200649361646,0.3618063421789184,0.5515675476380643,0.1999099571110889,0.0,0.3762215120155249,0.5044410521046834,0.5767509295274023,0.2838798672753723,0.5756032017141445,0.4166666666666666,0.0817907684335838,0.4428181716583934,0.0289412648328983,0.0,0.0,0.8188908857965748,0.3808913114586171,0.0526315789473684,0.6153846153846154,0.7839883833122115,0.2528936897949615,0.6950466909154923,0.3829088282223797,0.0502183877558932,0.7659917899438129,0.6171320550391937,0.625,0.6704388332855352,0.0,0.5822456215301044,0.2722364697754156,0.0
60750,0.1874815544370401,0.8316206904865081,0.1666666666666666,0.0,0.6114162086947903,0.4137027343130034,0.25,0.0,0.2305339090484761,0.3327033572578042,0.1125278817905184,0.1577314357328288,0.4897018255515984,0.2668572517177499,0.2155108053968677,0.4074730227523894,0.9585233087341604,0.4971904904134287,0.5839582987946793,0.1784990379509711,0.0833333333333333,0.7930079323903126,0.0177503221906184,0.0,0.4245418694652172,0.2405797101449274,0.1386342349891304,0.6467478299789069,0.0948592953628583,0.6857789346700441,0.849286092014807,0.2145872095751323,0.777024281209287,0.1116952270942306,0.4413616384787142,0.3400041418871881,0.0833333333333333,0.4224879023625673,0.6417502493577147,0.7758904272361071,0.2222829092193465,0.7058815967872529,0.3333333333333333,0.1405568131935839,0.3363904365820749,0.3354363400760842,0.3759746137347647,0.0666666666666666,0.6394029112953169,0.3443338326180619,0.1052631578947368,0.0769230769230769,0.6387438725985556,0.4952913306805601,0.8495213057681764,0.3947428243103364,0.0502183877558932,0.1623043473119949,0.0,0.0555555555555555,0.8074443495537209,0.0,0.5906290892005215,0.2367758365756771,0.0
65110,0.3573617492356096,0.5633882907117189,0.3333333333333333,0.0,0.5601816192709625,0.5142101077905578,0.5,0.0,0.3396706042551126,0.138931947818043,0.7666442246741294,0.2984888437373498,0.5644823624258467,0.3910910172461651,0.4374787979722967,0.6092232432208202,0.8979202165345082,0.5156301578349268,0.1844949202615934,0.0,0.1666666666666666,0.7403917853044907,0.1929707616393869,0.0,0.152317559896517,0.4748283752860405,0.1386342349891304,0.4599850746901561,0.3277946520416299,0.6924842952267778,0.7076502732240438,0.0,0.941579635782318,0.2887239362854158,0.4819877628560023,0.6184376380741805,0.5,0.2527661731874818,0.33760767216343,0.92613828237277,0.3482100113129966,0.3916247293234132,0.3333333333333333,0.1068402317726986,0.3156592096835097,0.2839547853901396,0.0,0.0666666666666666,0.7040811521902527,0.6162000591928862,0.4210526315789473,0.0,0.4582163612277471,0.4822186660776174,0.9174819922190958,0.2561373507775976,0.0502183877558932,0.2708520615273177,0.0,0.1527777777777777,0.5415756348452699,0.0,0.9041263684370467,0.5261127852045473,0.0
68085,0.0,0.557863582623018,0.0,0.0,0.6362023087435713,0.0,0.0,0.0,0.1538932181903053,0.6041120575096626,0.5064098386267138,0.0128447369794764,0.5150646532510613,0.2102730736396561,0.1343395422906473,0.0271037168155675,0.7264503011351566,0.5799997146761309,0.6755455154720819,0.0,0.0,0.8930819772406473,0.0,0.0,0.4648866145408057,0.1387959866220736,0.0,0.0,0.0,0.5658237993631481,0.3043032786885247,0.0,0.5547631955306107,0.0538321290043118,0.7545700001883747,0.2283194234350755,0.0,0.4872872651015466,0.4415307969564486,0.3868246233525897,0.0247297482648187,0.8170609808056236,0.1666666666666666,0.3544940166145278,0.0087780914315204,0.1714159726046519,0.0,0.0,0.3470255454952766,0.2820623783879075,0.0,0.0,0.8602910977416868,0.0714468826948421,0.4387998664663659,0.0,0.5133227417756245,0.6878876453354539,0.7169263027353066,0.0138888888888888,0.0,0.0,0.4026767952160383,0.1536852644619324,0.0
82146,0.0676651226419688,0.5933676647587381,0.0,0.1428571428571428,0.8581952614754852,0.0598198582706338,0.0,0.0909090909090909,0.2305339090484761,0.1836975583506843,0.332905825892435,0.0451320124164662,0.0802889958966014,0.2381002913160612,0.1291967873672476,0.056566016410865,0.2699732208351126,0.5828678798145435,0.7683564906749696,0.5972929030055105,0.0,0.8290893737508245,0.0,0.1538461538461538,0.7994282527264434,0.1933229813664596,0.0,0.3861891449585265,0.0,0.5093604606095793,0.5071721311475411,0.0,0.7864722192833113,0.3097339369366781,0.5960971492387743,0.7038931255503698,0.0,0.9438935629268236,0.576284124029792,0.0694612108635492,0.0805660127207413,0.3618514535343792,0.0,0.1991005844985039,0.0139527284162693,0.0607933113724744,0.0,0.0,0.74948381210472,0.2188264672595501,0.0,0.0769230769230769,0.5113179069857162,0.1749942581005342,0.8532048072108143,0.0,0.0502183877558932,0.3597725305107332,0.9249899432033402,0.0277777777777777,0.5686554800294737,0.525,0.4042777307499006,0.3088952382536579,0.0
91466,0.0,0.5462118238282924,0.0,0.0,0.6015730453325501,0.0,0.0,0.0,0.0,0.4727108257289742,0.6191313834565808,0.0066071007102284,0.566131235346281,0.1246832608869317,0.0,0.0482135480349785,0.6355687429255128,0.6128745702216862,0.7598470488026445,0.0,0.0,0.6033316069092347,0.1606074650477615,0.0,0.6245220543930836,0.0,0.0,0.3780172617790511,0.0,0.5636973966384144,0.302314368370299,0.9361647170073216,0.7013932244624674,0.0982073254415688,0.5046522482880389,0.4067243319435083,0.0,0.3045536956798084,0.4595171669130962,0.0362169061671912,0.0100806278252552,0.6112320938416568,0.0833333333333333,0.2406337105931287,0.0459957274821601,0.1029270598136822,0.0,0.0,0.5354181441890111,0.5296079330216712,0.0,0.0,0.8440397653026986,0.7026309637941367,0.4608788182273405,0.2091352711577941,0.0502183877558932,0.1091318532750111,0.0,0.0277777777777777,0.4559426597384108,0.025,0.6205592230090413,0.0232145985897648,0.0
92577,0.1916217543354799,0.5332649582757801,0.0,0.2857142857142857,0.8433474103374422,0.5022724806844487,0.25,0.3636363636363636,0.0,0.1414849092260377,1.0,0.2479190691089585,0.3412227449387714,0.242112209572804,0.3775559192585515,0.3175583362955699,0.7270375436473557,0.5799997146761309,0.1987282963060147,0.6214978003914605,0.0,0.6855389643511461,0.5396016540468145,0.4615384615384615,0.4648866145408057,0.3071230342275668,0.0,0.3712535924464768,0.0,0.6084883018846989,0.3756830601092898,0.0,0.9036541117665242,0.3644670655843715,0.3746025781379255,0.7962925608163067,0.0,0.2304669173744288,0.5634173659436594,0.4560731485643614,0.2928264955253518,0.4857161277200012,0.1666666666666666,0.1298870649141672,0.1522190014492681,0.2683050740809662,0.7134257715847199,0.0,0.7237537955890472,0.2162021292139117,0.0,0.3076923076923077,0.5325087272425238,0.3095823712763131,0.5776164246369562,0.7646229052707507,0.0,0.109239240432979,0.0,0.1527777777777777,0.5835035721953203,0.1,0.5570156568509195,0.3201137694061804,0.0
123631,0.0285521133910839,0.6271605132873207,0.0833333333333333,0.1428571428571428,0.5756136568125749,0.3589191496238029,0.0,0.0,0.4449438593362681,0.5902300826709599,0.3928732858712976,0.0661498681901722,0.5810545032307176,0.1737560985709349,0.1076639894727062,0.1206119893190119,0.7678506545674773,0.5799997146761309,0.6279554116001688,0.2229303221827885,0.0,0.6292951505291974,0.0177503221906184,0.1538461538461538,0.4648866145408057,0.4977511244377821,0.0924228233260868,0.4475732022286265,0.0,0.558372999052746,0.1521516393442623,0.9719891925462124,0.4975748232252581,0.4434786601251186,0.6309136814980423,0.1026780299863948,0.0833333333333333,0.3778091423051467,0.4101682923202938,0.3178317065531637,0.1252860927711013,0.6868177918253782,0.1666666666666666,0.0809202392715694,0.1718773467876808,0.1021309562124692,0.0,0.0,0.7012650833985172,0.3933462982578348,0.0,0.0,0.5649689738618261,0.2497469790135166,0.5322108162243361,0.2248204164946287,0.5743291808922967,0.6424913186499055,0.6905525788976731,0.0833333333333333,0.6376748145777288,0.05,0.5016256433060402,0.6240877200711487,1.0
124039,0.0,0.6642727400035986,0.0,0.0,0.7383032349998405,0.0,0.0,0.0,0.2305339090484761,0.307727334578205,0.4963167029775527,0.0216836985770407,0.1586211061928371,0.1835451425323624,0.0748839035304232,0.0,0.7680490643536699,0.7216845475838434,0.7908377484442721,0.0,0.0,0.4767086592052079,0.0,0.0,0.8856746839097588,0.1031055900621118,0.0,0.4823722595090311,0.0602789269230891,0.7596795686568013,0.8674392312040703,0.0,0.6685020726050266,0.1266415956210989,0.6277732349603563,0.4795884616664741,0.0,0.6874392873595563,0.7093592466257905,0.234155836316064,0.0348103760900739,0.5486452709297798,0.0833333333333333,0.2778557781071064,0.0,0.6344564350535684,0.0,0.0,0.602051702643276,0.3090488373391644,0.0,0.0,0.854139455626718,0.2774298224746095,0.6004548489400765,0.177764980484125,0.0502183877558932,0.1139015863057904,0.8837331675058296,0.0416666666666666,0.4887976143357085,0.0,0.5057511613461296,0.1638370006085764,0.0
126565,0.1638823586750221,0.6559380527807844,0.1666666666666666,0.2142857142857142,0.7526090176198399,0.4231813826640461,0.25,0.4545454545454546,0.0,0.3115019007435435,0.4018640016934752,0.1249550341703237,0.6658890974757895,0.1815757287948038,0.3662403906586556,0.1066088072930228,0.6803929918204878,0.5759550067418363,0.3932951850989463,0.3667287462579657,0.0833333333333333,0.7984548138644502,0.1428571428571433,0.3076923076923077,0.4452461105918113,0.059158945117605,0.1109073879913043,0.5240311014594942,0.0715189230061416,0.8148488552267098,0.5475809676129539,0.0,0.8642513225644318,0.1589307504439441,0.5240611517988252,0.3978519548161838,0.0833333333333333,0.6307711184823599,0.8857404481617439,0.3197906546178516,0.1262894301015231,0.72596108725249,0.25,0.2240447734599202,0.146542103341578,0.0573205336738082,0.0,0.0666666666666666,0.8038683362724571,0.2680254791552445,0.0526315789473684,1.0,1.0,0.139662428987355,0.8864241875633933,0.2825917452009405,0.7357979913681048,0.66868424899017,0.8059865982077062,0.2777777777777778,0.7324934124711565,0.275,0.2942957826054778,0.2451145381146064,0.0
126941,0.2681849769812266,0.5037291164108765,0.0,0.2142857142857142,0.6257414965148599,0.7938392107956768,0.0,0.0909090909090909,0.5383203454290859,0.3564642797498498,0.1819628903265804,0.3063492958263906,0.5209558094250092,0.4461466339380168,0.2356351995984236,0.2925031293552194,0.8057325520500251,0.3575259724968546,0.2182913428364034,0.7640613668494382,0.0,0.6578324208361764,0.2857142857142861,0.3846153846153846,0.2477810334518126,0.569794050343248,0.2878349263598118,0.5107244244628217,0.0,0.6380335465478837,0.3182256509161052,0.7630426759728985,0.7818579734128076,0.5321331862547821,0.4572941069849278,0.6224753248167979,0.0,0.6460333405659686,0.2904990796362383,0.6263808564527871,0.3339779436897337,0.4617292021102837,0.1666666666666666,0.0729480228247128,0.1783562869052565,0.1385499994183266,0.2702421935322011,0.0,0.7769063087442106,0.4637713969234444,0.0526315789473684,0.1538461538461538,0.4682535136168565,0.3942300761016829,0.6229405083234604,0.6119617700590003,0.2727340282047954,0.1654825854988824,0.7837026395302759,0.0972222222222222,0.6492843658228171,0.05,0.4416762329126839,0.3379545880700057,0.0
