cid,GATS4s,ChiA_B(s),GATS2v,phLevel2,SM1_Dz(Z),GATS2m,MATS3e,CATS2D_04_AA,P_VSA_charge_12,MATS1s,minaasC,MATS3i,MATS5s,Eta_epsi_5,SIC3,IC1,SpMin2_Bh(s),MATS4p,SpDiam_B(s),F04[O-O],VE1_B(e),nArX,P_VSA_MR_5,MATS4s,nCconj,GATS6m,VE1sign_B(p),VE1sign_H2,GATS6i,GATS6p,SM02_EA(dm),GATS5e,MATS4i,MATS8e,J_D/Dt,JGI9,F02[C-O],GATS7s,Eta_betaS_A,MATS8i,GATS6e,P_VSA_LogP_4,nHM,SpMin1_Bh(m),MATS7p,MATS6p,F10[N-O],MATS8m,Chi_D/Dt,SPP,MaxaasC,GATS8v,P_VSA_charge_6,SpMin2_Bh(m),minssCH2,CATS2D_08_AA,mindO,CATS2D_04_LL,GATS3m,GATS3i,P_VSA_charge_13,JGI5,GATS6v,JGI10,GATS3s,SpMAD_X
155514204,0.314334023716632,0.2440553821689688,0.2464888636523199,0.0,0.5717946503476565,0.4609838120412538,0.2081990714309508,0.1666666666666666,0.0711352046217598,0.77292840660932,0.4267744960890626,0.4937192765706736,0.3834014686671593,0.6635756317920856,0.7044880640278042,0.6523361641083636,0.5816161278301987,0.5098106271589422,0.8876820156990659,0.0555555555555555,0.4021718992499651,0.5,0.020316219781014,0.43000458651739,0.0,0.3536826430984747,0.0561842837721126,0.0,0.3670641692410803,0.2754815424939706,0.6898249682855415,0.2594002917623871,0.5668447391894321,0.4228049696740793,0.0540389678582894,0.294821355992481,0.125,0.2261171578964441,0.4778340236232576,0.4565964063791374,0.3055881687736993,0.1723430161397561,0.3333333333333333,0.4764677066127163,0.3470795324654248,0.6623863200775633,0.1428571428571428,0.3121755189675519,0.2384892319476933,0.5353362454533456,0.638235577771675,0.6746814311009569,0.2176118802724513,0.8915624146422325,0.4078065376044743,0.1666666666666666,0.923446742375058,0.0816326530612244,0.4467739340659636,0.3592661825137389,0.0,0.5656669666343619,0.4437645562971061,0.6233923652105466,0.5980901143229567,0.7014471998390093
155551278,0.3027073263218776,0.1889594446092832,0.3321093415713558,0.0,0.5849451799535763,0.2520517744849765,0.3071906072436423,0.3333333333333333,0.2021687789238073,0.7062205965343873,0.4303309067842584,0.3851845344879996,0.4594187776307954,0.6171199409975139,0.6393854600266347,0.6430159350101732,0.4789578938021447,0.7376398733922851,0.8696808647126058,0.0555555555555555,0.8335091280898325,0.5,0.0801740666814785,0.3866141933011421,0.0,0.3732743561480122,0.5534096554948388,0.5963412937531587,0.4657717387949434,0.2564757241303494,0.1075248851261617,0.2487011774903465,0.7559128994598158,0.321630839789105,0.0444131749543351,0.4007582685566226,0.1607142857142857,0.1642246874556426,0.8594077568134164,0.3393410798360649,0.4145217315748726,0.2353257347670443,0.0,0.44329824226247,0.3088790524092922,0.5330385989527318,0.5714285714285714,0.2672057004497634,0.2631508255790591,0.5158871166903588,0.5648380703399527,0.7333714111565826,0.1014117745023093,0.8543611730393224,0.402683013093188,0.1111111111111111,0.0,0.0,0.405070618167162,0.4716040968630277,0.0,0.4311771919068054,0.3833343340767835,0.3805636092670364,0.575146121542194,0.6404045429905123
155564793,0.3031901973427569,0.1889594446092832,0.3321093415713543,0.0,0.5849451799535277,0.2520517744849765,0.3071906072436423,0.3333333333333333,0.2021687789238073,0.7062205965343871,0.4292609901343069,0.3851845344879996,0.4959394466339288,0.6171199409975139,0.6985223036383965,0.6430159350101732,0.4789572574636994,0.7690960851839861,0.8734502357498579,0.0555555555555555,0.8271653541981766,0.5,0.0801740666814785,0.386663819032206,0.0,0.3764551771834401,0.5510074106089039,0.6064634209865927,0.5079066586896432,0.2485187936201961,0.1075248851261617,0.2254993060975411,0.7386224594427662,0.395140179092902,0.0606382822150313,0.2818527832816815,0.1607142857142857,0.1708921719305296,0.8594077568134164,0.2793382180185023,0.4439742108090056,0.2353257347670443,0.0,0.4433123398817322,0.3437405701135798,0.5263760489195496,0.2857142857142857,0.3043851804178714,0.2967705894743218,0.5158871166903588,0.5339463388425658,0.7340950986288661,0.1595118273873803,0.8543863186761431,0.402683013093188,0.1111111111111111,0.0,0.0,0.405070618167162,0.4716040968630277,0.0,0.3937634120171666,0.3575863683164723,0.434154770848985,0.5784867646854659,0.6385124713285641
155565151,0.3066257085759014,0.3378882117165389,0.1449804219545889,0.0,0.5067887991728548,0.2299676654448039,0.3989461276666077,0.3888888888888888,0.1249569281025983,0.8299405501322861,0.4377260055237907,0.5262774064464184,0.3233448933099107,0.6013383784737116,0.3744619043455279,0.6849474727841895,0.5820336120337225,0.6622935967503716,0.8876511706830281,0.0,0.4629605213540385,0.5,0.092019728209055,0.3526789670612685,0.0,0.2984289099027746,0.4432429233257958,0.3369552092393127,0.3915950125573222,0.2639791965652506,0.2329144543648614,0.3020202821502759,0.8560670801055179,0.3800880125737786,0.0800094037887066,0.4542278127183787,0.0535714285714285,0.2030501470441984,0.7015313098167892,0.3894638865088745,0.2752541603902551,0.2353257347670443,0.0,0.4767259464321958,0.1888677378324874,0.621076988427166,0.2857142857142857,0.2662786431006761,0.225567895257658,0.4557624915050199,0.5925819948413714,0.7398911516876422,0.1014117745023093,0.8943842305610956,0.7957200156273119,0.1111111111111111,0.0,0.1632653061224489,0.1722348867189123,0.3735398972794066,0.0,0.6938994481912919,0.3974785367707195,0.3333365742991404,0.4021285019999943,0.7553057860337224
155511434,0.5265068597855787,0.2381066066727317,0.3743752952113057,0.0,0.5067887991729196,0.2781309001821362,0.6303024221735858,0.2222222222222222,0.1249569281025981,0.7305644345637883,0.3817334390123048,0.411580397924915,0.5848545586529854,0.4437153839062238,0.5565173826210541,0.4615540031740535,0.564784559176268,0.8063427363025713,0.881950691398885,0.0,0.9189475137722436,0.5,0.0801740666814785,0.3278124301419364,0.0,0.3148813454651719,0.4806932515084601,0.4940005578036024,0.5411974140730325,0.2209687447421124,0.1075248851261617,0.3857236153388625,0.7470463054853405,0.439150705920754,0.078884454225528,0.2908826417708015,0.0535714285714285,0.1994229080850682,0.6788679245283031,0.3566521331250376,0.4047555735130729,0.2353257347670443,0.0,0.5460014223777465,0.2763545254092455,0.5680746500956312,0.0,0.3245013986579586,0.3104277896259693,0.45973674532602,0.7140749164069183,0.7001640379258711,0.9729125677783752,0.8986811804399264,0.402683013093188,0.0,0.0,0.1224489795918367,0.2521391167763231,0.4280474249157582,0.0,0.3956607445852868,0.311835485529316,0.3868141077872185,0.4017854685924731,0.7164877000336736
136092247,0.335227525968113,0.4483801887672429,0.5148707612464121,0.0,0.4316983422701847,0.2622675302770287,0.6428653900235969,0.0555555555555555,0.0,0.7278042534187151,0.2692054540491601,0.3685251443830882,0.4841308404990959,0.6230042659470176,0.6582672087815362,0.6380929158198052,0.7531418436817775,0.7326349320450624,0.9782424175779524,0.0,0.340052602279956,0.0,0.0893846933714271,0.4434827508224643,0.1428571428571428,0.2139343564526526,0.3516008125455862,0.136991641458336,0.3219601523604951,0.2944585431241507,0.6917195314452124,0.1914159041053023,0.5964511140448308,0.4136653274238291,0.129174254600288,0.4365974895644351,0.0714285714285714,0.2121797417256981,0.2868736051937488,0.3876292052980603,0.2671523213811604,0.2056426624970452,0.0,0.6078310842705017,0.325885031082506,0.6049281631012092,0.0,0.3952206001781281,0.2333223251635101,1.0,0.3825612116730652,0.6403303676229709,0.1473456034966152,0.894626693420467,0.621243014892147,0.0,0.874511016749704,0.2448979591836734,0.0804214667053253,0.0095725044430325,0.0,0.6861722103004284,0.3880102665924702,0.6912528925619822,0.0,0.545898415605663
136092241,0.5012750739764471,0.4989674726499982,0.4002346093440361,0.0,0.1921431503939474,0.3633730766289506,0.5579145917503641,0.0555555555555555,0.0,0.7353150432182488,0.6305856451526384,0.3909789015590901,0.3661196392792185,0.1738832037532147,0.8394476449422246,0.635540163537156,0.6310412654894436,0.724852085960729,0.685976036484881,0.0,0.2415151714352471,0.0,0.0793295783999555,0.4999656350295136,0.1428571428571428,0.3047784751226914,0.4320084999187297,0.4091328764400421,0.5847390731460265,0.3017614364284799,0.3152104296574374,0.4533910106468142,0.6903550684340886,0.2200102102140617,0.1019732900348414,0.5092928803894666,0.0714285714285714,0.518712961478139,0.2553459119496848,0.4458239653196515,0.3599999728817976,0.2056426624970452,0.0,0.5579247140502321,0.3115706852699529,0.5930673560073975,0.0,0.2134053190621552,0.3127455032817443,0.7348686283241376,0.8576292834479559,0.7170638607843027,0.1588270675892466,0.9480075872444008,0.6839218094129325,0.0,0.8635557359261051,0.183673469387755,0.2750084673945711,0.5065295258039091,0.0,0.6761733351792877,0.3940014754165556,0.5321296884933244,0.4473181735017495,0.7232688462933279
136092234,0.5037722240784597,0.4623087090955775,0.3799446465035283,0.0,0.3587184040727348,0.1873701391554092,0.4908659766337467,0.0555555555555555,0.0,0.7393109861205738,0.6173849773759462,0.4634412628374567,0.3887454786743395,0.2992634932341751,0.8687505156750761,0.6957024357002217,0.5985945219218612,0.753221907312823,0.6855592397438612,0.0,0.2393392421196402,0.25,0.0657566652956202,0.4718703105821787,0.1428571428571428,0.0858227003769388,0.4300241577972222,0.4091328764400421,0.6450029532407644,0.270048849564058,0.3152104296574374,0.3603652358739468,0.7751491702603157,0.3737689001605351,0.1019732900348414,0.5092928803894666,0.0714285714285714,0.4775557416461436,0.3205031446540878,0.5003469910230665,0.2864949814474154,0.2056426624970452,0.3333333333333333,0.554784434009485,0.3545831822075657,0.6017623958891433,0.0,0.3174995341488748,0.3127455032817443,0.7348686283241376,0.493033686103523,0.6719262358196997,0.3407522247618276,0.8367210618583316,0.6749214062424456,0.0,0.8623413923592096,0.183673469387755,0.2289684979760372,0.4046913411086461,0.0,0.6761733351792877,0.3739413954514684,0.5321296884933244,0.4395205127331685,0.7232688462933279
136092243,0.4621345854606886,0.5443383972700331,0.4505705018400636,0.0,0.3587184040727094,0.2360022950629795,0.5516782620602101,0.0555555555555555,0.0,0.7885608018140342,0.6187125041159389,0.4973074194634468,0.4559958909229237,0.2712811106201309,0.7424102415564906,0.6142495872422955,0.6997917566181123,0.7700813142481335,0.6855619101716344,0.0,0.2396208499252298,0.25,0.0735527407258276,0.5248003228479049,0.1428571428571428,0.0888088070800763,0.430308978569319,0.4104539435591797,0.635232610516425,0.2668221288020934,0.3152104296574374,0.3269220230226647,0.7762190518099791,0.4619030796968357,0.1041793730383072,0.4122847126962355,0.0714285714285714,0.4474449919732806,0.267412066154205,0.5277976620637479,0.2676985999298454,0.2056426624970452,0.3333333333333333,0.5927837014527304,0.3637407365933586,0.6195592698427842,0.0,0.3741239922799759,0.2706363290856651,0.7348686283241376,0.4942217881858134,0.6248025595424135,0.3718312839567874,0.8736824388638476,0.6780560038926934,0.0,0.8710912015704607,0.2244897959183673,0.2104230376873704,0.3681325483109015,0.0,0.6351931330472099,0.366102291218538,0.4463004375303836,0.3901771184232281,0.7449790247258106
136092238,0.388123774994922,0.4470752128062578,0.5274828168265442,0.0,0.3577871910295856,0.3361157062464164,0.5967471338733721,0.0555555555555555,0.0,0.8971968505502761,0.5644344885177173,0.436513330177818,0.4658531911227544,0.4455966715934534,0.7406134362118475,0.6675166647637505,0.6998281037909063,0.7489069077425053,0.7901084876128373,0.0,0.3598166462001243,0.0,0.0735527407258276,0.4495881765931634,0.1428571428571428,0.2338855618253554,0.4342346652800765,0.3837960677183005,0.606609955148665,0.3317595986748106,0.5952308874367809,0.2565828884249124,0.7667029556777671,0.4233032377473449,0.119364089949309,0.3732493352978034,0.1071428571428571,0.290284515157144,0.3339839514205134,0.4771609032220475,0.2740072485669062,0.2056426624970452,0.0,0.5929475268415887,0.3141742138563999,0.5877917154264186,0.1428571428571428,0.3670947218272954,0.2551663909313429,0.7348686283241376,0.4321815253461587,0.6387440034437222,0.1318060738991354,0.8963120864438605,0.6476500366029239,0.0555555555555555,0.7620462876409568,0.2244897959183673,0.1578365498899926,0.4419201850477681,0.0,0.6561593782623824,0.4087406596738098,0.6477922077922068,0.1074852537217831,0.7077963610579747
44339627,0.4163717080088874,0.9999999999999996,0.946596630957987,0.4166666666666666,0.4033388149966864,0.7226697985436435,0.8046992329459557,0.0555555555555555,0.0,0.7401910005457897,0.5811878954782042,0.6209048947760321,0.7922589647619671,0.3029161710442571,0.3888340383478281,0.1424245517053133,0.9314596630164764,0.7157328791423367,0.620792359567321,0.0555555555555555,0.6074507761870401,0.0,0.1321470783716234,0.4888947996937799,0.0,0.4380408578047766,0.2509595811240966,0.560670751447657,0.7327253875608934,0.3438031482462839,0.6420753504653995,0.3479411715170948,0.7345959253761662,0.5621528413585897,0.9564729481485166,0.308641975308642,0.1964285714285714,0.3177228809371295,0.0,0.5311802352721788,0.5223859195056239,0.1388871374263648,0.0,0.6609104389079121,0.330127009861778,0.540971776820628,0.0,0.3858642626604086,0.4743386194488481,0.652865021831443,0.0689964206861441,0.6162597173272693,0.3026744609399009,0.9617516775704548,0.3665052274417498,0.1666666666666666,0.854045510579078,0.3469387755102041,0.3610607437271164,0.3106260748170346,0.4475467344033379,0.3631561571475733,0.4883064517705232,0.4371732163939942,0.4316631794423555,0.8435492813000574
44339513,0.4377342467218429,0.898616818857858,0.9999999999999998,0.6111111111111099,0.496681436802772,0.7021604264219162,1.0,0.1666666666666666,0.0,0.6482564659180252,0.5811878954782042,0.6318568848592612,0.6759814960619662,0.3572835388083808,0.3730441347228836,0.2333757640558624,0.9227156292678824,0.7212228165894725,0.6341769671801276,0.1666666666666666,0.5974351508856758,0.0,0.1107780898370808,0.5458291378879628,0.0,0.4043158340886634,0.2134239439156829,0.2859352925667467,0.72163231289827,0.3377315580297461,0.6313358981222718,0.3759521974914273,0.7467039189233907,0.4777150411204606,1.0000000000000002,0.35406475658048,0.2678571428571428,0.3102666898562814,0.0753061900033116,0.5324697309225785,0.4650192353506768,0.1388871374263648,0.0,0.654421081724025,0.3296906603278829,0.5507515472238046,0.0,0.3693349271271544,0.4815569404789733,0.652865021831443,0.0689964206861441,0.6214336209725366,0.3412433572541571,0.934444786405209,0.1864816390347508,0.1666666666666666,0.8537120712378351,0.2857142857142857,0.2891684075339599,0.2823251302181855,0.4475467344033379,0.3934191702432039,0.4721946133059566,0.4634456452638255,0.3394750790548755,0.921303859705862
44339514,0.4377342467218429,0.898616818857858,0.9999999999999998,0.6111111111111099,0.496681436802772,0.7021604264219162,1.0,0.1666666666666666,0.0,0.6482564659180252,0.5811878954782042,0.6318568848592612,0.6759814960619662,0.3572835388083808,0.3730441347228836,0.2333757640558624,0.9227156292678824,0.7212228165894725,0.6341769671801276,0.1666666666666666,0.5974351508856758,0.0,0.1107780898370808,0.5458291378879628,0.0,0.4043158340886634,0.2134239439156829,0.2859352925667467,0.72163231289827,0.3377315580297461,0.6313358981222718,0.3759521974914273,0.7467039189233907,0.4777150411204606,1.0000000000000002,0.35406475658048,0.2678571428571428,0.3102666898562814,0.0753061900033116,0.5324697309225785,0.4650192353506768,0.1388871374263648,0.0,0.654421081724025,0.3296906603278829,0.5507515472238046,0.0,0.3693349271271544,0.4815569404789733,0.652865021831443,0.0689964206861441,0.6214336209725366,0.3412433572541571,0.934444786405209,0.1864816390347508,0.1666666666666666,0.8537120712378351,0.2857142857142857,0.2891684075339599,0.2823251302181855,0.4475467344033379,0.3934191702432039,0.4721946133059566,0.4634456452638255,0.3394750790548755,0.921303859705862
