cid,GATS4s,ChiA_B(s),GATS2v,phLevel2,SM1_Dz(Z),GATS2m,MATS3e,CATS2D_04_AA,P_VSA_charge_12,MATS1s,minaasC,MATS3i,MATS5s,Eta_epsi_5,SIC3,IC1,SpMin2_Bh(s),MATS4p,SpDiam_B(s),F04[O-O],VE1_B(e),nArX,P_VSA_MR_5,MATS4s,nCconj,GATS6m,VE1sign_B(p),VE1sign_H2,GATS6i,GATS6p,SM02_EA(dm),GATS5e,MATS4i,MATS8e,J_D/Dt,JGI9,F02[C-O],GATS7s,Eta_betaS_A,MATS8i,GATS6e,P_VSA_LogP_4,nHM,SpMin1_Bh(m),MATS7p,MATS6p,F10[N-O],MATS8m,Chi_D/Dt,SPP,MaxaasC,GATS8v,P_VSA_charge_6,SpMin2_Bh(m),minssCH2,CATS2D_08_AA,mindO,CATS2D_04_LL,GATS3m,GATS3i,P_VSA_charge_13,JGI5,GATS6v,JGI10,GATS3s,SpMAD_X
5904,0.3562986973278837,0.3751954574170844,0.3150050366829853,0.5555555555555567,0.4553444345382308,0.4525336006129011,0.5218567447602191,0.0,0.0666666666666667,0.7539139540881754,0.9300360354129272,0.377353181322844,0.5846850476226484,0.5517654651055586,0.7077037882276669,0.7034285521081876,0.6614656873637098,0.4316866237747453,0.6873655690554172,0.0,0.4321913525937465,0.0,0.0635489920143779,0.5066895096792738,0.0,0.4284546090955088,0.2931315220176224,0.1386695597786229,0.0,0.0,0.8228860907229965,0.6021418474448954,0.3835939812853033,0.4662052116838254,0.066070989668746,0.6605192297922073,0.0714285714285714,0.283220746286723,0.5244736122504792,0.5333681118553999,0.6345294134290829,0.2868545367574619,0.3333333333333333,0.5469079564621726,0.3814235745773588,0.9817523893566232,0.0,0.2407267110021132,0.2933223821667509,0.7558198529094203,0.671184213917361,0.6816575772625781,0.2905002644253554,0.6835185179159455,0.5069607907250914,0.1111111111111111,0.7954080612222583,0.0204081632653061,1.0,0.7341909713295227,0.4475467344033379,0.5249876196764613,0.1307420661606565,0.69353994490358,0.462961353343948,0.3547474321710719
155543311,0.2823665784090637,0.1813959380418817,0.3586392544081476,0.0,0.6086656549952916,0.2124566934172725,0.1934343328163767,0.2222222222222222,0.1249569281025981,0.7470407924405418,0.4237499844837882,0.3959727318332583,0.4645880279927295,0.6270807084396162,0.4454901327748612,0.5418539991158302,0.5627985424902725,0.7848477026218025,0.8885052110226934,0.0,0.4848581679910381,1.0,0.0801740666814785,0.3305465102994991,0.0,0.3121108826916993,0.5548623865295034,0.0,0.2897946429160396,0.2178856725478953,0.1075248851261617,0.1939616108892828,0.7781581521126703,0.4103665341356026,0.0595087335375534,0.4305053276246696,0.0535714285714285,0.1515025458056839,0.7001693275278207,0.3418918299330883,0.2861384010479418,0.2353257347670443,0.0,0.4767272342965976,0.246286293069886,0.586212775590996,0.2857142857142857,0.3548995745680146,0.2504885356314033,0.4596003717079525,0.5167131940733936,0.7081048609889481,0.1014117745023093,0.8946926991114919,0.402683013093188,0.1111111111111111,0.0,0.1224489795918367,0.4175606879214802,0.4096110099088383,0.0,0.5157583122188312,0.3867038000790833,0.4317858426158814,0.5379419773907195,0.6281871264304213
155511868,0.2862749227822991,0.1892763131812724,0.3321093415713574,0.0,0.5849451799535763,0.2520517744849765,0.3221175255772372,0.4444444444444444,0.2021687789238073,0.7089431856578113,0.4279950016767485,0.3712342329152109,0.4846167814576315,0.6171199409975139,0.6865756288870151,0.6430159350101732,0.4789472474651143,0.7434639927516982,0.8870536094004269,0.0555555555555555,0.6903441466999928,0.5,0.0801740666814785,0.4143417065656509,0.0,0.38048418308125,0.5540554043692405,0.2968831486816155,0.4622218637311166,0.211202831706348,0.1075248851261617,0.2636260450398057,0.7685412469674033,0.3878156573248302,0.0773175988870175,0.3259075172655422,0.1607142857142857,0.1545997391205635,0.8594077568134164,0.3778686694706733,0.4534550632643561,0.2353257347670443,0.0,0.4437966245125357,0.2993482085284217,0.5959385806260352,0.4285714285714285,0.2852245221937439,0.3313315128282736,0.5158871166903588,0.4959826336013844,0.6867538916925354,0.2176118802724513,0.8544092730176098,0.402683013093188,0.3333333333333333,0.0,0.0,0.3719601645751799,0.4843843947925761,0.0,0.3592760065399534,0.3201346122903158,0.452383979656706,0.5793212572925481,0.6447362497449758
155547676,0.528335565398655,0.3696336651097041,0.0711569984544431,0.0,0.6031776013033978,0.1233719472883527,0.4405571684089693,0.3888888888888888,0.1249569281025983,0.8158442729001865,0.7723570847189503,0.5567230997606649,0.0961869547177347,0.5093474052132225,0.3744619043455279,0.6849474727841895,0.5908114717164789,0.5490234220955876,0.0781818887795229,0.0,0.4586351414309685,0.5,0.092019728209055,0.3300348728252894,0.0,0.1451352992137454,0.442836627529552,0.3369552092393127,0.6310787009819494,0.2254572802250158,0.2329144543648614,0.4930243156624521,0.8700206760264191,0.3517176535147912,0.0800094037887066,0.4542278127183787,0.0535714285714285,0.2859870636507313,0.7015313098167892,0.4551224615781554,0.3542362443363245,0.2353257347670443,0.6666666666666666,0.4539237976481729,0.2154113679289317,0.6177751882140957,0.2857142857142857,0.3175985538510987,0.225567895257658,0.4557625545533882,0.6848106864900076,0.7034927927038623,0.6976623003877522,0.8931999173622276,0.8057507281081042,0.1111111111111111,0.0,0.2040816326530612,0.22314543215204,0.4189697239656793,0.0,0.6938994481912919,0.3511926867201801,0.3333365742991404,0.3195120813370818,0.7553057860337224
155510814,0.2917412234210072,0.2374142833053585,0.3743752952113057,0.0,0.5067887991728226,0.2781309001821362,0.3309904286194008,0.2222222222222222,0.1249569281025981,0.7249955467641374,0.431981686185217,0.3703412437185844,0.4957373788773199,0.4437153839062238,0.5433000847505902,0.4615540031740535,0.564789034993915,0.8048987918388866,0.8819953253213124,0.0,0.950126959437101,0.5,0.0801740666814785,0.3983951588268675,0.0,0.3750972015965437,0.5502349782895465,0.6074599196891046,0.456552120255024,0.2157973204872318,0.1075248851261617,0.2885895372491303,0.7684842005451941,0.3953740637048549,0.0718531359624092,0.2884122431447535,0.0535714285714285,0.145949608191203,0.6788679245283031,0.3019238771180056,0.4201583809521896,0.2353257347670443,0.0,0.5460014351252731,0.2783627204240959,0.5778718785568591,0.0,0.3346803092890913,0.2963695263404051,0.459598543305307,0.7197361428942843,0.7026707878944731,0.7405123562380936,0.8987304645621852,0.402683013093188,0.0,0.0,0.1224489795918367,0.3472351032049438,0.4658723229391122,0.0,0.4331826078070702,0.3513445157840075,0.4029610389610384,0.506120570673426,0.7019151899706149
155526320,0.4231687750164806,0.1820639630024456,0.3586392544081476,0.0,0.6086656549952916,0.2124566934172725,0.4012634239600586,0.2222222222222222,0.1249569281025983,0.7503742040776409,0.369799835186256,0.4290006333988936,0.5119575404826068,0.6270807084396108,0.6154462058437369,0.5418539991158302,0.5643639130722308,0.8124838885930558,0.8885187424597119,0.0,0.5594975082518613,1.0,0.0801740666814787,0.2704924704439241,0.0,0.2572891098059965,0.4785547350128809,0.4814394719577957,0.3865176169422621,0.2163112685183184,0.1075248851261617,0.2426203780157076,0.7398511894165837,0.4225749408641678,0.0836643720171704,0.3223155987925866,0.0535714285714285,0.18523557440972,0.7001693275278207,0.3341067327119708,0.3014220392319072,0.2353257347670443,0.0,0.4767248441364993,0.2758307422446209,0.5693946032190976,0.0,0.3601615390998337,0.2971476274877763,0.45973674532602,0.4897986928492635,0.6975027970218236,0.3919120389276648,0.8946190380257311,0.402683013093188,0.0,0.0,0.1224489795918367,0.3250638091083554,0.3793175416578702,0.0,0.4403165236051498,0.3218113612094134,0.4693699688741,0.4774306609644214,0.6399749318737857
155536990,0.2968928035519906,0.2129465966783446,0.3604425563565896,0.0,0.5840783951948516,0.4473675043657382,0.1718918089785864,0.1111111111111111,0.0711352046217598,0.7879488848993541,0.4227618204054539,0.5075358684544726,0.4095526462984207,0.725730616760393,0.6775698382958237,0.5510887730712402,0.5816096465554316,0.5731958779575741,0.8880694110275509,0.0555555555555555,0.3985184758787908,0.75,0.020316219781014,0.4096543542913861,0.0,0.3706610775889211,0.0621304781208237,0.0,0.222679015838098,0.2760253168040988,0.6759359924953129,0.2741100766574805,0.5689913488684456,0.4643453991378024,0.0464545346768337,0.2846770244546271,0.0892857142857142,0.1981122910721293,0.4589622641509434,0.4398622800483853,0.308555766056361,0.1723430161397561,0.3333333333333333,0.4764674843163687,0.2698925282381283,0.6702218409331246,0.1428571428571428,0.3534955597346407,0.2367096660283552,0.4162685214823752,0.5418313784713442,0.6818456176383776,0.2176118802724513,0.8848827624273405,0.3964296070812074,0.1666666666666666,0.919253381487932,0.0816326530612244,0.5081090809308576,0.2861382857931318,0.0,0.5543209427511461,0.4546878959832293,0.573287643620237,0.5886285054005569,0.6006555974351864
9552079,0.2493046484638685,0.4672052689873944,0.4976551455788318,0.0,0.5878919932486513,0.2111719023742776,0.0,0.0,0.1076434469616771,0.1559919987436621,0.8361769817379745,0.4338137691391814,0.0,0.0473947551480522,0.3989420616421779,0.664972087249607,0.4892654357572504,0.4047389205356163,0.0,0.0,0.5497455019159224,0.5,0.3277115994287379,0.7179432754931343,0.5714285714285714,0.2056806657451687,0.0,0.0,0.859608971630015,0.2078693164237398,0.5319883256723082,0.4492581074647996,0.5580184096695557,0.174328240479983,0.1226366884223335,0.2400548696844992,0.0,0.2973771599680264,0.5619681834998174,0.4637827644374677,0.4721093828323531,0.080451171117765,0.6666666666666666,0.4628805819688502,0.3613618802856251,0.6209624760902016,0.0,0.2648568381854459,0.0543107031153476,0.2925278101618708,0.5921860941849563,0.6717528410263733,0.5111294793102636,0.8194438037804681,0.6924269846602489,0.0,0.0,0.0,0.413329751822964,0.4920219354606019,0.0,0.446811771919067,0.3338235141402602,0.4738292011019278,0.5530036603839823,0.686558330791657
5430,0.602810697200399,0.2976978919757624,0.3422436355947453,0.0,0.2674338327631214,0.6034297340116549,0.8215194871674372,0.0,0.0,0.4624046134482267,0.9174390105367114,0.6658791219947997,0.4041378167625111,0.2445837558772017,1.0000000000000002,0.4812595179193235,0.0,0.6900825091479649,0.0089891177715184,0.0,0.0,0.0,0.0480378964466506,0.1883971733990492,0.0,0.3113561454247971,0.0,0.1890106970805326,0.4349540740689355,0.2358416231229066,0.0,0.3608847653921654,0.4663195806186747,0.6828358781740811,0.0705128743903547,0.0,0.0,0.352923995741331,0.7672955974842814,0.2401002298876657,0.375097804263518,0.1225932005081882,0.3333333333333333,0.4493810324425427,0.1407266172269194,0.744460939725133,0.0,0.125981106779249,0.6713383291105967,0.1125789121243833,0.696612561237651,1.0,0.1162001057701425,0.0978632446257075,0.402683013093188,0.0,0.0,0.0,0.0,0.1234287577009778,0.0,0.3021459227467804,0.4775353408021497,0.0,0.4645600056003096,0.7167009708394971
155556298,0.3879933067207282,0.1996860188386464,0.2664730438620066,0.0,0.6988200264427944,0.274405131083742,0.1140693222984237,0.2222222222222222,0.0711352046217598,0.6470213816861781,0.4441213034801847,0.4547674655023078,0.271758038670697,0.6945384471822051,0.646051400339861,0.6170303932667796,0.5930751600501093,0.4749459930338975,0.916263239804154,0.1111111111111111,0.3791952099386898,0.75,0.020316219781014,0.460411744051952,0.0,0.1922390147731153,0.7060736517318007,0.8956703435530954,0.4622164860213886,0.2675754551055862,0.6759359924953129,0.3703122365654185,0.5604672714743225,0.4084052653341034,0.0476907820122283,0.4071025758268558,0.125,0.2670438379042936,0.4778340236232576,0.5634374990080727,0.3430243182481257,0.2218277510138331,1.0,0.4528013176813132,0.2793628413038974,0.640238516816469,0.1428571428571428,0.3587882944929814,0.2262566790218756,0.421244487760073,0.5704366062728541,0.6385695345540563,0.6976623003877522,0.8921943984285456,0.1726759444816568,0.2222222222222222,0.9290769262712856,0.1224489795918367,0.4788334339906154,0.3675452816934206,0.0,0.6716826145078438,0.3927831431399925,0.5619978440531797,0.650925527421037,0.5289318907265068
